Gene = DMAP1
Position 6430: 8.393415404303501e-05
Position 6717: 8.312014197644184e-05
Position 6453: 8.049290571453866e-05
Position 5601: 7.023567740109922e-05
Position 5824: 6.007360694709109e-05
Position 7031: 5.619775877293119e-05
Position 6080: 4.9189491138380114e-05
Position 6591: 4.8592245964317624e-05
Position 696: 4.198803268036883e-05
Position 6428: 3.3107938390037895e-05
Position 6479: 3.167348454407721e-05
Position 342: 3.065413265928858e-05
Position 733: 2.9811976743059595e-05
Position 242: 2.901801000837222e-05
Position 6054: 2.5746367229540377e-05
Position 485: 2.098456504306203e-05
Position 520: 2.0843885778045276e-05
Position 753: 2.024415084050633e-05
Position 274: 1.2526777872128283e-05
Position 6451: 1.14804959539264e-05
Position 5885: 1.132502458678736e-05
Position 6652: 1.0176534338138905e-05
Position 660: 9.857630036664947e-06
Position 448: 7.437309693638403e-06
Position 682: 6.359271402295376e-06
Position 778: 4.969234985527811e-06
Position 774: 4.588033172563431e-06
Position 10: 4.142434034559065e-06
Position 47: 1.520943302404678e-06
Position 41: 5.758128187705291e-07
Position 464: 1.2749730995395564e-08
Position 6236: 7.057974108756965e-09
Position 6116: 2.848874622746323e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5950: 0.9940125825180448
Position 5132: 0.9864430736315979
Position 6561: 0.9852510580898429
Position 5600: 0.9437972210847786
Position 7103: 0.7959178650018497
Position 6350: 0.7330329314703103
Position 293: 0.5832528033514941
Position 4739: 0.5120280991531578
Position 1744: 0.46268141237743793
Position 1247: 0.3637314795346538
Position 894: 0.3080589501433137
Position 1271: 0.2290865349908174
Position 6324: 0.2089100066331541
Position 1850: 0.14813725848481704
Position 3799: 0.09414224531423818
Position 1083: 0.09376025534150935
Position 6939: 0.09336031302060578
Position 1160: 0.08250017040017783
Position 1764: 0.06791588004825544
Position 3687: 0.06140317053059346
Position 6741: 0.05990448757270014
Position 253: 0.05835728801991851
Position 1929: 0.05799257753844119
Position 1284: 0.05597811461481246
Position 1698: 0.050661570061478464
Position 207: 0.04358428431662503
Position 6305: 0.041951293323154976
Position 3626: 0.032785250081556645
Position 1905: 0.025855234701580347
Position 1953: 0.024108151271367104
Position 6809: 0.02116915584629522
Position 3765: 0.020320677734473172
Position 531: 0.017355486775135865
Position 4508: 0.01432128820315734
Position 1055: 0.013158243962002741
Position 5562: 0.013034596708412772
Position 1107: 0.01194386415172848
Position 6236: 0.011925072083530861
Position 1323: 0.011670575033451846
Position 5135: 0.011585124914176327
Position 499: 0.011456468976619444
Position 2603: 0.010308147254072088
Position 6777: 0.007953603050367103
Position 1297: 0.007893719013760526
Position 1966: 0.007709984621751802
Position 1623: 0.0074739670675022536
Position 3916: 0.0074002496116100085
Position 5472: 0.0064766159385225485
Position 6747: 0.006454702289848747
Position 1368: 0.005301842609593015
Position 3102: 0.0049603209574021045
Position 774: 0.0047691528754620245
Position 805: 0.004373889004291015
Position 2006: 0.004167230237015801
Position 7105: 0.00412829999739604
Position 332: 0.0037500842035072877
Position 7129: 0.0030468686808692736
Position 736: 0.0027683071977512826
Position 1711: 0.002706993139524551
Position 5506: 0.0026988361580536848
Position 6097: 0.0026229991256005955
Position 6948: 0.002504049684043685
Position 5627: 0.0019602933362020234
Position 1433: 0.001932016831880949
Position 1139: 0.0015481081183620557
Position 1780: 0.0013844391848169225
Position 3388: 0.0012067342970837256
Position 1104: 0.0011223004472467998
Position 6330: 0.0010349030998895916
Position 5388: 0.0010307202052881605
Position 5687: 0.001024364322545007
Position 6951: 0.0009910320077321174
Position 1087: 0.0009489126693771175
Position 1338: 0.0009275053216620205
Position 7109: 0.0008328653902390437
Position 5969: 0.0007492756152899843
Position 6356: 0.0006685947381236357
Position 5565: 0.0006188767969126039
Position 347: 0.0005487463411802082
Position 7145: 0.0005389694405216096
Position 6770: 0.0005206996643202593
Position 7203: 0.0005059302273247532
Position 6584: 0.0005004815940928709
Position 5518: 0.00048760673552647883
Position 6338: 0.00044247234186236965
Position 6753: 0.0004311193820255594
Position 5607: 0.00036633852571100605
Position 6723: 0.0003369884681833488
Position 5891: 0.0003174801280197032
Position 6563: 0.0002988526815602919
Position 6638: 0.0002595217966722503
Position 1815: 0.0002389452423154333
Position 1402: 0.00020790377837597783
Position 5657: 0.00018096468974187563
Position 933: 0.000147107114138375
Position 5639: 0.0001317304408031482
Position 6921: 0.00011517743503746295
Position 6377: 0.00011304873858212252
Position 6380: 0.00011237476248922335
Position 1720: 0.00010477888938921282
Position 6205: 0.00010470587390583368
Position 987: 0.00010387933501226814
Position 5962: 0.00010015289630451912
Position 5718: 9.440828903834942e-05
Position 375: 8.185912467425878e-05
Position 821: 7.973221606297341e-05
Position 7059: 7.843421778916312e-05
Position 562: 7.72771851373797e-05
Position 517: 7.420729665652903e-05
Position 5645: 6.719283309892184e-05
Position 849: 5.330535933663476e-05
Position 5295: 5.2129894922675924e-05
Position 6644: 4.0727510294378223e-05
Position 6587: 4.044329377570655e-05
Position 5630: 3.979018414445406e-05
Position 138: 3.9462070685704634e-05
Position 7027: 3.822036201634848e-05
Position 6383: 3.6364282912071685e-05
Position 5723: 3.380300116426767e-05
Position 6677: 3.101397620163628e-05
Position 5612: 2.8953020948322015e-05
Position 7149: 2.7328475626876985e-05
Position 350: 2.643363579020792e-05
Position 5429: 2.4368878106057154e-05
Position 569: 2.1721366292008116e-05
Position 909: 2.087124310401752e-05
Position 403: 1.8967302154060046e-05
Position 6616: 1.8327908292156303e-05
Position 536: 1.76236817004336e-05
Position 5522: 1.5920406390852102e-05
Position 6153: 1.5319053763586387e-05
Position 6101: 1.434901624857029e-05
Position 237: 1.3473049388151917e-05
Position 5609: 1.3272275600827037e-05
Position 5674: 1.1543438328531074e-05
Position 566: 1.1185849250599391e-05
Position 1864: 7.610563112541607e-06
Position 654: 4.930406189941228e-06
Position 2015: 4.5352124187932414e-06
Position 142: 3.2725390665292284e-06
Position 2651: 2.8414082396887584e-06
Position 619: 1.8442521071805284e-06
Position 478: 1.5168519171098523e-06
Position 6608: 1.4437328512588364e-06
Position 5999: 1.1846059514010677e-06
Position 433: 1.0413596294408045e-06
Position 942: 8.259225273019799e-07
Position 5984: 7.281570862729473e-07
Position 935: 6.404761798596937e-07
Position 861: 6.22124025292693e-07
Position 503: 4.96455298227036e-07
Position 359: 7.570311129465349e-08
Position 443: 2.7176891054968287e-08
Position 382: 2.3133069180400165e-08
Position 379: 2.236975440611706e-08
Position 423: 1.5374235440056388e-08
Position 410: 2.505601091558667e-09
Position 114: 1.7184819475638528e-09
Position 407: 1.1103722159730198e-09
Position 125: 1.0321650287865026e-09
Position 600: 7.374897757157385e-10
Position 438: 1.1536504069127336e-10
Position 72: 6.926439687961073e-11
Position 453: 1.27075500617491e-12
Position 104: 1.2411989859868143e-12
Position 94: 9.399096300927163e-13
Position 81: 2.561026362637101e-13
Position 464: 1.9094278036358662e-13
Position 87: 7.383249614625834e-14
