Gene = BRK1
Position 415: 7.5387242848849655e-06
Position 826: 7.050968319332887e-06
Position 659: 5.710483825825443e-06
Position 404: 4.182564659440969e-06
Position 516: 4.042819495341611e-06
Position 4042: 3.862211123286385e-06
Position 552: 3.560493291976759e-06
Position 1056: 3.069011920970236e-06
Position 1334: 1.3610992801329517e-06
Position 1591: 1.3404999610283185e-06
Position 32: 3.2729360739602504e-07
Position 86: 2.1160562435462695e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10676: 0.990245555298307
Position 9966: 0.5803580674666323
Position 10033: 0.3199370630329655
Position 652: 0.3055243419413502
Position 627: 0.1455276556927979
Position 10052: 0.06255795279346574
Position 864: 0.03179436877417646
Position 591: 0.01929775432248
Position 5050: 0.01588598248612539
Position 11091: 0.014185049160896688
Position 11058: 0.013194574771691569
Position 9813: 0.013166819317510535
Position 11429: 0.011803083132374714
Position 934: 0.010441375536731308
Position 954: 0.00987443365826727
Position 357: 0.009063122726671573
Position 688: 0.00863634745685868
Position 5166: 0.007579564753459187
Position 673: 0.006253043981266069
Position 5777: 0.006120203168435708
Position 11494: 0.006110551002283404
Position 390: 0.0046679623798027755
Position 978: 0.0040421759029492755
Position 876: 0.003906691896697812
Position 5719: 0.003154158761116097
Position 11007: 0.002946930257328029
Position 11197: 0.0028178551206553327
Position 532: 0.0028116642161121357
Position 5722: 0.0023890109461780448
Position 11122: 0.0018181147766251962
Position 10837: 0.0017347096266463128
Position 905: 0.0016552814868689525
Position 11386: 0.0016020493980932024
Position 487: 0.0013314942606388496
Position 3313: 0.0012774378208587464
Position 11455: 0.0011756603746711776
Position 1828: 0.0011644379380767104
Position 10971: 0.001042782573183861
Position 922: 0.000942493409030495
Position 11450: 0.0009230690796504762
Position 3440: 0.0008096170089399692
Position 10799: 0.0007539505531736668
Position 5967: 0.0004900655984176293
Position 5375: 0.00040561753746481825
Position 7678: 0.00038968932171455184
Position 11259: 0.0003032790680207759
Position 1698: 0.0002836568383640465
Position 11558: 0.000281397700172527
Position 11217: 0.00026678662865709825
Position 10981: 0.00023196043054337273
Position 10935: 0.00021903089301671748
Position 10657: 0.00018712775064708118
Position 10250: 0.0001739719379312108
Position 11247: 0.0001729028030581489
Position 10600: 0.00014299402770173698
Position 4215: 0.00012360516726605733
Position 2920: 0.00011973052871574123
Position 10747: 9.873472067797767e-05
Position 11435: 9.791104712263882e-05
Position 1824: 8.738574328232502e-05
Position 11531: 7.955837556900924e-05
Position 10567: 7.34670106869982e-05
Position 11586: 6.383615343000351e-05
Position 5420: 5.773307725374247e-05
Position 11173: 5.7467284026801065e-05
Position 9535: 5.126995625009788e-05
Position 10918: 5.051619231316818e-05
Position 6185: 3.885124083277615e-05
Position 6164: 3.540491497193947e-05
Position 8944: 3.275031726219989e-05
Position 7864: 2.920161155843913e-05
Position 4462: 2.8461541321559264e-05
Position 400: 2.5786550193770115e-05
Position 1065: 2.485163378336601e-05
Position 7728: 2.3233170289579346e-05
Position 7162: 1.8087045661066607e-05
Position 7751: 1.7494273450684634e-05
Position 4323: 1.5809386492926836e-05
Position 6865: 1.5106833480175952e-05
Position 475: 1.5039195784508963e-05
Position 413: 1.146320205566946e-05
Position 3274: 1.0725751984401761e-05
Position 6160: 1.0442207936093014e-05
Position 1402: 8.192076570660112e-06
Position 1123: 7.1173612581887915e-06
Position 826: 5.684779688581422e-06
Position 1138: 5.33035994534908e-06
Position 2940: 4.502653356977098e-06
Position 6542: 3.865349989040822e-06
Position 3947: 3.862211123286384e-06
Position 595: 3.6156474506095983e-06
Position 2015: 3.2488998481332512e-06
Position 100: 3.1492525719120983e-06
Position 1347: 2.986329687652525e-06
Position 1220: 2.5907981572545226e-06
Position 435: 2.394433857119854e-06
Position 1989: 2.0040018215488786e-06
Position 321: 1.7525209156643242e-06
Position 1419: 1.5774879713251266e-06
Position 496: 1.2588176294826286e-06
Position 902: 1.0796276082750036e-06
Position 404: 1.0137321589038016e-06
Position 2897: 6.810158230544816e-07
Position 2323: 5.306422176699143e-07
Position 1018: 4.914268460399167e-07
Position 121: 9.649902476823242e-08
Position 500: 9.351510478225087e-08
Position 151: 6.673086911554552e-08
Position 86: 6.32117941369953e-08
Position 136: 3.551432847441666e-08
Position 232: 2.3735845233770014e-08
Position 308: 1.1326613164582423e-08
Position 797: 1.0073973776944853e-08
Position 192: 6.999940686838026e-09
Position 845: 6.891110449533693e-09
Position 124: 4.525662383945108e-09
Position 755: 3.3706278579172737e-09
Position 298: 3.322082841183557e-09
Position 887: 2.0293665833135743e-09
Position 189: 1.1803028421426842e-09
Position 310: 8.045116747896266e-10
Position 982: 6.064666760209417e-10
Position 178: 5.055263285536038e-10
Position 142: 2.91147789911526e-10
Position 169: 2.8994609465911385e-10
Position 1028: 2.284284828416753e-10
Position 209: 6.542574115971865e-11
Position 240: 1.9120824005102578e-13
Position 199: 1.8816206128209394e-13
