Gene = SUB1
Position 1143: 0.00018075862850216014
Position 853: 0.00012943902936625234
Position 2746: 0.00012668449893843344
Position 10819: 0.00011777802461338129
Position 2761: 9.231656347656974e-05
Position 766: 8.417147816266317e-05
Position 644: 7.936102697328912e-05
Position 782: 6.802706663890955e-05
Position 448: 5.508633615382619e-05
Position 630: 4.235555997297626e-05
Position 642: 3.7967468434616005e-05
Position 41: 3.0718114367376056e-05
Position 746: 2.659500650774455e-05
Position 1378: 1.81870756871954e-05
Position 551: 8.176094914126972e-06
Position 15: 4.112584784610716e-06
Position 6: 2.046129501269641e-06
Position 563: 1.6655354229907341e-06
Position 731: 1.4888312519508832e-06
Position 2549: 3.3761524244539843e-07
Position 220: 3.201453365396925e-07
Position 349: 2.6146041365069444e-07
Position 174: 5.4534878229146525e-08
Position 320: 4.454150262172783e-08
Position 367: 1.4819911233083302e-08
Position 335: 1.2256705734460611e-08
Position 543: 2.6483030537590782e-09
Position 212: 1.629030800067927e-09
Position 383: 4.0892221351387347e-10
Position 561: 4.050472396484035e-10
Position 416: 8.313577226374419e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8018: 0.9370900214119556
Position 6463: 0.6803740408434374
Position 3297: 0.6762959855586753
Position 5004: 0.6485379226571769
Position 1040: 0.28125333228154337
Position 12682: 0.27557482428920815
Position 14601: 0.20817483585761815
Position 874: 0.18568823161531967
Position 14930: 0.12763805022980926
Position 6786: 0.0967694406718699
Position 14238: 0.09543241866266178
Position 8994: 0.08813729527116812
Position 1691: 0.07163074649964686
Position 16461: 0.06835521035192688
Position 7567: 0.06691067477464803
Position 20906: 0.0650427579087116
Position 7461: 0.04646732079711227
Position 10922: 0.04357744328265101
Position 17493: 0.04325330711505024
Position 18483: 0.04123350699185151
Position 17894: 0.03008573854566831
Position 8926: 0.027923047578868647
Position 848: 0.027701867519062073
Position 2615: 0.02269328880590336
Position 12678: 0.02173121819833825
Position 1036: 0.019828555566542595
Position 468: 0.01684745811177943
Position 702: 0.01678497411437681
Position 8750: 0.014153836745367718
Position 4770: 0.013257096351244169
Position 13640: 0.010902026461890032
Position 1060: 0.009864239684750932
Position 6534: 0.009510366912179992
Position 8298: 0.009455139195237288
Position 4749: 0.009175304726762855
Position 526: 0.008803967974167565
Position 988: 0.008147835409128458
Position 892: 0.0077039403084221735
Position 380: 0.007286632846501582
Position 188: 0.007239633573263527
Position 10782: 0.006408254653459089
Position 13170: 0.004838556618482511
Position 780: 0.004763304128884761
Position 2759: 0.0044856219084986335
Position 10730: 0.004389647509488878
Position 12022: 0.003979015975518833
Position 1466: 0.00394113698545441
Position 6698: 0.0038869818961315646
Position 6515: 0.0031500022324062646
Position 8711: 0.002971401130323835
Position 12018: 0.0029450640235337234
Position 11874: 0.002885581877594142
Position 621: 0.0024214329247008825
Position 10119: 0.002342050791484757
Position 12702: 0.0023277937935163215
Position 13700: 0.0022394416214662175
Position 853: 0.00203920529967131
Position 8242: 0.001823318683424177
Position 2842: 0.0018112590612877617
Position 9909: 0.0016306846116156363
Position 9116: 0.0014861407932580761
Position 876: 0.0013177970948765492
Position 5787: 0.001315903560933906
Position 1950: 0.0012352190898159102
Position 8880: 0.001172728198746046
Position 792: 0.001111142882148603
Position 5407: 0.001081645412551312
Position 3326: 0.001034584826815486
Position 669: 0.0009756604155411684
Position 9598: 0.0009146896071717394
Position 11126: 0.0008838747336966661
Position 11312: 0.0006383058628712809
Position 1909: 0.0005992136708538673
Position 8331: 0.0005250649754894778
Position 827: 0.0004703104687061907
Position 726: 0.0003864537944357998
Position 6702: 0.0003781763889145099
Position 1419: 0.0003374377062916875
Position 539: 0.0003212586774950096
Position 2294: 0.0003140525424579465
Position 1410: 0.00029265137858014916
Position 2587: 0.00026307266492416287
Position 3247: 0.0002254120952341442
Position 1096: 0.00019678466173705155
Position 7163: 0.00019140317159004736
Position 1580: 0.00016151641527239755
Position 8406: 0.00014801758389535613
Position 567: 0.00013012626236341
Position 588: 0.00011559594722658381
Position 751: 0.00011355086154798043
Position 1342: 0.00010255513548821986
Position 1497: 9.498821409482433e-05
Position 1556: 8.199841247994172e-05
Position 905: 6.900085361806059e-05
Position 764: 6.352604472613558e-05
Position 6144: 6.340796755867174e-05
Position 3521: 5.67726694641139e-05
Position 810: 5.4829759336758456e-05
Position 470: 4.9953443340628045e-05
Position 572: 4.820992461032069e-05
Position 5344: 4.3360164193631305e-05
Position 405: 3.840147152646227e-05
Position 625: 3.6185959419678964e-05
Position 850: 3.1907946657079215e-05
Position 640: 2.5503184442042554e-05
Position 856: 2.2195491469554266e-05
Position 585: 1.9750824475270488e-05
Position 795: 1.3186551642568924e-05
Position 7815: 1.3095245322855318e-05
Position 1292: 1.2796222952421367e-05
Position 1268: 1.0855779190650158e-05
Position 734: 1.0405673009941814e-05
Position 686: 6.341988307975809e-06
Position 706: 5.910584789582195e-06
Position 409: 5.6165328849204264e-06
Position 217: 4.979584450467319e-06
Position 558: 3.29690464888682e-06
Position 500: 3.1132357299360794e-06
Position 190: 2.9357119447938865e-06
Position 506: 2.638688294481737e-06
Position 921: 2.4176973817972442e-06
Position 475: 2.1227646603465503e-06
Position 1278: 1.5161335787691252e-06
Position 496: 1.275773383499777e-06
Position 1251: 1.2530647677768585e-06
Position 502: 1.145942432215119e-06
Position 283: 9.831566414251598e-07
Position 2419: 3.376152424453977e-07
Position 149: 1.8752629361882952e-07
Position 359: 1.2384051166787564e-07
Position 647: 8.02059716000682e-08
Position 352: 7.665830689919786e-08
Position 3358: 1.2629042340622159e-08
Position 536: 1.2371366338270361e-08
Position 3333: 1.037206095699342e-08
Position 333: 1.761301874310042e-09
Position 413: 5.502155445733043e-10
Position 220: 5.2288737441071e-10
Position 224: 1.9464388660735997e-10
Position 238: 1.2256917585385739e-10
Position 84: 7.481732571794421e-11
Position 251: 6.454835749672015e-11
Position 111: 6.082169216192902e-11
Position 297: 2.1320709931479366e-11
Position 349: 2.0964320808224674e-11
Position 242: 2.0878466047345175e-11
Position 226: 1.4714756186531563e-11
Position 124: 7.095227306275272e-12
Position 117: 5.75770411281948e-12
Position 313: 3.136214872031549e-12
Position 89: 1.0870009713734581e-12
Position 303: 6.546403741358933e-13
Position 288: 5.296469481753085e-13
Position 129: 3.48346168491799e-13
Position 253: 1.6702997828357877e-13
Position 121: 4.282528455154477e-14
Position 335: 3.16162061017855e-14
Position 91: 2.984594583989735e-14
Position 305: 1.5196274063407573e-14
Position 340: 1.786120079322827e-15
Position 100: 7.273055295896716e-17
