Gene = TRIM42
Position 18353: 0.0008089931508622318
Position 23065: 0.0008086993801024141
Position 250: 0.0007814580600062351
Position 17438: 0.0007073555470143406
Position 1346: 0.0005271948096241207
Position 505: 0.0005232185752915385
Position 11067: 0.00035046245071767136
Position 1379: 0.0003497969439058191
Position 2036: 0.00034577686743877804
Position 3234: 0.00022328410805041795
Position 13777: 0.00020338122187786594
Position 3387: 0.00020132642037180092
Position 16857: 0.00019708641065450472
Position 367: 0.00017512940514071465
Position 2522: 0.00017343877111980146
Position 2644: 0.00015348306968346377
Position 1412: 0.00015259231496456458
Position 3430: 0.00015168120967454547
Position 13964: 0.00014465780567051386
Position 13634: 0.00014286591403410187
Position 1941: 0.00013169391581516088
Position 1142: 0.0001311111381299221
Position 3336: 0.00011744217080839083
Position 16509: 0.00011711103027198924
Position 1899: 0.00011624598098924445
Position 1405: 0.00011070671813127376
Position 13526: 0.00010622917227686164
Position 16349: 9.044043346709204e-05
Position 1236: 8.910057518430863e-05
Position 3978: 8.751437791495472e-05
Position 2588: 8.318858583953441e-05
Position 4040: 7.763846870484282e-05
Position 10898: 5.4616606850325233e-05
Position 2774: 5.27910739636199e-05
Position 872: 4.999539384073468e-05
Position 1035: 4.9516147591029416e-05
Position 4271: 4.8621140182511765e-05
Position 13199: 4.33637968894627e-05
Position 854: 4.328332861201429e-05
Position 4572: 3.459314279525304e-05
Position 369: 3.422609493860648e-05
Position 13272: 3.260352601021712e-05
Position 1598: 3.2508664398378485e-05
Position 889: 2.8341526187820283e-05
Position 2038: 1.1305911264024584e-05
Position 292: 9.895341331811207e-06
Position 1953: 9.738938218201396e-06
Position 516: 8.945979293405084e-06
Position 1726: 8.868465877761386e-06
Position 11037: 8.264636026486421e-06
Position 10768: 7.586898044132813e-06
Position 343: 7.3616566505705125e-06
Position 12063: 7.009066530596289e-06
Position 1389: 6.8150334007144105e-06
Position 1361: 6.560059150518615e-06
Position 12947: 6.532489881015849e-06
Position 2050: 6.415108789496644e-06
Position 11492: 6.261556583948091e-06
Position 1583: 5.125028843629908e-06
Position 909: 4.853938905044462e-06
Position 947: 4.8266793214379115e-06
Position 466: 4.597877056695732e-06
Position 13180: 4.2651994259819e-06
Position 797: 3.38810484987866e-06
Position 651: 3.215364112251992e-06
Position 709: 3.0961105531631775e-06
Position 833: 2.969441771969989e-06
Position 1799: 2.2710885593019108e-06
Position 933: 1.759276335600457e-06
Position 12844: 1.1798666067338719e-08
