Gene = SLF1
Position 13011: 0.00018374925071700887
Position 3307: 0.00017397905582497918
Position 13238: 0.0001677464918675979
Position 359: 0.00016313020976899562
Position 13792: 0.00014943864691719535
Position 13770: 0.00014357688852481223
Position 2983: 0.00011898692836315273
Position 3323: 0.00011002644925334878
Position 993: 0.0001021838190417379
Position 593: 8.326958457819647e-05
Position 11549: 8.282147113640799e-05
Position 1407: 5.7488223831540016e-05
Position 767: 5.5380777411660615e-05
Position 700: 5.497663210643382e-05
Position 1134: 4.157031228571085e-05
Position 857: 3.842773523744753e-05
Position 1109: 3.770517313877925e-05
Position 1650: 3.465552286947093e-05
Position 1562: 3.249327959409609e-05
Position 328: 3.090371132862096e-05
Position 831: 2.9892494261965358e-05
Position 221: 2.8776516005386847e-05
Position 365: 2.7223685466999165e-05
Position 1719: 2.6228513758067593e-05
Position 496: 1.6840955336676166e-05
Position 12071: 8.52046625902148e-06
Position 1230: 8.22710088282696e-06
Position 180: 6.575146751397727e-06
Position 636: 6.37072390057082e-06
Position 622: 4.736769444546514e-06
Position 399: 4.3936937057384555e-06
Position 907: 3.1265935151334506e-06
Position 203: 2.220042031431918e-06
Position 549: 2.174539977381006e-06
Position 642: 1.4954093724319726e-06
Position 1796: 2.2336027831727616e-07
Position 1078: 1.0605562368023811e-07
Position 1039: 9.574867116015493e-08
Position 2027: 8.247100697682017e-08
Position 886: 5.093194069139568e-08
Position 121: 3.5813610470169315e-08
Position 250: 3.5457590298065885e-08
Position 407: 5.167967191947631e-09
Position 774: 4.712845773469995e-09
Position 210: 4.5467150415333625e-09
Position 530: 3.650457907132857e-09
Position 155: 2.111193096561498e-09
Position 96: 1.9201643943049296e-09
Position 351: 1.7601389075650718e-09
Position 184: 1.5774325735044829e-09
Position 526: 1.035009655835979e-09
Position 127: 6.181676093755608e-10
Position 969: 3.578105621208969e-10
Position 543: 2.3670135170971314e-10
Position 418: 2.1905756610463976e-10
Position 687: 8.102032168423684e-11
Position 130: 5.838652273765501e-11
Position 108: 1.7040187678131072e-11
Position 186: 6.502243204540469e-12
Position 424: 5.181179761797831e-12
Position 139: 3.103429191651227e-12
Position 446: 1.5006898323255259e-12
Position 98: 1.1001385278400367e-12
