Gene = PSMC2
Position 22900: 1.0648846349967334e-05
Position 19442: 1.0338291934210757e-05
Position 22551: 9.992785369989772e-06
Position 19052: 8.41174510000554e-06
Position 22517: 6.506802942472404e-06
Position 22867: 6.2228626484468296e-06
Position 22879: 6.141438031703231e-06
Position 2753: 3.597885426056017e-06
Position 4772: 3.3764309004871086e-06
Position 4816: 2.784654993252995e-06
Position 23239: 2.5702811987791085e-06
Position 22881: 2.494635652159431e-06
Position 457: 2.360135177992266e-06
Position 22907: 1.8801375624318747e-06
Position 363: 1.8209671336765908e-06
Position 90: 1.7667715478340653e-06
Position 22927: 1.6461440377275227e-06
Position 961: 1.5904747811405509e-06
Position 127: 1.298700961527229e-06
Position 22537: 1.2883225773946247e-06
Position 4431: 1.2673251215034007e-06
Position 106: 1.1666958147645995e-06
Position 3231: 1.1148114285446158e-06
Position 3772: 8.86039969040235e-07
Position 355: 8.467438528884493e-07
Position 3434: 8.272493762569712e-07
Position 404: 5.937761168632042e-07
Position 68: 4.4003793753987074e-07
Position 36: 3.804974023454911e-07
Position 248: 3.697847033887468e-07
Position 283: 1.938811348271413e-07
Position 474: 1.8846151255629144e-07
Position 22800: 1.386182848118962e-07
Position 23109: 1.1851014189352084e-07
Position 246: 1.0043272416429945e-07
Position 353: 8.841323645423563e-08
Position 30: 4.334318413073513e-08
Position 286: 4.289231686812107e-08
Position 393: 1.8340876007482582e-09
Position 22841: 2.4337650467313853e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 22798: 0.9965059558534458
Position 18429: 0.9962276589617144
Position 10779: 0.979737982112461
Position 22498: 0.9778307890192187
Position 21161: 0.966780350422968
Position 22982: 0.9648074355026744
Position 9953: 0.9525899858815846
Position 17042: 0.9047850248147441
Position 17250: 0.4864105866604122
Position 2771: 0.4826331588794082
Position 17771: 0.46297728316226233
Position 9006: 0.4195276089028265
Position 19193: 0.41517773873952185
Position 19298: 0.2805129298292218
Position 726: 0.2649780554071347
Position 2609: 0.25041881347506445
Position 19228: 0.22425130439579322
Position 10545: 0.20574127151806615
Position 17685: 0.166441932233114
Position 19519: 0.1650495792116478
Position 6356: 0.15728551569827365
Position 15430: 0.14890908422201599
Position 17560: 0.13819622462407744
Position 18803: 0.11722958850684415
Position 1985: 0.09099743005165202
Position 8967: 0.07892724049504737
Position 23524: 0.06987391333243857
Position 2824: 0.06345158913595485
Position 23356: 0.05030933958002686
Position 18953: 0.042716103033994854
Position 6231: 0.03971001905780103
Position 10488: 0.03248417204491237
Position 2211: 0.031756181942090074
Position 732: 0.03150003284670639
Position 23994: 0.028547420688102558
Position 2473: 0.027014379913771838
Position 22589: 0.02516332070806397
Position 23751: 0.02388733067848124
Position 19130: 0.021646651333654423
Position 13681: 0.01975173167595954
Position 23402: 0.01878602066613093
Position 23299: 0.01867220525325215
Position 19168: 0.01746956294792941
Position 10213: 0.016128408464815724
Position 18608: 0.01595725110167934
Position 2539: 0.014189168833787473
Position 24185: 0.01331868002541666
Position 17285: 0.013216718201977229
Position 20038: 0.013050872167314266
Position 2172: 0.012874165927796026
Position 19232: 0.012663216629383783
Position 2650: 0.011186831930413279
Position 19322: 0.010319198334123154
Position 10130: 0.01025428069929533
Position 18208: 0.00931076889131564
Position 13014: 0.009154682904742174
Position 501: 0.009024796545362194
Position 2573: 0.008916369935879775
Position 1243: 0.008900539903850544
Position 15488: 0.008810606555506573
Position 14593: 0.008632162275777181
Position 10836: 0.008146057511523948
Position 10815: 0.007660123038119536
Position 13054: 0.007410656997504085
Position 12596: 0.007115751445108136
Position 19903: 0.007065891015567795
Position 4346: 0.006810309346425568
Position 2382: 0.0061477648111941865
Position 19755: 0.006120240851844762
Position 24362: 0.006100451448396835
Position 23031: 0.006012037297498151
Position 16837: 0.00600859397397536
Position 1313: 0.005735520309043501
Position 19884: 0.0054824990150116396
Position 6285: 0.004952634960931098
Position 2453: 0.004800621543986922
Position 10493: 0.004643323660453253
Position 10547: 0.0043554387358056505
Position 19196: 0.0042833388844840045
Position 7944: 0.00405106693023357
Position 11449: 0.004030985236175343
Position 7520: 0.003813980361854825
Position 1755: 0.003674189807198442
Position 23973: 0.0036420339560297665
Position 19680: 0.003607662475153297
Position 23469: 0.003575117833043162
Position 19069: 0.00352063792763985
Position 2511: 0.0035180233727424605
Position 24475: 0.0033575004576308918
Position 2175: 0.003271035812620502
Position 12602: 0.0030999339971435553
Position 753: 0.0030914321178646866
Position 728: 0.003069015208349545
Position 21856: 0.003043367212636678
Position 23465: 0.002983950842356417
Position 18752: 0.0029459012596755557
Position 19860: 0.002938565654142564
Position 6168: 0.002859855359443812
Position 1895: 0.0027415925765891676
Position 23279: 0.002607640955750569
Position 1239: 0.0025542460394342445
Position 22365: 0.002516683491168391
Position 12573: 0.0024639751570052675
Position 7675: 0.0024298246767813464
Position 17817: 0.0024279685412539774
Position 22337: 0.002368327436878732
Position 22819: 0.002345264730625918
Position 4963: 0.0021203941643172016
Position 12510: 0.00211033360338137
Position 19539: 0.0019587447166592355
Position 18637: 0.0019255088697446364
Position 18348: 0.001855815710151456
Position 24093: 0.0018510925699696018
Position 12966: 0.0017898866161096063
Position 24389: 0.0017154328830197004
Position 19258: 0.0017053591469939114
Position 18635: 0.0016195828647304488
Position 21456: 0.0015831328955410644
Position 23777: 0.0015683058670439192
Position 12729: 0.0015452800332135263
Position 7901: 0.0015267336841053658
Position 19118: 0.0012772904334940002
Position 2671: 0.0012126185399231448
Position 1263: 0.0012042984030009027
Position 19920: 0.001196171097266268
Position 11391: 0.0011271110906194972
Position 18379: 0.001037887833352009
Position 2595: 0.001036527664226249
Position 2323: 0.0010342674151784218
Position 22436: 0.0009999599699508197
Position 22569: 0.000949259729317883
Position 23697: 0.0009416607760478833
Position 21337: 0.0008941141731324513
Position 925: 0.0008840780747109753
Position 17580: 0.0008330114436572128
Position 12937: 0.0007929530913617139
Position 24126: 0.0007854357343447101
Position 11426: 0.0007563117030455386
Position 432: 0.0007154435375225938
Position 19515: 0.0006749657423536339
Position 10166: 0.0006530472565290784
Position 23948: 0.0006465380540558448
Position 14693: 0.0006399633961669848
Position 1400: 0.0006228003928153554
Position 13024: 0.0006179879453744686
Position 22268: 0.0005880022631948846
Position 24321: 0.000583196751735008
Position 1590: 0.0005737760972297613
Position 2080: 0.0005683443178602044
Position 21199: 0.0005677499047844999
Position 20074: 0.0005654708603314875
Position 22642: 0.000563053067589939
Position 23109: 0.000524268152885788
Position 23875: 0.0005025876897599592
Position 6188: 0.00047849637873932535
Position 14313: 0.0004089179758943711
Position 2239: 0.0004079987110015059
Position 2067: 0.0004018311204522592
Position 12672: 0.00039536378750647656
Position 21492: 0.00036164640301417544
Position 1866: 0.00032452059167161656
Position 23303: 0.0003222074729046709
Position 12632: 0.000306821076524453
Position 23009: 0.000293763271341872
Position 21822: 0.0002898443015763706
Position 19171: 0.0002596952269620721
Position 2428: 0.0002551683711162725
Position 19046: 0.00020122729950361126
Position 14090: 0.00018831455777848136
Position 18355: 0.00018110325091106173
Position 19705: 0.0001775865020630932
Position 18758: 0.0001709030143251249
Position 14265: 0.0001705605249541976
Position 18458: 0.00016846986962075863
Position 1709: 0.00016702224429566566
Position 22622: 0.000160441264731761
Position 18834: 0.0001439549092152492
Position 1597: 0.00014237292397478203
Position 23193: 0.00013723575558155827
Position 404: 0.00012869779580945733
Position 2101: 0.00012704385503332046
Position 1834: 0.00012449324671557548
Position 1403: 0.00011684640697682129
Position 612: 0.00011403870906057253
Position 1245: 0.00011130653678073849
Position 2147: 0.00011069211957671316
Position 2517: 0.00010747978795038543
Position 11355: 0.00010485265449214648
Position 680: 0.00010407617737983028
Position 10752: 9.668715532829598e-05
Position 18781: 9.573262852973599e-05
Position 2335: 8.656625634868276e-05
Position 18648: 8.068055784109578e-05
Position 351: 7.459650687656308e-05
Position 1337: 6.57429984837876e-05
Position 508: 5.63652924255511e-05
Position 562: 5.158624181893076e-05
Position 359: 3.955873799931466e-05
Position 337: 3.52278414303228e-05
Position 18967: 3.475523274055368e-05
Position 577: 3.299746035415131e-05
Position 22525: 3.197533341524819e-05
Position 11526: 2.9980190284497192e-05
Position 565: 2.969681809009061e-05
Position 18718: 2.8114989531463092e-05
Position 1470: 2.73788859954026e-05
Position 18646: 2.6879514980677142e-05
Position 18686: 2.670409075900586e-05
Position 1381: 2.556199498082269e-05
Position 538: 2.359874499778408e-05
Position 547: 2.222355867345904e-05
Position 778: 2.0763820209294452e-05
Position 11476: 1.9505698447680064e-05
Position 4289: 1.7786369108382346e-05
Position 416: 1.6233503424996126e-05
Position 22995: 1.603106729985027e-05
Position 11295: 1.4463732322270725e-05
Position 4257: 1.3788372284017891e-05
Position 22839: 1.1449437232228257e-05
Position 18737: 1.1149924582486906e-05
Position 525: 1.0789856122492014e-05
Position 372: 9.942287856062626e-06
Position 18254: 9.320601771813517e-06
Position 11255: 7.987330502348857e-06
Position 139: 7.757762794123554e-06
Position 22890: 7.386284072080319e-06
Position 22848: 7.097842830498847e-06
Position 22871: 7.084177205919905e-06
Position 22990: 6.2673897242182295e-06
Position 23149: 6.054129043347766e-06
Position 2219: 5.3048276742963665e-06
Position 1002: 4.572621776238069e-06
Position 4554: 3.799598714131415e-06
Position 334: 3.658471588357747e-06
Position 22857: 3.3932723668668685e-06
Position 1849: 3.2367989285877926e-06
Position 1361: 3.209550729246977e-06
Position 1772: 2.985810537551345e-06
Position 1115: 2.971167484434889e-06
Position 1429: 2.8767366866077824e-06
Position 11454: 1.6216295376392915e-06
Position 1405: 1.400607663886527e-06
Position 90: 1.3115704480258993e-06
Position 22724: 1.2680641044196733e-06
Position 4717: 1.2071141738259402e-06
Position 795: 1.196437608107754e-06
Position 4579: 1.1543730057827526e-06
Position 18235: 1.002155184028956e-06
Position 377: 9.550259103681865e-07
Position 3619: 8.860399690402346e-07
Position 127: 8.145459420059265e-07
Position 3138: 6.843176241458052e-07
Position 3294: 5.254360880597261e-07
Position 157: 5.00159011647532e-07
Position 3094: 4.304938043988107e-07
Position 23033: 4.0714166038508137e-07
Position 10619: 3.4108616139414353e-07
Position 966: 3.020991768548032e-07
Position 3279: 3.018132881972449e-07
Position 515: 2.553305173297858e-07
Position 1014: 2.494245001701583e-07
Position 22998: 2.388840710769716e-07
Position 817: 2.2443903331208739e-07
Position 142: 1.4067330236192023e-07
Position 935: 1.326841062401943e-07
Position 23059: 1.289013777760036e-07
Position 616: 9.349946319748594e-08
Position 929: 6.32127151993698e-08
Position 2236: 4.0501271069509645e-08
Position 186: 2.3788064929659696e-08
Position 270: 1.8461959887364944e-08
Position 838: 1.7191422796944882e-08
Position 22940: 1.690372274002846e-08
Position 973: 1.5355269398649082e-08
Position 23011: 7.536314989877328e-09
Position 1494: 5.57665956361295e-09
Position 273: 3.9981370718448005e-09
Position 625: 3.5847628632277467e-09
Position 199: 2.7409220852317464e-09
Position 23072: 4.667184890493709e-10
Position 640: 1.006718339689193e-12
Position 819: 5.281070659539517e-13
Position 632: 3.8688373437483087e-13
Position 960: 4.355888191544916e-14
