Gene = TRIM14
Position 23443: 0.13140527050301626
Position 34743: 0.11513655639281282
Position 24794: 0.10587742672685921
Position 31961: 0.05118411612957175
Position 28727: 0.0474647760390888
Position 34920: 0.04508141149985911
Position 29158: 0.04253788648265167
Position 32216: 0.04149126626460914
Position 32178: 0.02440620760200884
Position 31177: 0.022988902459340894
Position 37948: 0.01912473077683933
Position 35066: 0.016966374416361583
Position 35104: 0.016556180306241168
Position 24578: 0.012759433119070528
Position 35989: 0.0094275398562573
Position 33278: 0.008892894011266186
Position 32932: 0.008248104462168266
Position 35847: 0.007249833581661785
Position 31740: 0.003353709901440899
Position 33001: 0.003187115659681886
Position 33248: 0.002674086940335213
Position 32232: 0.0024967392479155227
Position 32032: 0.0016618290436396785
Position 32007: 0.00021413217502686455
Position 28099: 0.0001377153272989647
Position 27569: 7.797815247289284e-05
Position 24626: 3.9302076913375934e-05
Position 25089: 3.912760709467897e-05
Position 24766: 1.511643318067436e-05
Position 19785: 9.1154675749095e-06
Position 19426: 8.740488877798586e-06
Position 19760: 8.158308212309198e-06
Position 22093: 6.849140289297389e-06
Position 20509: 5.157051368207399e-06
Position 21372: 3.887160296864171e-06
Position 20988: 2.935738023079798e-06
Position 14384: 8.730587063759544e-07
Position 13638: 5.279365727160733e-07
Position 7274: 5.130990502547033e-07
Position 1118: 4.6010727732941824e-07
Position 1099: 2.892865097447466e-07
Position 1096: 2.3859215601696915e-07
Position 1038: 2.2170869445618065e-07
Position 1069: 2.2059294985641764e-07
Position 13423: 1.873555245435845e-07
Position 6099: 1.7016002324807524e-07
Position 1350: 1.1340881007036835e-07
Position 14027: 1.0464904333284535e-07
Position 9225: 1.0100641332738528e-07
Position 2223: 6.592236532733747e-08
Position 6124: 5.137120773099208e-08
Position 9863: 3.843885687128113e-08
Position 9994: 3.650269531141869e-08
Position 11976: 3.634337022663384e-08
Position 6828: 2.9064596063916517e-08
Position 322: 2.842135597061611e-08
Position 7148: 2.0368672208831324e-08
Position 2763: 1.9914713020988472e-08
Position 5171: 1.8813486357892497e-08
Position 7650: 1.8063036508538715e-08
Position 660: 1.7976190270922108e-08
Position 975: 1.5695311132932268e-08
Position 5950: 1.4271433554804732e-08
Position 2915: 1.3454107800478584e-08
Position 3237: 1.3181321288106353e-08
Position 2367: 1.3070603459456193e-08
Position 1326: 1.1737138765796106e-08
Position 349: 1.1023320371911395e-08
Position 1157: 1.094493124563118e-08
Position 9374: 1.045826944530944e-08
Position 5892: 9.628477688242902e-09
Position 4403: 9.355016836094174e-09
Position 2074: 8.83195283367538e-09
Position 945: 6.43880456862496e-09
Position 1953: 6.109708327824902e-09
Position 2825: 5.998623549073521e-09
Position 3211: 5.870443201521601e-09
Position 6916: 4.920210860715557e-09
Position 667: 4.374301621689204e-09
Position 764: 3.86179417247566e-09
Position 3696: 3.8019407753309165e-09
Position 607: 3.729103810180658e-09
Position 358: 3.370521258792646e-09
Position 2540: 3.359379693324333e-09
Position 1532: 3.3039817775154667e-09
Position 4176: 3.2047526492801743e-09
Position 2373: 2.166969462344428e-09
Position 3560: 1.5669091054304035e-09
Position 3410: 1.3676387274757376e-09
Position 900: 1.244549412946649e-09
Position 4622: 1.2083949969582591e-09
Position 2393: 1.2002234909627186e-09
Position 3076: 1.1881550394409994e-09
Position 4382: 1.096024005299223e-09
Position 3009: 1.0895647393604208e-09
Position 718: 1.0333558808594012e-09
Position 786: 9.202910117000497e-10
Position 1529: 9.197662151327265e-10
Position 826: 8.029702146409317e-10
Position 1937: 7.969461608463174e-10
Position 2179: 7.382669450118637e-10
Position 1256: 5.676413885547463e-10
Position 2935: 5.088741782420763e-10
Position 2911: 4.661259341594897e-10
Position 1190: 4.313869396140511e-10
Position 2682: 4.212574805191907e-10
Position 815: 3.244105675878197e-10
Position 789: 3.19180919914398e-10
Position 1781: 3.05649490814709e-10
Position 688: 2.8572072792664906e-10
Position 370: 2.667013656087127e-10
Position 1496: 2.5891814141369934e-10
Position 953: 1.6245558892296356e-10
Position 643: 1.1375902786636255e-10
Position 360: 5.51763563809627e-11
Position 983: 5.174392135979082e-11
Position 872: 4.367309590997255e-11
Position 617: 3.595928134863359e-11
Position 622: 2.832351276587571e-11
Position 384: 2.501271233385246e-11
Position 3263: 1.4738562164721047e-11
Position 499: 1.2026886187528923e-11
Position 1052: 9.716169190948357e-12
Position 578: 8.916182252888986e-12
Position 883: 8.402579181604674e-12
Position 671: 7.255418775432939e-12
Position 1749: 4.6485579972882566e-12
Position 228: 4.533730676873456e-12
Position 487: 3.477474857644527e-12
Position 571: 3.2111641492856477e-12
Position 299: 2.494741143508851e-12
Position 465: 2.3488494520859784e-12
Position 859: 2.1141559887479353e-12
Position 296: 2.024352222365974e-12
Position 389: 1.8186288923768225e-12
Position 715: 9.910791032421776e-13
Position 887: 8.166337501442457e-13
Position 277: 7.863580113900208e-13
Position 282: 7.596088690987869e-13
Position 555: 6.40715400330264e-13
Position 853: 6.330884707032216e-13
Position 693: 4.081924366937208e-13
Position 724: 9.358402796931982e-14
Position 391: 6.19949363045537e-14
Position 410: 5.6081762475089667e-14
Position 210: 4.196540095894858e-14
Position 450: 3.819426260432045e-14
Position 214: 3.627978752983278e-14
Position 472: 2.66534622310081e-14
Position 455: 2.4545543161468753e-14
Position 414: 5.347208899632413e-15
Position 421: 4.68450843502109e-15
Position 439: 3.77751584861777e-15
Position 403: 1.3304007835494634e-15
Position 264: 5.081710776472142e-16
Position 273: 3.8879413889045717e-16
Position 432: 2.0035942820441955e-16
Position 397: 1.980310188844334e-16
