Gene = LRIF1
Position 909: 1.4124621515171614e-05
Position 719: 1.3987445144822765e-05
Position 1033: 1.3877090712073125e-05
Position 1304: 1.2947262813470935e-05
Position 213: 1.2717700636219506e-05
Position 7973: 1.2514623929292877e-05
Position 3461: 1.1335465390236997e-05
Position 1424: 1.021667341613443e-05
Position 2731: 1.0110436822369824e-05
Position 1882: 9.71072789804398e-06
Position 1396: 9.682325307725884e-06
Position 1924: 9.227448211805644e-06
Position 1565: 8.70164305942267e-06
Position 2636: 8.456429825758561e-06
Position 1410: 7.233752382490333e-06
Position 616: 6.2072957192391395e-06
Position 732: 6.104370788725102e-06
Position 4117: 5.294851001290462e-06
Position 903: 4.9951200176778355e-06
Position 1211: 4.708595785716746e-06
Position 5918: 4.629148884932131e-06
Position 4705: 3.5223763473489062e-06
Position 4731: 3.2209649637131096e-06
Position 4901: 3.2042115302036084e-06
Position 917: 3.034848889813987e-06
Position 442: 3.0225868009243006e-06
Position 1562: 2.9762515106831213e-06
Position 1794: 2.882413869986215e-06
Position 954: 1.7695460341669621e-06
Position 1030: 1.617031092637924e-06
Position 744: 1.3110160367051477e-06
Position 660: 9.948960840212105e-07
Position 866: 9.864637054872692e-07
Position 463: 9.057229449300561e-07
Position 1381: 1.0042885915025523e-09
