Gene = TMF1
Position 7634: 0.7858841570066859
Position 12609: 0.6520905131424096
Position 28122: 0.6072470987925755
Position 22295: 0.5833339570664785
Position 28982: 0.5612729526545718
Position 29381: 0.48591203374128655
Position 8426: 0.46759904278201797
Position 13582: 0.42155463218779876
Position 13605: 0.4046759242557663
Position 8476: 0.38655685613277846
Position 32328: 0.38119787503391706
Position 26590: 0.35019826169822493
Position 658: 0.3441999341051518
Position 642: 0.3279598652679941
Position 161: 0.32291974357999564
Position 7309: 0.30388821912317004
Position 8867: 0.2736961684927703
Position 3740: 0.24387086096638852
Position 4819: 0.23250697389019268
Position 9390: 0.21778485116245752
Position 17483: 0.20143461679207614
Position 9374: 0.19674357697300868
Position 30053: 0.17568148576344172
Position 26205: 0.16575640626569832
Position 26231: 0.15381277573522598
Position 29015: 0.13252387049819334
Position 30325: 0.13145984500484895
Position 22014: 0.12461844172357373
Position 26135: 0.11358080340599372
Position 13395: 0.10369462320339226
Position 4856: 0.10261433848820638
Position 612: 0.09654024020416091
Position 26185: 0.0896582044087972
Position 18598: 0.08820900069612095
Position 20325: 0.08449654459678406
Position 30023: 0.08395635548457295
Position 4721: 0.07901466419083296
Position 5677: 0.07419550608962006
Position 17621: 0.07373139540001698
Position 7670: 0.07157155098068073
Position 9278: 0.06977602863147161
Position 4696: 0.067892839287184
Position 29357: 0.06173850757792127
Position 27845: 0.06134455790988628
Position 18583: 0.06078067946397579
Position 20435: 0.05468111060874924
Position 8690: 0.05466161802940255
Position 16707: 0.05250104178410522
Position 28141: 0.04749305164396089
Position 14253: 0.04467759036531715
Position 17582: 0.03844578298105102
Position 28126: 0.03741070145602324
Position 4772: 0.03710498255781303
Position 4765: 0.03495317430115067
Position 8322: 0.03486236098670399
Position 7542: 0.03408872180202753
Position 30639: 0.033961774407630436
Position 14507: 0.031142223460960527
Position 1130: 0.031050901809412293
Position 27614: 0.030564518836613503
Position 24482: 0.030262275929235104
Position 13363: 0.02978843183456263
Position 27094: 0.028144257752619556
Position 5482: 0.02687835181532585
Position 5942: 0.02405647595088516
Position 29342: 0.022708225170122446
Position 32131: 0.022157210684192425
Position 2046: 0.019518425175734093
Position 23365: 0.01768090297112653
Position 4751: 0.017504289552799587
Position 13619: 0.016011225698850794
Position 4769: 0.014756987092744893
Position 27907: 0.0147191607880253
Position 12566: 0.014446686369586924
Position 8226: 0.014212310696443645
Position 8289: 0.014067705057358918
Position 30754: 0.013593845973371968
Position 9200: 0.013012252180233764
Position 29810: 0.01224595156259785
Position 3484: 0.012093177111928713
Position 17679: 0.011160716203059737
Position 12632: 0.009580349426251739
Position 31761: 0.009164164537305034
Position 32275: 0.009001549723365084
Position 4259: 0.008556443742810577
Position 9234: 0.008534944381502976
Position 9425: 0.008385110638619013
Position 27677: 0.00836370626362552
Position 13683: 0.008178510200763827
Position 240: 0.008067981439704454
Position 26487: 0.007785905344170996
Position 13584: 0.007764266242884045
Position 4246: 0.007677765635121708
Position 2106: 0.007217791162867569
Position 508: 0.006383781050657492
Position 4676: 0.006246450206607039
Position 27555: 0.006164212034563646
Position 29759: 0.006141044428669681
Position 12629: 0.006048162768568484
Position 1355: 0.006020233553116451
Position 28325: 0.005879311944013217
Position 14267: 0.005790495624285696
Position 16794: 0.005657707482325993
Position 15964: 0.0055922992572979896
Position 1387: 0.005356695437538683
Position 2070: 0.00528147926018926
Position 29840: 0.005221442972008262
Position 539: 0.005208613397960917
Position 17520: 0.005135387125043467
Position 293: 0.0051146705855354925
Position 4706: 0.005065652344341055
Position 20290: 0.004939659181638772
Position 32304: 0.004938705901245611
Position 17214: 0.004819504391169178
Position 24324: 0.004803655284681973
Position 29671: 0.004735089412064192
Position 13220: 0.004639751348054002
Position 15600: 0.004551123561771669
Position 30848: 0.00445292501167618
Position 9622: 0.0042728174960814935
Position 29773: 0.0042443984210194085
Position 8045: 0.004213418192718654
Position 27689: 0.00407733825917045
Position 5713: 0.004038119407424028
Position 30353: 0.0039649666078846214
Position 27729: 0.003908038067235779
Position 12540: 0.0038692613143116034
Position 4572: 0.0038139180006444093
Position 5436: 0.0037504939351090958
Position 31234: 0.003732996908635664
Position 9307: 0.003432480995970125
Position 19969: 0.0034207224171120387
Position 4256: 0.003293270550229915
Position 30220: 0.003126258685224208
Position 15983: 0.0030884229986468986
Position 13399: 0.002994508863245127
Position 4664: 0.0029778049973635213
Position 5510: 0.0029220525677360353
Position 18680: 0.0028366285533128785
Position 309: 0.002814885970521249
Position 29386: 0.0026996831603016244
Position 27540: 0.0026549026572411354
Position 27935: 0.002372921083223924
Position 8296: 0.002327984830630225
Position 26484: 0.0022909186697296605
Position 273: 0.002095401129381414
Position 24202: 0.0020713684056720715
Position 30910: 0.0019593756655134154
Position 9999: 0.0018626813361471248
Position 1332: 0.0018452818927149521
Position 5080: 0.00182968577432231
Position 14324: 0.0018040376009634499
Position 27705: 0.0017812698104306146
Position 9222: 0.001748123552393564
Position 4352: 0.0017090897779758196
Position 4468: 0.0017008945927036376
Position 3332: 0.0016293997223694385
Position 1466: 0.0015835022503380256
Position 4733: 0.001537936370465544
Position 4861: 0.0014760803824206818
Position 29675: 0.001305748375708524
Position 4577: 0.0012489723936210124
Position 1425: 0.0010799582002565238
Position 17696: 0.0009774813355893216
Position 5646: 0.0009172502251449714
Position 248: 0.0008588217810745626
Position 4338: 0.0008232690696811112
Position 28996: 0.0007803630264968536
Position 24205: 0.000762149393955085
Position 5304: 0.0007439138105374227
Position 3559: 0.0006712203820640148
Position 3811: 0.0006550878657823914
Position 5525: 0.0006281903594233511
Position 4520: 0.0005932700868455797
Position 3919: 0.0005921747563508367
Position 8197: 0.0005827744284127828
Position 17561: 0.0005615068541058299
Position 5044: 0.0005502971283806145
Position 5809: 0.0005015831667893139
Position 9672: 0.0004564524488693077
Position 9961: 0.00045628357398972915
Position 27137: 0.00043610394661364036
Position 3288: 0.00042301312393411327
Position 4480: 0.0004211237308665181
Position 4368: 0.00039862236574407354
Position 261: 0.0003926998347961648
Position 279: 0.00039047908442895097
Position 4385: 0.0003640387777782607
Position 666: 0.0003554463617922882
Position 4288: 0.0003465536845510419
Position 17638: 0.00034462356626839335
Position 208: 0.0003046550345353643
Position 1072: 0.0002894957897205971
Position 27655: 0.0002589250416395461
Position 18660: 0.00025670536529505807
Position 1369: 0.0002481984463532273
Position 550: 0.00024673633226618213
Position 1216: 0.00022922588192278632
Position 4736: 0.00022631238831672312
Position 17501: 0.00021130481471267514
Position 3956: 0.00020160693388867538
Position 467: 0.0001957570715245994
Position 2052: 0.00016480336723748398
Position 458: 0.00016180145464957663
Position 1086: 0.00015206511160084256
Position 460: 0.00015141051198718858
Position 3891: 0.0001348324519968577
Position 556: 0.00012679077241967133
Position 1176: 0.00012032969688725298
Position 2261: 0.00011518111814722207
Position 591: 9.716765040926329e-05
Position 168: 9.54682848103192e-05
Position 8730: 9.416491464246363e-05
Position 8644: 9.190439895776692e-05
Position 282: 9.07834878239179e-05
Position 258: 8.260296566614956e-05
Position 1393: 8.220983598189077e-05
Position 4646: 7.034194367223336e-05
Position 17433: 6.204411356922164e-05
Position 7228: 5.7660949163336314e-05
Position 17395: 5.0677168441403976e-05
Position 16979: 4.7571090503702205e-05
Position 313: 4.682151225776395e-05
Position 17201: 4.302462108500527e-05
Position 2936: 3.878417638728553e-05
Position 17666: 3.4761021565585155e-05
Position 3231: 2.812913306013872e-05
Position 14147: 1.901910205040375e-05
Position 14302: 1.5320117674287258e-05
Position 416: 1.3746126264986666e-05
Position 456: 1.1788024742580202e-05
Position 9240: 8.054299155515284e-06
Position 211: 7.705296973700676e-06
Position 5456: 7.44151736865153e-06
Position 1178: 6.273394614671003e-06
Position 992: 5.612312962510127e-06
Position 18514: 5.341123081014445e-06
Position 4379: 5.315335086013752e-06
Position 995: 4.835442387827772e-06
Position 5134: 4.580250165819397e-06
Position 108: 3.871976898212185e-06
Position 17459: 3.3398731962966413e-06
Position 728: 3.0399135204843023e-06
Position 1314: 2.7717095131423254e-06
Position 1021: 2.368185076485968e-06
Position 336: 1.9980120014488656e-06
Position 516: 1.6252197008951197e-06
Position 315: 1.6118442492505454e-06
Position 471: 1.247646422785941e-06
Position 905: 1.1084545065944134e-06
Position 420: 9.024508495481201e-07
Position 1399: 8.769201506383343e-07
Position 318: 8.442389240699239e-07
Position 3747: 7.950621690556322e-07
Position 114: 7.426359461427852e-07
Position 127: 6.19536928793443e-07
Position 4631: 5.22781981938936e-07
Position 354: 5.190838867286849e-07
Position 137: 4.3584891604589877e-07
Position 3928: 4.2939379988988e-07
Position 434: 3.7009571153528016e-07
Position 3824: 3.44161088083862e-07
Position 3836: 3.297736210656865e-07
Position 221: 2.972589256748314e-07
Position 4267: 1.3637529856888718e-07
Position 1142: 1.303720530677808e-07
Position 426: 1.2875393911460364e-07
Position 352: 8.123934620404349e-08
Position 1044: 8.10644996631884e-08
Position 132: 1.8081117470973532e-08
Position 119: 6.6812800627522964e-09
Position 395: 7.130655316048396e-11
Position 323: 3.6229936189201896e-11
Position 363: 4.810386280575183e-12
