Gene = H1FOO
Position 7719: 0.007681160451208236
Position 503: 0.007512285645496257
Position 2349: 0.006765087587355416
Position 4350: 0.005662839588141801
Position 229: 0.004289116932001762
Position 3673: 0.0042530705236379935
Position 2370: 0.004037294088726051
Position 2297: 0.0038824352523543033
Position 6963: 0.0032128495818472946
Position 4314: 0.0029847759147403397
Position 2996: 0.002902090464497961
Position 8035: 0.0028183580626713407
Position 2534: 0.0027656701534859982
Position 3434: 0.0026863420540507417
Position 7849: 0.0025422313271720887
Position 631: 0.0025057617234204776
Position 7825: 0.0024640393803757165
Position 3658: 0.0023033939984093686
Position 7669: 0.0022109970873444473
Position 1871: 0.0018935912492372216
Position 2271: 0.0014940934108073707
Position 2367: 0.0014258084835314943
Position 7925: 0.001320551390005262
Position 3400: 0.001152056399842858
Position 240: 0.0011437979255322541
Position 3695: 0.0009138296936502063
Position 251: 0.0007011687615542503
Position 2666: 0.0006484901634617576
Position 3699: 0.000644196902989102
Position 6251: 0.0005956633160650036
Position 850: 0.0005832139548822213
Position 2022: 0.0005152239587875077
Position 5380: 0.00047353417029790404
Position 2082: 0.00047257351223725484
Position 3954: 0.0004220061616567139
Position 400: 0.0003652398287520428
Position 2780: 0.00032633176991689973
Position 584: 0.0003112143631486624
Position 3548: 0.00030675367615891656
Position 8039: 0.00028986325324315714
Position 7642: 0.00023523624058291445
Position 1108: 0.00021735447419439944
Position 521: 0.00021464328818529595
Position 6385: 0.00021396213138427834
Position 465: 0.00015528398180456976
Position 3317: 0.00012909003747519469
Position 1132: 0.00011493690658308833
Position 1063: 0.0001101142429841742
Position 1059: 9.68048424658293e-05
Position 978: 9.558290384064177e-05
Position 870: 8.076451919763195e-05
Position 1891: 6.8943611216803e-05
Position 1867: 6.085860467461873e-05
Position 1105: 5.213500262869917e-05
Position 5924: 5.185875818048046e-05
Position 541: 4.653364183138542e-05
Position 471: 4.5558304666183076e-05
Position 692: 3.711229358182448e-05
Position 999: 2.6455219426196356e-05
Position 561: 2.3397911851079415e-05
Position 288: 1.866668083695284e-05
Position 687: 1.4211550679105218e-05
Position 885: 1.3792646734458543e-05
Position 645: 1.1211997431334207e-05
Position 901: 1.0197002115009234e-05
Position 258: 9.574845599477872e-06
Position 547: 9.519954009278622e-06
Position 1303: 9.321850728005106e-06
Position 965: 8.217106369508651e-06
Position 1482: 8.080624520620184e-06
Position 908: 7.7534691946394e-06
Position 1002: 6.841895624319068e-06
Position 1160: 6.542415795132285e-06
Position 2357: 5.297791770134887e-06
Position 904: 2.53301680780996e-06
Position 941: 2.4927551823832192e-06
Position 912: 2.326863271542661e-06
Position 2538: 7.286523823979972e-07
Position 348: 5.977077822198466e-07
Position 301: 5.759225357771866e-07
Position 773: 4.964386821235914e-07
Position 371: 4.867910348424278e-07
Position 2032: 1.1095353012711164e-07
Position 290: 1.1069846572087698e-07
Position 532: 7.861039898730331e-08
Position 305: 5.2414332746404165e-08
Position 1088: 2.066971794300628e-08
Position 1258: 1.695156306423222e-08
Position 1164: 9.949098077848907e-09
Position 906: 9.529692055143523e-09
Position 1024: 8.445742709258653e-09
Position 1202: 7.663837928781177e-09
Position 1281: 7.071058103890984e-09
Position 450: 5.634610229999098e-10
Position 309: 1.734470867286619e-10
Position 266: 7.250573241406058e-11
Position 353: 7.40372349761953e-12
Position 361: 7.160783695749613e-12
Position 377: 5.894385031880021e-12
Position 355: 2.9126878739952964e-12
Position 407: 1.054643224864011e-12
Position 314: 8.011952056492335e-13
Position 428: 7.806445908202442e-13
Position 411: 5.486508843908734e-13
Position 418: 1.5756197069335958e-13
Position 318: 7.740327177060621e-14
Position 131: 1.3918460147994967e-14
Position 92: 6.142936993443449e-15
Position 88: 1.5438560644700365e-15
Position 110: 1.0920165357438903e-16
Position 101: 4.415174729514914e-17
Position 106: 1.6384317812225353e-17
Position 103: 2.734442446694611e-18
Position 97: 1.0827401616525323e-18
