Gene = GLUL
Position 165: 1.8020754575439574e-05
Position 978: 1.4615848585484687e-05
Position 1007: 1.1962261534303976e-05
Position 6509: 1.058867471059958e-05
Position 1103: 3.997259149184172e-06
Position 1299: 3.869780259308849e-06
Position 5753: 3.7914297569207542e-06
Position 1159: 3.6695269085224046e-06
Position 1321: 3.4575868636852882e-06
Position 318: 3.0694234181679944e-06
Position 5631: 2.8653174920847777e-06
Position 6513: 2.1423490641820993e-06
Position 6823: 1.7654249954402261e-06
Position 3789: 1.4847035380952297e-06
Position 1036: 1.1063983252294035e-06
Position 5472: 1.0290511486776105e-06
Position 1390: 9.512080210532243e-07
Position 532: 9.483754648231654e-07
Position 419: 9.41002023565471e-07
Position 357: 7.194922929982164e-07
Position 1422: 7.132913543470942e-07
Position 1156: 6.59305644544908e-07
Position 563: 6.507266379061739e-07
Position 683: 4.010784209675121e-07
Position 453: 2.1403895334103705e-07
Position 1990: 1.5958251818273296e-07
Position 771: 1.5561869930332465e-07
Position 349: 2.3941875791808563e-08
Position 435: 1.0543720911133837e-08
Position 437: 7.355730394772734e-09
Position 121: 5.970165765348318e-09
Position 426: 3.9162666485978265e-10
Position 126: 6.838443713253328e-11
Position 424: 5.137162526058564e-11
Position 102: 3.9705269275859145e-11
Position 432: 1.4887150940213673e-11
Position 442: 1.3390660902553019e-11
Position 450: 8.914251693731118e-12
