Gene = DTWD2
Position 475: 4.300570829608591e-07
Position 1013: 3.6841355885095454e-07
Position 1218: 3.2934684095136585e-07
Position 693: 3.009883287063069e-07
Position 2358: 2.4875991529101397e-07
Position 610: 2.246092105652091e-07
Position 1118: 2.1432497410159328e-07
Position 2398: 1.9991628004098693e-07
Position 2700: 1.6859881746749147e-07
Position 974: 1.0686569074656805e-07
Position 366: 3.7375460978648947e-08
Position 591: 3.726787918752226e-08
Position 932: 3.4984582970452025e-08
Position 572: 3.219571752379586e-08
Position 423: 2.520716635810038e-08
Position 878: 1.335714408300207e-08
Position 1086: 1.0949875703882361e-08
Position 282: 6.128854387528095e-09
Position 533: 4.916315599434971e-09
Position 523: 2.2867793304643725e-09
Position 501: 1.5987122792675905e-09
Position 304: 8.23087442930545e-10
Position 420: 7.222990314719739e-10
Position 301: 5.192517520947489e-10
Position 416: 4.6112644612724785e-10
Position 289: 3.9531575498334053e-10
