Gene = NAPEPLD
Sorted 3' Splice Sites (High to Low Probability):
Position 20439: 0.5124606139647916
Position 1127: 0.49350040193257805
Position 781: 0.335896486943603
Position 1389: 0.21665745607900314
Position 11980: 0.14958304034051378
Position 13620: 0.14939996638026423
Position 1032: 0.04285635891301576
Position 10894: 0.034302117323534886
Position 2346: 0.03416247889255329
Position 3266: 0.023555487288813074
Position 1333: 0.022986968724713504
Position 709: 0.019052417875498405
Position 1147: 0.01847448498374628
Position 785: 0.016572531421805335
Position 1303: 0.01578527467214506
Position 9641: 0.01103753991022534
Position 5049: 0.010826249013570977
Position 7412: 0.008252974015531676
Position 9505: 0.008246054049417242
Position 2890: 0.0069385451796895705
Position 1199: 0.006799841485224773
Position 6032: 0.005980378875945186
Position 9392: 0.005910405416507621
Position 5114: 0.005622355827191876
Position 989: 0.005162663341645898
Position 7290: 0.004264013265296256
Position 3168: 0.003960103645750837
Position 4081: 0.003905188781801975
Position 3557: 0.003644099245306921
Position 3678: 0.0035557373562056104
Position 3745: 0.0028849898966778883
Position 1196: 0.002577281313348751
Position 3884: 0.0022451989019456513
Position 6175: 0.00200159964312102
Position 1362: 0.001618225989908314
Position 3114: 0.0014830568869996868
Position 4117: 0.0014060328380268532
Position 3829: 0.001374495117367084
Position 1349: 0.0013438858669109273
Position 1220: 0.0012832177888897252
Position 413: 0.0012052578047498518
Position 4031: 0.0011868258408089315
Position 5485: 0.0011488395141745055
Position 726: 0.001121798730641832
Position 6008: 0.0010537978554656454
Position 2554: 0.0010075869344537444
Position 2460: 0.0009816529381412645
Position 2186: 0.0009592610890663787
Position 503: 0.0009352888735637518
Position 533: 0.00089862304328324
Position 2319: 0.0007958148549079051
Position 6653: 0.000731480404036641
Position 2690: 0.0006930236104055103
Position 394: 0.0005103378279691825
Position 1858: 0.00044292512569242385
Position 1170: 0.0003490777594715045
Position 1596: 0.00034852719841324336
Position 1527: 0.00021508247456941655
Position 1712: 0.00019110072790735598
Position 2146: 0.0001899812372389606
Position 2012: 0.00017141502487024726
Position 2132: 0.00016774030415962223
Position 787: 0.00012857516623511036
Position 1153: 0.0001093966736727557
Position 1491: 0.00010502117548123387
Position 722: 5.358963429258246e-05
Position 651: 4.840128666611886e-05
Position 1471: 4.3930332200701885e-05
Position 1036: 3.581799597597954e-05
Position 1053: 3.467758043357385e-05
Position 226: 3.391322369498364e-05
Position 2592: 3.342888453775413e-05
Position 847: 3.2901034016391174e-05
Position 560: 2.2695656239439832e-05
Position 352: 1.8663573649473166e-05
Position 800: 1.8099013018261264e-05
Position 208: 1.7475318184987585e-05
Position 3436: 1.5863547193616902e-05
Position 1628: 1.1482956698599164e-05
Position 1174: 1.0674434071441824e-05
Position 1693: 8.46508880891906e-06
Position 1262: 7.650734227995692e-06
Position 1353: 3.354429704469621e-06
Position 301: 2.763003094779122e-06
Position 248: 1.7788838277718356e-06
Position 909: 1.5992971163321612e-06
Position 347: 9.434599475668243e-07
Position 173: 9.388960174428373e-07
Position 901: 1.3521835881973637e-07
Position 592: 6.584257573774536e-08
Position 368: 4.2994312265399326e-08
Position 478: 3.578663080341406e-08
Position 1405: 3.352050587184743e-08
Position 315: 2.2256756927614865e-08
Position 242: 7.966626851003996e-09
Position 278: 2.4211977321642994e-09
Position 323: 1.9416541012692938e-10
Position 178: 3.8364566632985116e-11
Position 126: 2.7192633601339487e-11
