Gene = VOPP1
Position 16785: 0.000590457451128684
Position 11377: 0.0003843645454420618
Position 3289: 0.00020901891683440508
Position 3014: 0.00014914968924022526
Position 9368: 7.13344277594033e-05
Position 5659: 2.4004977649209075e-05
Position 9263: 2.285521044247259e-05
Position 1415: 1.8716586151835445e-05
Position 1154: 6.8208164251826175e-06
Position 3599: 6.816853869851682e-06
Position 360: 5.764987904173391e-06
Position 322: 5.345994394633356e-06
Position 1074: 5.141828022691826e-06
Position 1308: 4.4365991296447426e-06
Position 1579: 4.373130542272268e-06
Position 1610: 3.4566203139709907e-06
Position 1750: 2.9845633860637965e-06
Position 1747: 2.9760619210975464e-06
Position 3347: 2.252487777381597e-06
Position 2641: 1.6266012045145788e-06
Position 3476: 1.4720245428937218e-06
Position 1684: 1.3241814403347449e-06
Position 1423: 1.0118808356248967e-06
Position 338: 6.397757630963559e-07
Position 1801: 6.262543942429267e-07
Position 804: 4.037739847861684e-07
Position 1279: 3.8641782087217847e-07
Position 404: 3.5382632662212204e-07
Position 1182: 2.702644201807797e-07
Position 1586: 2.6576313752874885e-07
Position 640: 2.1951307908666959e-07
Position 340: 1.8859060454086608e-07
Position 678: 8.344157759847597e-10
Position 385: 8.14535026191149e-10
Position 411: 7.18278506260573e-10
Position 329: 5.071147689054567e-10
Position 435: 3.19390941717474e-10
Position 667: 2.8049605214560507e-10
Position 355: 2.727701275621632e-10
Position 735: 1.8232674687487874e-10
Position 284: 6.422090892312288e-11
Position 771: 2.841122279832861e-11
Position 379: 1.9244350630735802e-11
Position 763: 1.5703504670090456e-11
Position 809: 1.3701286540430961e-11
Position 720: 1.0944922363585939e-11
Position 590: 9.037307017767385e-12
Position 369: 4.650987287013546e-12
Position 505: 2.0025695397708702e-12
Position 683: 1.2760855185937506e-12
Position 696: 8.316529507753771e-13
Position 254: 3.7247200921950794e-13
Position 258: 1.35290138768046e-13
Position 187: 9.351438901057295e-15
Position 205: 3.7420805185988586e-15
Position 185: 2.3348622983193636e-15
Position 221: 1.7727537840605794e-15
Position 212: 9.463156423724098e-16
Position 151: 8.128637066878178e-16
Position 195: 8.887246810609404e-17
Position 198: 4.453671742777703e-17
