Gene = CENPP
Position 20613: 0.0006266792161797551
Position 272: 0.0002907815322624829
Position 466: 0.0002609752538410625
Position 122: 0.00025838315493463657
Position 501: 0.0002583773563487721
Position 16635: 0.0001802015014803456
Position 610: 8.784290603804211e-05
Position 973: 8.615286406806863e-05
Position 303: 7.8475220338165e-05
Position 416: 7.682152153818054e-05
Position 305: 6.356232159797767e-05
Position 626: 5.712055688869599e-05
Position 800: 5.262205375120738e-05
Position 77: 4.2165124183438225e-05
Position 639: 4.196368579731269e-05
Position 617: 4.117264362987386e-05
Position 453: 3.538415693943665e-05
Position 727: 3.1805617640696635e-05
Position 334: 1.5064515269018823e-05
Position 868: 9.840209883730874e-06
Position 577: 9.532171143394207e-06
Position 20886: 7.3966594470516426e-06
Position 663: 7.238047299195892e-06
Position 703: 7.049809858427771e-06
Position 840: 3.110981560022239e-06
Position 153: 1.894186647930109e-06
Position 176: 1.6264489486034488e-06
Position 370: 1.3490925942093026e-06
Position 81: 5.040165550139256e-07
Position 315: 1.4816040405087812e-09
Position 347: 4.5311393800501503e-10
Position 244: 4.429820738294737e-10
Position 354: 2.3623331275076253e-10
Position 55: 2.2081206215182623e-10
Position 79: 1.164139147699129e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12056: 0.9986317489298375
Position 6685: 0.8902656157389668
Position 20214: 0.7317553802098449
Position 4766: 0.298224419529581
Position 15485: 0.25095186579701717
Position 23682: 0.20629571549298312
Position 20193: 0.17751390080931145
Position 31824: 0.1463317731772325
Position 32539: 0.12061918020046938
Position 31381: 0.11376474266656278
Position 21927: 0.10660448441609821
Position 972: 0.07608508288762565
Position 30902: 0.07327556647390386
Position 20173: 0.06852418435345682
Position 21790: 0.05646469413669164
Position 6189: 0.05370544300608029
Position 23941: 0.050208740207555114
Position 717: 0.04522370088371776
Position 17093: 0.044570873808291334
Position 22460: 0.04388871062489971
Position 25553: 0.04321124714331719
Position 2232: 0.04146517755011357
Position 8661: 0.033786758448635046
Position 24431: 0.03292331292461484
Position 10430: 0.03187468018758585
Position 16865: 0.02926692130123012
Position 7530: 0.027774227444204002
Position 14392: 0.024624304161489
Position 22864: 0.024024419734825792
Position 10363: 0.02297550980756589
Position 2439: 0.02127804233588471
Position 25717: 0.020679071876597517
Position 26167: 0.020397727047838026
Position 17114: 0.018223035538211852
Position 22010: 0.017330833276362097
Position 1383: 0.014454557869732645
Position 27846: 0.013908799070154344
Position 24732: 0.013112285312888999
Position 10040: 0.012713166633921288
Position 837: 0.011399051633659518
Position 22928: 0.010557379985221455
Position 20389: 0.008973902268872331
Position 723: 0.008717669667380709
Position 29279: 0.008701473666474379
Position 20772: 0.008630349905672683
Position 7623: 0.008600351708369655
Position 23739: 0.008322679962255311
Position 6123: 0.008076193972602229
Position 25341: 0.0071897121386923085
Position 10694: 0.006997214213716977
Position 14353: 0.006586503365234225
Position 2790: 0.0064630469191146785
Position 1389: 0.006313849005958692
Position 8264: 0.0062899648439954225
Position 24511: 0.004479575132191967
Position 8495: 0.004452016840105123
Position 2692: 0.004323004933945731
Position 16682: 0.004317259574693278
Position 814: 0.004276818381244582
Position 22896: 0.0042727459144876745
Position 2405: 0.004213331463907966
Position 21765: 0.00395667973443159
Position 22414: 0.0033505453457231904
Position 20479: 0.0032224997227438563
Position 1363: 0.0032123746863646475
Position 2095: 0.003131647395826479
Position 886: 0.0026678824898167235
Position 2514: 0.0026602951915118134
Position 15169: 0.002403336708238218
Position 26560: 0.002236114832557059
Position 8681: 0.0021825582759653116
Position 769: 0.0020601896158068487
Position 8520: 0.0020527723261490947
Position 693: 0.001947181488709009
Position 14208: 0.0018276349981681732
Position 524: 0.0016831180064517573
Position 4399: 0.0016402501769342951
Position 1967: 0.0014976438612098622
Position 14205: 0.001370392059955877
Position 12130: 0.001356171306652184
Position 17064: 0.0013264259897137925
Position 22659: 0.0011922738802085343
Position 4484: 0.0011801780335228974
Position 20796: 0.001088122645572926
Position 1325: 0.0010210466628047788
Position 24799: 0.0009149222022455923
Position 465: 0.0008888039151364095
Position 21571: 0.0008573267992116698
Position 505: 0.0008299614737346911
Position 22953: 0.0008249485868742135
Position 2773: 0.0007817618732082307
Position 1270: 0.0007504584304794773
Position 16310: 0.0007171383694428439
Position 23509: 0.0005467833470601788
Position 2363: 0.0004563376120684649
Position 16574: 0.0004214736818313339
Position 2165: 0.000360917955404654
Position 2244: 0.0003588586837489947
Position 1368: 0.0003271120280115077
Position 22393: 0.0003249567196414137
Position 2654: 0.000313209601028539
Position 478: 0.0003066909955366761
Position 16265: 0.00028992876467531933
Position 22230: 0.0002673821077920766
Position 21408: 0.0002075089779619762
Position 12309: 0.00014724777461060215
Position 15521: 0.0001280982108260677
Position 15339: 0.00012681689989913115
Position 13865: 9.814458383991907e-05
Position 675: 7.969134365590861e-05
Position 1145: 6.898736703949573e-05
Position 797: 6.613544954853471e-05
Position 977: 6.055793263012317e-05
Position 17362: 4.9055442931629055e-05
Position 13127: 4.337094941296713e-05
Position 14636: 3.703477579532576e-05
Position 2064: 2.8961381257059976e-05
Position 12272: 2.7229248207764312e-05
Position 17626: 2.6964122274859432e-05
Position 13773: 2.6407884986591225e-05
Position 14523: 2.5349802688808146e-05
Position 13279: 2.4474564795151833e-05
Position 13738: 1.867090877116446e-05
Position 13000: 1.8259407744729645e-05
Position 661: 1.5726873269235947e-05
Position 12214: 1.422591389233276e-05
Position 405: 1.265148296140873e-05
Position 13242: 1.2442471310774215e-05
Position 647: 1.1974370362678821e-05
Position 12546: 1.073434078036413e-05
Position 1998: 9.72576464306789e-06
Position 13100: 9.02252494205521e-06
Position 447: 8.832418693625893e-06
Position 13105: 8.144320667293387e-06
Position 12714: 8.10503042724982e-06
Position 7602: 7.852954333633396e-06
Position 14932: 7.558462571741249e-06
Position 12224: 6.148415221541749e-06
Position 526: 5.030580490903505e-06
Position 2197: 4.3419524889416225e-06
Position 359: 4.23034246069339e-06
Position 906: 2.8068322432634994e-06
Position 551: 2.4778718067675068e-06
Position 1328: 2.3728528066225212e-06
Position 12374: 2.23135644233175e-06
Position 458: 2.1717786597631617e-06
Position 639: 1.5473700136642165e-06
Position 176: 1.2392625758296986e-06
Position 429: 1.0449185886755505e-06
Position 890: 1.0291816991345199e-06
Position 727: 9.73242762802793e-07
Position 266: 9.288714475897407e-07
Position 5229: 8.201618474113224e-07
Position 288: 5.773619015294825e-07
Position 610: 3.8082525630181573e-07
Position 292: 3.73413357174592e-07
Position 861: 3.5355657788750055e-07
Position 913: 2.561874189061179e-07
Position 320: 2.480323332261046e-07
Position 864: 2.1569583212703268e-07
Position 380: 2.0983596169143545e-07
Position 315: 2.0021831787567975e-07
Position 605: 1.8382058931705143e-07
Position 3720: 1.5252302193639703e-07
Position 556: 1.342720144004621e-07
Position 272: 1.1286969081358215e-07
Position 296: 1.1178299104282958e-07
Position 533: 8.525538432437075e-08
Position 575: 7.907204883672954e-08
Position 247: 7.669067618522843e-08
Position 327: 7.289160566345571e-08
Position 203: 6.704684980330332e-08
Position 215: 6.63921121317315e-08
Position 1588: 1.7175992679692415e-08
