Gene = PCNP
Position 18843: 0.019507797822895544
Position 18781: 0.01838448399727852
Position 11591: 0.017121345201826302
Position 5822: 0.014652406951709931
Position 5856: 0.010672332819393143
Position 5627: 0.010394043164689728
Position 16494: 0.009586830264115245
Position 14933: 0.009471793789923962
Position 18173: 0.008984945910548103
Position 13683: 0.007638969783454779
Position 2166: 0.0075350148351191575
Position 20175: 0.007125894166643705
Position 5150: 0.006662979848716092
Position 11523: 0.005936651528972307
Position 3450: 0.0058837203563940465
Position 17044: 0.0054731770666805995
Position 13660: 0.0052079222108968055
Position 19059: 0.00428928273787222
Position 18870: 0.0038031584047769794
Position 5559: 0.0036407602885196325
Position 12136: 0.003626302726071218
Position 2437: 0.0033326686889546347
Position 14884: 0.0032988250617340805
Position 3639: 0.0030984278212397368
Position 16314: 0.0030498800035356132
Position 19180: 0.002959271834561099
Position 5653: 0.0027474858911702184
Position 1600: 0.0026211341569593264
Position 16282: 0.0025210446392324426
Position 5533: 0.0022417942315361467
Position 2546: 0.0021377368868514416
Position 2468: 0.0021305509240880393
Position 19315: 0.001297792058157247
Position 5098: 0.0012468030624784038
Position 2513: 0.0011256312809954116
Position 5093: 0.0008321964541783514
Position 16254: 0.0007437077115558647
Position 302: 0.0007240120225657314
Position 3610: 0.0006622118673682114
Position 3664: 0.0006107377152737714
Position 4040: 0.0006035656898340851
Position 12548: 0.0005873322434316363
Position 4660: 0.0005157313034337768
Position 739: 0.00044863774888209294
Position 2522: 0.0004090572989317671
Position 14677: 0.00035799828375112687
Position 1461: 0.0003562489422316181
Position 1841: 0.0003358509496626728
Position 12888: 0.00030391914136988177
Position 14246: 0.00029600892212834986
Position 14528: 0.00022787081086090433
Position 15335: 0.0002124314504053312
Position 651: 0.00017652189071829557
Position 2674: 0.0001741177495584591
Position 13929: 0.00014064115705255144
Position 872: 0.00011140356525149896
Position 416: 0.00010904084365850521
Position 2558: 9.57807607564036e-05
Position 12338: 6.223348778172029e-05
Position 761: 5.6390962146061506e-05
Position 3425: 5.076163255936801e-05
Position 11735: 3.720687787862858e-05
Position 696: 3.183209667672575e-05
Position 1627: 2.043322120992631e-05
Position 818: 1.9846764328365952e-05
Position 962: 1.8464288037981055e-05
Position 860: 1.8232036069774552e-05
Position 661: 1.615344705409337e-05
Position 1807: 1.5324540685297517e-05
Position 315: 1.497140219787092e-05
Position 1735: 1.3069256272974057e-05
Position 7226: 1.2528091611570919e-05
Position 7200: 1.1046965263727236e-05
Position 1934: 9.502760841546792e-06
Position 1021: 8.830306169379102e-06
Position 6598: 8.776994181687682e-06
Position 699: 6.586823689872792e-06
Position 2383: 4.8144091856659074e-06
Position 621: 4.684376976371343e-06
Position 1727: 4.499279969011416e-06
Position 1718: 2.927365915815321e-06
Position 486: 2.9006016703131237e-06
Position 898: 2.889505042365579e-06
Position 1894: 2.759328368970118e-06
Position 441: 2.716223625839006e-06
Position 523: 2.1823626402301423e-06
Position 2018: 2.011774612765833e-06
Position 1959: 1.7652235676952477e-06
Position 11601: 1.7638181762324659e-06
Position 1555: 1.7035502311445454e-06
Position 11625: 1.6056517081669765e-06
Position 1635: 1.5763980988226241e-06
Position 4334: 1.576048531191519e-06
Position 247: 1.4975684314112694e-06
Position 1632: 1.2282501394895694e-06
Position 582: 7.121742503732377e-07
Position 4410: 4.815870974502418e-07
Position 3310: 3.3768797049310875e-07
Position 1108: 2.3521876631428973e-07
Position 1146: 1.72855965929296e-07
Position 1775: 2.7277813029721206e-08
Position 883: 2.7164509537634137e-08
Position 1303: 2.2701496185453227e-08
Position 969: 1.631250425637897e-08
Position 421: 1.0942121803847219e-08
