Gene = HP1BP3
Position 1237: 3.416466855771552e-05
Position 5265: 3.325226371246494e-05
Position 1066: 3.2839564571282535e-05
Position 440: 3.0925849463177696e-05
Position 388: 2.8562847494901285e-05
Position 105: 2.7411979312333283e-05
Position 428: 1.9558526078954266e-05
Position 472: 1.696873569931892e-05
Position 168: 1.500167404317596e-05
Position 46: 1.4827088076442024e-05
Position 166: 1.1910257201268033e-05
Position 268: 8.203855276327584e-06
Position 875: 3.7656491527795625e-06
Position 868: 1.895517613693645e-06
Position 8295: 1.8521696391636162e-06
Position 44: 1.7724655320584638e-06
Position 658: 1.3220253118231881e-06
Position 7091: 1.3092094359268238e-06
Position 237: 1.156545515405135e-06
Position 443: 9.067862620715158e-07
Position 495: 8.063127084650822e-07
Position 451: 6.308777495632605e-07
Position 617: 6.06033057374328e-07
Position 317: 4.821615329732081e-07
Position 758: 2.756538149367406e-07
Position 633: 2.0852792849965389e-07
Position 457: 4.209557951474992e-08
Position 134: 3.530814640459247e-08
Position 107: 2.2482557697440038e-08
Position 84: 2.0164098130035746e-08
Position 37: 1.5788443790305574e-08
Position 711: 3.9151230408042614e-09
Position 833: 3.650397048598596e-09
Position 648: 3.6087109842741376e-09
Position 545: 2.120875018628105e-09
Position 585: 2.1040220382466392e-09
Position 324: 5.846096423023214e-11
Position 67: 1.7990694417269709e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 29431: 0.9999236813250638
Position 39032: 0.9957916832173013
Position 15614: 0.9499590313223942
Position 19023: 0.9201418864724779
Position 41031: 0.9047692336101072
Position 21156: 0.861981346534924
Position 6776: 0.7590447113992422
Position 43513: 0.6765015097841858
Position 41596: 0.6385904987112404
Position 6147: 0.44407386862977066
Position 39681: 0.4231876759586387
Position 14472: 0.2679786447463583
Position 10682: 0.24582871235513704
Position 6779: 0.23288655329359753
Position 9937: 0.21848765640600568
Position 8007: 0.18987343130526102
Position 41385: 0.14389762468018827
Position 580: 0.14084127724113368
Position 31758: 0.12192429842066463
Position 24286: 0.10927853792746223
Position 4496: 0.10499488683230201
Position 9976: 0.09841304259879588
Position 7079: 0.08145699997636728
Position 11444: 0.0813513612841832
Position 6129: 0.0807086388422446
Position 43034: 0.07516519809538957
Position 41772: 0.0676977676075663
Position 39270: 0.05929499263454821
Position 14502: 0.058758654168505786
Position 31605: 0.05770408036797123
Position 14616: 0.05743894537530268
Position 39677: 0.05485473854725281
Position 41346: 0.05437912913807597
Position 20399: 0.054258710545102104
Position 41053: 0.04901283881867287
Position 24370: 0.047031058924851626
Position 42230: 0.045469571913125215
Position 11044: 0.045010894185482125
Position 30970: 0.044611677296688114
Position 24224: 0.04350078831475228
Position 10990: 0.041008690810128444
Position 40527: 0.0373009904658736
Position 27291: 0.03377738388391366
Position 4510: 0.03155939637232967
Position 19065: 0.031220748921546963
Position 41522: 0.029216319589961938
Position 42192: 0.028669242404451553
Position 27312: 0.028514700841119463
Position 41057: 0.027854402339565865
Position 30890: 0.02783939799883907
Position 9891: 0.027285656037854905
Position 41307: 0.027158833921729728
Position 9979: 0.022869922013097125
Position 5611: 0.01962510266246722
Position 24569: 0.0183832309192835
Position 7139: 0.016744259966406168
Position 18784: 0.01572938994183646
Position 21161: 0.015536389114329977
Position 41036: 0.014593387585907426
Position 6202: 0.014427399637976207
Position 20424: 0.013853545408989676
Position 41242: 0.013618038151882311
Position 6199: 0.013002154651567942
Position 9820: 0.012968875393113649
Position 31690: 0.012913054640582589
Position 2298: 0.012795534130689795
Position 945: 0.010855520258543085
Position 31693: 0.00978888865812168
Position 5150: 0.009597052368923886
Position 39234: 0.009549571951403279
Position 20726: 0.009102071115554956
Position 41753: 0.008890430440577543
Position 5127: 0.008690717237379573
Position 30739: 0.007990818492183683
Position 5703: 0.007351936616141433
Position 25879: 0.006682821747165453
Position 4462: 0.006457135150383974
Position 42254: 0.005822431615494217
Position 42562: 0.005777743297525978
Position 7938: 0.005618504559895146
Position 19375: 0.005542755654521768
Position 43389: 0.005433538985863273
Position 7222: 0.005422811142854922
Position 10753: 0.004877353673088569
Position 43724: 0.004871556716576787
Position 40649: 0.0044317892597790145
Position 39365: 0.00402177244757681
Position 42626: 0.0034584771612353924
Position 20273: 0.003215210516624632
Position 9737: 0.003214963628276251
Position 6177: 0.003180219807004612
Position 41351: 0.0030776134967374063
Position 542: 0.002982702913001385
Position 6660: 0.002886138051995974
Position 41263: 0.002394287484541554
Position 43627: 0.002338577392203027
Position 40335: 0.002283912143931149
Position 19406: 0.001965775577195253
Position 5259: 0.001916712147753779
Position 41411: 0.001843145055047799
Position 576: 0.0018220288874377043
Position 599: 0.001810833159108562
Position 7187: 0.0017944590208348933
Position 7040: 0.0016943177995778571
Position 41447: 0.0016653669845991621
Position 39701: 0.0016350812608640361
Position 23927: 0.0014580172969158056
Position 41732: 0.0012306679344071085
Position 41073: 0.0011805482390202639
Position 40303: 0.0011095364565519982
Position 41526: 0.000923503210761557
Position 7192: 0.0008409174665119624
Position 30851: 0.0008345722722430927
Position 558: 0.0007500869634091895
Position 41059: 0.0006672573145582654
Position 8932: 0.0006405890698495538
Position 5268: 0.0006331759772291024
Position 7512: 0.0006165524835518064
Position 7172: 0.0005560271951292597
Position 42425: 0.0005440291393303046
Position 1096: 0.00042170420412792866
Position 41804: 0.00040156567676028594
Position 4131: 0.00038068882760570723
Position 2249: 0.00036245757530245753
Position 41323: 0.00035909473333886117
Position 42236: 0.0003353639711402569
Position 41250: 0.00026613317837768425
Position 756: 0.00026083697892659714
Position 41944: 0.00019640011896276315
Position 7227: 0.0001949112761259403
Position 4275: 0.0001842454086523436
Position 8750: 0.00012837250738212188
Position 4112: 9.263232340903969e-05
Position 41459: 8.490452421954349e-05
Position 7090: 8.190050165851807e-05
Position 7006: 7.282162821757826e-05
Position 7852: 6.032050465858204e-05
Position 4157: 5.908655034741614e-05
Position 6538: 4.567585468745613e-05
Position 6986: 2.0371861373368746e-05
Position 404: 1.8446627451467176e-05
Position 6450: 1.396236550239755e-05
Position 41676: 1.0042295607343802e-05
Position 1211: 7.55433435989699e-06
Position 382: 7.115690857075971e-06
Position 41603: 6.905492040239523e-06
Position 247: 4.97398884907182e-06
Position 439: 2.788209566297019e-06
Position 8171: 8.585663360936056e-07
