Gene = LECT2
Position 3586: 0.0013863774830887793
Position 4056: 0.0012713945687554142
Position 2453: 0.001225014614880329
Position 5012: 0.0011903647761959525
Position 7777: 0.001166153567228226
Position 3020: 0.0011496300270877101
Position 3236: 0.00112509548345573
Position 1206: 0.0010665055322356147
Position 5060: 0.0010434257470864543
Position 710: 0.0010370671561864447
Position 3774: 0.000981749635521719
Position 7232: 0.0009804286798162677
Position 2279: 0.0009163927861048235
Position 3756: 0.0008756046775049754
Position 2962: 0.0008738491766512683
Position 656: 0.0008544986088800093
Position 2311: 0.000793048073014899
Position 6968: 0.0007789913653296402
Position 4445: 0.0007357369636007835
Position 2901: 0.0007205183698139189
Position 6667: 0.0007174311455880279
Position 5419: 0.0007035755015496557
Position 3608: 0.0006951586682850688
Position 2104: 0.0006891970501884398
Position 7565: 0.0006886343399373283
Position 6736: 0.0006728904152512173
Position 2266: 0.0006505139630313363
Position 2075: 0.0006009236413657995
Position 2678: 0.0005963426266494793
Position 7048: 0.0005630492759306252
Position 6954: 0.0005576778963273652
Position 3480: 0.0004782360506036839
Position 7337: 0.00046683715661317637
Position 2219: 0.0004195959755992221
Position 4371: 0.000412928656840825
Position 6770: 0.0003882307113029393
Position 3172: 0.00037062325328406987
Position 3684: 0.0003660898543094168
Position 7381: 0.0003656323294002894
Position 6578: 0.00035841672199307174
Position 863: 0.00034284609936515554
Position 5994: 0.0003296271905803899
Position 4831: 0.0003189177442300968
Position 7249: 0.00030518930846109286
Position 383: 0.0003047806847342033
Position 950: 0.00030115462055224597
Position 335: 0.00028414080151929755
Position 3891: 0.00028152991603269835
Position 659: 0.0002733288469653708
Position 6236: 0.00023768473197986813
Position 6390: 0.00023173318290503693
Position 3631: 0.00022596366345735845
Position 2752: 0.0002228290082327151
Position 448: 0.00022282295636665047
Position 755: 0.00020274863096189118
Position 5801: 0.0001895678276248004
Position 5228: 0.00018951516584479413
Position 5597: 0.00015025627038150398
Position 5930: 0.00013771204691288703
Position 1695: 0.00013662305977508874
Position 5440: 0.00013276458036244466
Position 6008: 0.00013256861035224686
Position 4528: 0.00012877418447649908
Position 1490: 0.00012789150445837743
Position 2487: 0.00012573715309524422
Position 520: 0.00012491216569055378
Position 5295: 0.00012074624222549133
Position 5662: 0.00011040344679471145
Position 4729: 0.00010752007881045282
Position 4292: 0.0001013399119725394
Position 1786: 9.539964414314374e-05
Position 4270: 9.539639578528044e-05
Position 2971: 9.332379949785586e-05
Position 4096: 9.138345089743254e-05
Position 4412: 8.928938357308722e-05
Position 4041: 8.449277219018013e-05
Position 4673: 8.072744855475771e-05
Position 813: 7.699458257384756e-05
Position 1536: 7.611404685321965e-05
Position 3931: 5.693253874075283e-05
Position 2512: 5.225319727197974e-05
Position 1750: 4.640550205707962e-05
Position 4137: 4.5900142896534094e-05
Position 2281: 3.789647864390296e-05
Position 3132: 3.704843529578349e-05
Position 2921: 3.6376006622770277e-05
Position 1875: 3.418805816841685e-05
Position 1741: 3.206867346097734e-05
Position 1579: 3.167086595519365e-05
Position 2829: 3.1431953190656984e-05
Position 1669: 3.0964284874503914e-05
Position 3996: 2.797827480243986e-05
Position 2005: 2.6680961793272946e-05
Position 4920: 2.613525313863532e-05
Position 1948: 2.5852581090803296e-05
Position 2149: 2.5260209682196267e-05
Position 722: 2.5011964951409675e-05
Position 1546: 2.2715926690621973e-05
Position 1037: 2.2214023688628507e-05
Position 1701: 2.1305623240863527e-05
Position 4945: 1.9914188718060486e-05
Position 823: 1.861991581309759e-05
Position 1861: 1.8444701711397025e-05
Position 3497: 1.7127671952223654e-05
Position 492: 1.6889220509576927e-05
Position 461: 1.671854252676564e-05
Position 1585: 1.640832152808952e-05
Position 3027: 1.573451808790018e-05
Position 1178: 1.5389066583051587e-05
Position 2336: 1.521096660127753e-05
Position 605: 1.4813877386857588e-05
Position 1183: 1.3398868477361786e-05
Position 781: 1.230955026429444e-05
Position 868: 1.1806591593742615e-05
Position 531: 1.1097271846979481e-05
Position 1744: 1.089379592937885e-05
Position 909: 1.088298287933472e-05
Position 623: 1.0871955512692853e-05
Position 351: 1.0157606783289365e-05
Position 629: 8.156292327384202e-06
Position 1589: 8.028183998015232e-06
Position 666: 7.896664300994852e-06
Position 1218: 7.788752680631e-06
Position 3809: 6.0890815786278e-06
Position 769: 4.948079753822075e-06
Position 216: 4.781109624843984e-06
Position 1709: 4.4804980960253885e-06
Position 3317: 4.243139274714005e-06
Position 731: 3.7946775270669132e-06
Position 414: 3.7811705117705456e-06
Position 147: 3.7319861492284648e-06
Position 1722: 3.422269841931389e-06
Position 2116: 1.9668124025657115e-06
Position 956: 1.910484416169233e-06
Position 1983: 1.7942562157436018e-06
Position 826: 1.7263915423132488e-06
Position 1922: 1.317707722538819e-06
Position 403: 1.275344598848315e-06
Position 2036: 1.062371501233192e-06
Position 2291: 9.474038950106919e-07
Position 2359: 9.452337825431193e-07
Position 2568: 6.93418641297383e-07
Position 1858: 6.508263797439389e-07
Position 1974: 5.981657080019623e-07
Position 2536: 3.501359179327809e-07
Position 2519: 3.226234624821067e-07
Position 2163: 3.0691995682332063e-07
Position 4385: 2.0132923648680884e-07
Position 1965: 1.9414961162241616e-07
Position 4260: 1.8867971244442313e-07
Position 3038: 1.1173871152951937e-07
Position 2764: 9.669230364097304e-08
Position 2634: 8.321684345148366e-08
Position 2794: 8.140299381862304e-08
Position 1883: 7.90038904385336e-08
Position 1953: 7.584714897144653e-08
Position 3958: 7.505624422891345e-08
Position 1797: 6.342539334651126e-08
Position 2322: 5.99821370735277e-08
Position 1725: 1.4132981402044971e-08
Position 2613: 4.8733503836520475e-09
Position 1007: 2.554867244202283e-09
Position 2531: 7.010590521080292e-10
