Gene = MIOS
Position 15799: 0.1389353492607894
Position 8146: 0.13048293124830931
Position 28799: 0.12941938397677136
Position 22446: 0.12383833754949271
Position 28380: 0.10650789747128576
Position 29944: 0.09979343462499735
Position 39677: 0.07999821061641105
Position 8040: 0.07959217302236167
Position 39285: 0.07468669542710316
Position 24813: 0.0738017193520567
Position 31674: 0.0629461648611948
Position 6762: 0.06000975787261133
Position 18742: 0.05820780671308425
Position 9030: 0.048239967111378894
Position 36905: 0.03599057322081711
Position 8079: 0.033675223446144494
Position 9055: 0.03284769829891184
Position 8998: 0.02837452292168048
Position 6805: 0.027707045303417614
Position 31610: 0.027569695350947252
Position 39569: 0.026690061224561596
Position 31532: 0.024810524968929208
Position 29699: 0.021740604077536543
Position 2433: 0.021553803052699296
Position 2408: 0.021333109121647504
Position 18562: 0.02074497711851366
Position 24787: 0.019251626814023884
Position 1109: 0.016755432611924054
Position 17923: 0.016349742897908748
Position 7110: 0.015357674969750282
Position 39337: 0.013411114553692111
Position 40508: 0.012753757091384457
Position 29675: 0.012729092565812759
Position 754: 0.01178996327543274
Position 40393: 0.009713597316383599
Position 8050: 0.009456557302594048
Position 7941: 0.00857901816375446
Position 29695: 0.008575486771669326
Position 31587: 0.007677149671048055
Position 27975: 0.006679505822990248
Position 24843: 0.006392848310768949
Position 769: 0.006332776610417681
Position 29962: 0.006144799660597193
Position 39703: 0.006023210684958754
Position 40350: 0.005383119519826828
Position 8229: 0.004928037300481698
Position 29888: 0.004921479490672699
Position 4431: 0.0046327773767651645
Position 5146: 0.00436474876375152
Position 8894: 0.00415512128250559
Position 10398: 0.004139062986268359
Position 29919: 0.004064637179500878
Position 4009: 0.003593243685768403
Position 32595: 0.0035818450440090388
Position 2343: 0.0035731822219750354
Position 6339: 0.00345678749901142
Position 40134: 0.0032808309920283156
Position 29018: 0.0029758422406355872
Position 6500: 0.0029260248699640675
Position 8827: 0.002857169101838424
Position 364: 0.0026486151758911675
Position 28734: 0.0025490809612609324
Position 5219: 0.0022772737172573007
Position 2491: 0.0022261134713546754
Position 2318: 0.002150288567947913
Position 8930: 0.001883666145199951
Position 29788: 0.0017533568303818702
Position 544: 0.0017371988094509168
Position 323: 0.001683978609849917
Position 9095: 0.0016023560592592476
Position 8194: 0.0014388763919832245
Position 715: 0.0013592054273937756
Position 10227: 0.0011291528127496404
Position 40448: 0.0011261636801880633
Position 1186: 0.0010286606655333095
Position 4400: 0.0009725645027018239
Position 2438: 0.000952347038112236
Position 4173: 0.0008766454713112733
Position 40511: 0.0008117358208504665
Position 424: 0.0007368596027234131
Position 30851: 0.0007290573525999829
Position 2449: 0.0007268980173889591
Position 32407: 0.0006884615313888957
Position 7519: 0.0006458383992307682
Position 38388: 0.0006391403623649121
Position 1849: 0.0006276427006444595
Position 963: 0.0006224743006675976
Position 32431: 0.0006058138993719293
Position 32384: 0.00056450227541159
Position 33776: 0.00048528272596597973
Position 907: 0.00038162011001034225
Position 7993: 0.0003556872256850737
Position 4476: 0.00035452028557623463
Position 702: 0.000294721772707648
Position 617: 0.000262606908103744
Position 29983: 0.0002618567584156286
Position 5186: 0.00025341326322655386
Position 639: 0.0002517749824134363
Position 4363: 0.0002470623442986598
Position 7704: 0.00023776381726480295
Position 7652: 0.00022985065526906983
Position 31899: 0.0002171545947118107
Position 30847: 0.0001691185139066161
Position 3750: 0.0001647706927366087
Position 2114: 0.00015467182360424933
Position 2509: 0.00013594177740920208
Position 7401: 0.00013573034122984725
Position 495: 0.00012046907016387021
Position 549: 0.00011440965409667351
Position 32056: 8.986827157291841e-05
Position 910: 8.81708832778567e-05
Position 32032: 6.153605564366687e-05
Position 476: 5.442824251622359e-05
Position 2274: 5.225394379270863e-05
Position 489: 5.1479319133020736e-05
Position 35425: 4.1407134931079004e-05
Position 2139: 3.379484975573465e-05
Position 31289: 2.737824579562943e-05
Position 1830: 2.2479252647599276e-05
Position 1552: 2.0113944285306793e-05
Position 1985: 1.805583896468264e-05
Position 653: 1.6133004416255172e-05
Position 1955: 1.1976701646148124e-05
Position 1533: 1.0747679683061185e-05
Position 407: 9.629469229951104e-06
Position 438: 8.899495392354575e-06
Position 1857: 8.646152597078328e-06
Position 1927: 7.667314234112677e-06
Position 1350: 7.033473559158602e-06
Position 1423: 6.933074971489729e-06
Position 2153: 6.492608180578296e-06
Position 30871: 5.2163734586757246e-06
Position 499: 4.967047282429577e-06
Position 306: 4.480038284392464e-06
Position 370: 1.818157923652076e-06
Position 1285: 1.6413408433789224e-06
Position 200: 1.4981089360595135e-06
Position 1251: 1.3481003093470578e-06
Position 1192: 1.2899675654667962e-06
Position 1398: 1.1404602651828163e-06
Position 2004: 9.00158267235053e-07
Position 821: 8.642117942115663e-07
Position 527: 8.322703625029199e-07
Position 465: 8.034338238978541e-07
Position 877: 7.621003028143968e-07
Position 1410: 7.083610241771512e-07
Position 655: 6.468211861004909e-07
Position 925: 5.316565078569924e-07
Position 2234: 4.763697697442987e-07
Position 272: 4.701511959456816e-07
Position 2189: 3.5213027798485417e-07
Position 29923: 3.3500297651598935e-07
Position 1930: 1.6190930309921039e-07
Position 509: 1.4221404485443875e-07
Position 169: 1.172459046258964e-07
Position 515: 9.374279060387225e-08
Position 1024: 9.366701154866804e-08
Position 1662: 7.840210994903672e-08
Position 937: 6.647483566035196e-08
Position 965: 4.496434850401537e-08
Position 255: 3.7462274435269555e-08
Position 277: 3.6738081696484994e-08
Position 1518: 2.002425107660419e-08
Position 1361: 1.513262124847362e-08
Position 268: 1.4116724790489716e-08
Position 284: 7.65559186264808e-09
Position 1212: 7.372447936084159e-09
Position 517: 4.6376732873768045e-09
Position 205: 2.2755037507377853e-10
Position 1233: 1.1913951373338186e-10
Position 1229: 8.905318059367266e-12
Position 1475: 3.809867120843285e-13
Position 241: 1.7965135606657106e-13
Position 259: 3.0986712289406797e-19
