Gene = SHISA5
Position 4610: 0.01723997193903781
Position 4214: 0.015937015337967028
Position 5000: 0.00962455774919352
Position 4943: 0.009341081854447741
Position 4034: 0.008929617555109695
Position 5303: 0.008772546591698358
Position 3009: 0.007749549100328455
Position 1662: 0.006381428986755261
Position 2318: 0.006106065365689131
Position 4475: 0.005539091007802576
Position 4005: 0.004881691702610366
Position 4720: 0.004393252047173239
Position 2509: 0.0040701162935767735
Position 4503: 0.003929954804128487
Position 5126: 0.003794194421651209
Position 3029: 0.003278839460570578
Position 3815: 0.0032356022450625165
Position 4465: 0.0031766927992879722
Position 5144: 0.0029405521790585674
Position 5147: 0.0029404711818011705
Position 3717: 0.002694679827946213
Position 2627: 0.0025006276751669667
Position 3763: 0.0023617632464836918
Position 1356: 0.0017389689031953274
Position 5264: 0.0016470751320898454
Position 3949: 0.0016066042979687959
Position 4817: 0.0015895809328977655
Position 3989: 0.0015826612859732236
Position 1682: 0.0014846718826206817
Position 2803: 0.0014357580765234368
Position 2455: 0.0014071906277689636
Position 1880: 0.0012425741697670485
Position 2575: 0.0010734501549247042
Position 2905: 0.0010300239654369367
Position 4037: 0.0009833384720048949
Position 5181: 0.0008120960809410267
Position 3615: 0.0008068803507230094
Position 2458: 0.0008034971555091789
Position 2537: 0.0007822430185973553
Position 3225: 0.000766215517690569
Position 4063: 0.0007325565363708012
Position 2294: 0.0006392199186751745
Position 4174: 0.0005987138001349118
Position 4555: 0.0005340787168379706
Position 4287: 0.0005260714137826115
Position 1800: 0.0004803514452444269
Position 2578: 0.00044086770447101896
Position 1894: 0.0004050886556912702
Position 4308: 0.0003944053172977809
Position 2976: 0.0003783691947293171
Position 4441: 0.0003474737710989745
Position 1803: 0.0003377553609098644
Position 1658: 0.00029482549024247105
Position 3206: 0.00028466311947058956
Position 5207: 0.0002487546889722805
Position 4040: 0.00023751316539710033
Position 1331: 0.00021238567192897074
Position 4748: 0.0001762981924781199
Position 1431: 0.0001670263936787285
Position 4738: 0.0001649561927671186
Position 2484: 0.00014909597016933362
Position 3599: 0.00010628803646349045
Position 719: 0.0001060657007227472
Position 1506: 0.00010354447462058549
Position 4841: 0.00010002220365109281
Position 4696: 9.486169658864066e-05
Position 3566: 8.849531617368668e-05
Position 347: 8.185920114262063e-05
Position 4013: 7.507633425223221e-05
Position 4856: 7.168712907108986e-05
Position 1268: 4.535974610367152e-05
Position 4099: 1.3279094051636189e-05
Position 3880: 1.3017954672240855e-05
Position 1414: 1.1767380876537662e-05
Position 2375: 5.9657371396783985e-06
Position 2059: 3.3291656846640042e-06
Position 1922: 3.7296487127581014e-07
Position 420: 1.203659925822855e-08
