Gene = OGG1
Position 7027: 0.02141279325725542
Position 5303: 0.021036759790185967
Position 6915: 0.016989482946634358
Position 6920: 0.016843104567212525
Position 1104: 0.013712537711897664
Position 391: 0.010223165962049361
Position 1539: 0.009669658019853278
Position 7057: 0.00808550199503411
Position 1166: 0.005907001844207409
Position 1041: 0.005485699495307435
Position 5541: 0.005303137646222278
Position 7284: 0.004910168382066626
Position 5330: 0.004385320581343557
Position 308: 0.0037301101532868637
Position 1790: 0.0037021295489853695
Position 647: 0.0033187414515670776
Position 5144: 0.0030023205297562087
Position 7078: 0.002826337680235491
Position 6640: 0.002764216353350018
Position 5480: 0.002646787351647014
Position 7158: 0.002403419708261379
Position 7324: 0.0022701046388677515
Position 6071: 0.0019701363255924947
Position 1580: 0.0019167452619217565
Position 5383: 0.0018502179503092746
Position 4464: 0.0017674485973205574
Position 5356: 0.001582870388648868
Position 5564: 0.001578775041945446
Position 1351: 0.0015112915821788666
Position 1079: 0.0014248772423542495
Position 438: 0.0013941142829430985
Position 1568: 0.0013841193051003229
Position 1787: 0.0013788409913846615
Position 3944: 0.0013413784127244963
Position 4826: 0.0013203508903116218
Position 6017: 0.0012957255586503887
Position 5931: 0.00127739384489045
Position 3036: 0.0012625318540365436
Position 2674: 0.0012095766889007884
Position 1311: 0.0011633441942431992
Position 1456: 0.0011590499421958583
Position 6414: 0.0011103478077185986
Position 5194: 0.0010165790144652884
Position 1593: 0.00091953714707553
Position 4765: 0.0009011773330400493
Position 1749: 0.000826093938826364
Position 851: 0.0006692284948552904
Position 1134: 0.0006516242356528323
Position 787: 0.0006286901233689111
Position 5309: 0.0005701451039552924
Position 5046: 0.0005534796767642178
Position 744: 0.0005342366217984784
Position 5842: 0.00045562220214976
Position 6041: 0.00044837494735265143
Position 4271: 0.0004456605907541314
Position 4846: 0.0004454327841658823
Position 5897: 0.0004382703859988849
Position 1846: 0.0004336845166378182
Position 5949: 0.00038080521659784443
Position 5868: 0.00037470086091231637
Position 2150: 0.00037307290229451646
Position 1073: 0.0003214639043162236
Position 4229: 0.00031609180883506805
Position 2677: 0.00031272084220746756
Position 1030: 0.0002898450792256079
Position 6091: 0.0002739211372991337
Position 5359: 0.00023838182284359856
Position 4851: 0.00022518324396480726
Position 6786: 0.00020393709222649303
Position 4390: 0.00019832758866381454
Position 6886: 0.0001953079589581418
Position 930: 0.0001853906057985726
Position 1170: 0.00017574756269776867
Position 292: 0.0001703659867127907
Position 6467: 0.00016070136591088812
Position 976: 0.00015444997811432407
Position 1006: 0.00015387798639131893
Position 1771: 0.00014310617949815028
Position 5991: 9.867666416118796e-05
Position 4683: 8.82105964466846e-05
Position 6124: 8.721603812440248e-05
Position 7428: 8.324309458852086e-05
Position 1227: 7.83538947482108e-05
Position 1109: 7.699755994077679e-05
Position 3254: 7.564055731071609e-05
Position 2701: 7.233102173665178e-05
Position 2723: 7.081081032044224e-05
Position 5704: 5.9139000767154024e-05
Position 5701: 5.8332253966331556e-05
Position 5397: 5.542048036596354e-05
Position 2032: 4.378320032992431e-05
Position 6388: 1.8283868076401042e-05
Position 558: 1.5113473459342364e-05
Position 170: 1.3711095029979916e-05
Position 1292: 1.0259651645663118e-05
Position 684: 9.67744074076961e-06
Position 667: 8.49011218694719e-06
Position 599: 8.370602192669719e-06
Position 907: 8.134821166323165e-06
Position 1956: 7.137265631908467e-06
Position 3087: 5.169847520716067e-06
Position 1370: 4.173490087612106e-06
Position 579: 3.974689950413318e-06
Position 877: 3.89633235117188e-06
Position 660: 3.657593744762477e-06
Position 949: 2.7607912252597267e-06
Position 121: 2.1671457771217046e-06
Position 853: 1.550022541378787e-06
Position 4633: 1.514852440000955e-06
Position 767: 1.302283589563131e-06
Position 687: 1.0241684266503558e-06
Position 226: 7.55895134583149e-07
Position 1988: 6.201652363340318e-07
Position 484: 4.48192529643795e-07
Position 249: 4.3354663419990134e-07
Position 597: 3.2401295857485853e-07
Position 616: 2.3596148002751785e-07
Position 501: 1.1683741457571335e-07
Position 147: 1.0201429963103779e-07
Position 752: 1.0014930982779058e-07
Position 811: 9.546284430265475e-08
Position 241: 8.567502613129897e-08
Position 184: 5.7144687121167186e-08
Position 607: 5.205941979555469e-08
Position 214: 4.278011432327034e-08
Position 85: 3.8873637663506095e-08
Position 209: 3.8416071138724036e-08
Position 492: 3.604772246587869e-08
Position 935: 3.192077241718652e-08
Position 126: 2.9283316045474634e-08
Position 176: 2.8227614216856848e-08
Position 498: 2.004578586237793e-08
Position 193: 7.112889659071031e-09
Position 132: 4.049548614885249e-09
Position 799: 1.7398169101902125e-10
Position 187: 7.716444852333555e-12
Position 201: 5.420696728185722e-12
Position 82: 2.665165473625663e-12
Position 90: 5.349891138840219e-16
Position 97: 2.6421770175154508e-17
Position 100: 8.104306161029899e-18
