Gene = UTP11L
Position 1449: 0.0011942543742255263
Position 3683: 0.0011811545615403184
Position 2041: 0.0011542126106382172
Position 1762: 0.0008759372992623971
Position 10888: 0.0008247999125832767
Position 4279: 0.0007952117378058464
Position 428: 0.0007754100259533608
Position 3812: 0.0006749821089221495
Position 147: 0.0006652986604084039
Position 414: 0.000594748142635026
Position 2482: 0.0005800304954598194
Position 1731: 0.0005632565994942627
Position 3411: 0.0005461004421596205
Position 537: 0.0005293755535213839
Position 1691: 0.0005121631010629502
Position 5033: 0.00045694869902520457
Position 2961: 0.00045222351958845405
Position 237: 0.0004185667950627995
Position 534: 0.0004027589093987879
Position 760: 0.00040040022580639054
Position 5306: 0.00038981648685121063
Position 331: 0.0003667845280880249
Position 4076: 0.0003562587768523928
Position 6293: 0.00034698769594603457
Position 223: 0.00033853757340645223
Position 6268: 0.00031868584040965536
Position 209: 0.00029828184110972984
Position 2182: 0.0002936596679714552
Position 752: 0.0002845430790180887
Position 398: 0.00024548730844323614
Position 2608: 0.00022619488405479328
Position 11288: 0.00017720478227107423
Position 6236: 0.0001660721985039893
Position 218: 0.00010608893813944152
Position 595: 0.00010425509484805261
Position 6228: 9.643441907244126e-05
Position 10128: 7.727167388740647e-05
Position 2891: 3.720460286768664e-05
Position 2888: 3.292277594513852e-05
Position 198: 2.8934824724807298e-05
Position 90: 1.8665173667368763e-05
Position 574: 1.7743857901083333e-05
Position 5997: 9.964256133950876e-06
Position 1705: 9.824193808002524e-06
Position 1887: 9.378969789068975e-06
Position 571: 9.339364961567232e-06
Position 53: 8.773728386690148e-06
Position 407: 7.3140832688830165e-06
Position 167: 5.407972606936788e-06
Position 14: 2.1097944573984433e-06
Position 159: 2.089925099952064e-06
Position 482: 1.9359881107588653e-06
Position 380: 1.2265512902797345e-06
Position 378: 7.026813579448532e-07
Position 247: 2.82420713582313e-07
Position 307: 2.3011619591984505e-07
Position 189: 1.6219474105714205e-07
Position 169: 3.8721520592233367e-08
Position 5869: 3.808939035598346e-08
Position 291: 4.448881668437796e-09
Position 304: 3.101713422789129e-09
Position 281: 2.2457116824184103e-09
Position 27: 7.969063521601547e-12
Position 262: 3.3542863209720025e-12
Position 313: 3.3411921984863577e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 5721: 0.9888965808656827
Position 9956: 0.9845569498234475
Position 4925: 0.9721669628892302
Position 3616: 0.8976218807304212
Position 10802: 0.862118163741093
Position 6316: 0.6956979897246128
Position 6510: 0.3997510054537202
Position 319: 0.3104630479258393
Position 11125: 0.3006451576099426
Position 5146: 0.2087876361624812
Position 11674: 0.18046719261483163
Position 9393: 0.13722693318815987
Position 3383: 0.11226934504698309
Position 10192: 0.10139608298805339
Position 6276: 0.0979072322203897
Position 1401: 0.07081931618519544
Position 7386: 0.06821915997706647
Position 9655: 0.06311580902445751
Position 3917: 0.06236187465003337
Position 6361: 0.05755088931224425
Position 652: 0.05726289534134638
Position 6473: 0.05713540259439429
Position 4002: 0.04318960307283033
Position 10592: 0.03703538210636115
Position 5373: 0.03401611790247249
Position 10172: 0.030892949870302527
Position 6251: 0.022405718265979403
Position 6546: 0.017839648659100902
Position 6926: 0.017688118836104466
Position 9430: 0.01571827946237022
Position 610: 0.015038980612957088
Position 10601: 0.013654996753193718
Position 5349: 0.01283511506149966
Position 1473: 0.012341773624982594
Position 11626: 0.012248263923551826
Position 6109: 0.010716457548536874
Position 11121: 0.010016596770420898
Position 4167: 0.008957350749990925
Position 3132: 0.008866256411097884
Position 4007: 0.008561389756293022
Position 2805: 0.00727149375456574
Position 11698: 0.0066659617655494925
Position 10229: 0.00630860233016644
Position 7276: 0.005334377177960927
Position 10358: 0.004931932592929034
Position 5692: 0.004884609459807601
Position 11422: 0.004668369613482692
Position 6518: 0.004460488787039055
Position 5187: 0.004446438752527723
Position 10627: 0.004144401387005097
Position 11280: 0.004039743382339751
Position 11140: 0.003949240165543988
Position 6279: 0.0037472586499259384
Position 4204: 0.0031408675680217775
Position 1470: 0.002988921475995609
Position 7005: 0.0027303936343345985
Position 7253: 0.002524484853113463
Position 3094: 0.002476928660065541
Position 10127: 0.0024058130667097737
Position 1530: 0.0023391894794040254
Position 1446: 0.0022892489300787243
Position 7100: 0.0021977142239509593
Position 5742: 0.0021781436799488615
Position 1366: 0.002168928832658969
Position 10941: 0.0021477630615190034
Position 1493: 0.0020018605606004504
Position 6952: 0.001974872119004367
Position 1638: 0.0019452270676851762
Position 6483: 0.0018862419851434862
Position 8177: 0.0018090838481035851
Position 1440: 0.001611139972352152
Position 3856: 0.001549664803843574
Position 10139: 0.0014860984697558585
Position 1017: 0.0014650933341206513
Position 494: 0.0014140584885128748
Position 10401: 0.0014070543812030008
Position 5648: 0.0013832255295538806
Position 4697: 0.0013331432144929785
Position 1418: 0.0012665628008340876
Position 4945: 0.001233318420601719
Position 8200: 0.0011712299798640213
Position 7084: 0.0011206050642067775
Position 6492: 0.0009808865800315415
Position 993: 0.000946015431339124
Position 6764: 0.0009426929772750411
Position 5160: 0.0008762207799139069
Position 11473: 0.0008741472751995472
Position 11359: 0.0008571738130834641
Position 425: 0.000854765574174466
Position 3932: 0.0008540281737076821
Position 5510: 0.0008059693317654673
Position 7545: 0.0007993592845664153
Position 3546: 0.0007734647198675255
Position 10661: 0.0007517189906310358
Position 10868: 0.0007105772814929599
Position 6191: 0.0006945024187996908
Position 5960: 0.0006428158711142136
Position 1920: 0.000641345444272895
Position 2301: 0.0005800304954598195
Position 10001: 0.0005543232275005052
Position 1940: 0.0005513155994366839
Position 3882: 0.000550379136666216
Position 3059: 0.0005349733072481672
Position 2945: 0.0005004690196730676
Position 6977: 0.000464040004424028
Position 3860: 0.0004603708715290632
Position 3075: 0.0004314332373932568
Position 6577: 0.0004301190279025038
Position 5592: 0.0003618044870649722
Position 11306: 0.0003463749697375538
Position 6013: 0.00034513505297214034
Position 1308: 0.00028679705460003596
Position 2086: 0.0002552112349000941
Position 1236: 0.0002433345176904854
Position 378: 0.0002430583511466085
Position 4831: 0.00023309076269263244
Position 6198: 0.00023124874921560116
Position 2464: 0.00022619488405479328
Position 4035: 0.0001953456864051404
Position 371: 0.0001893627764019748
Position 6052: 0.00017716132587317573
Position 1536: 0.00016590974044036665
Position 325: 0.00016464461251236264
Position 583: 0.0001520025849417369
Position 4971: 0.00014726706104086694
Position 5244: 0.0001407226715329334
Position 6406: 0.00010093194438920315
Position 6786: 8.700817814238732e-05
Position 6122: 6.936278010212144e-05
Position 5192: 6.54508311897179e-05
Position 5963: 4.466501230157523e-05
Position 5606: 3.081672623128707e-05
Position 6293: 2.981428230874544e-05
Position 5728: 2.8783179304962996e-05
Position 1718: 2.5333095731505354e-05
Position 223: 2.4948719629160138e-05
Position 6338: 2.1547637805527155e-05
Position 6427: 2.110456031656851e-05
Position 6327: 2.032875178791931e-05
Position 6558: 1.7807363863204e-05
Position 4712: 1.5183762657550597e-05
Position 6373: 1.2542453845446819e-05
Position 395: 1.0639028899811757e-05
Position 6367: 9.758251845561487e-06
Position 9651: 9.282727219687367e-06
Position 6009: 9.078995048847376e-06
Position 3454: 8.868797447552583e-06
Position 6019: 7.875471345263245e-06
Position 10198: 7.264545085311807e-06
Position 528: 6.9079564535354765e-06
Position 407: 6.595688139913936e-06
Position 428: 5.711291318088285e-06
Position 6144: 5.347556421481012e-06
Position 967: 4.44089718082274e-06
Position 6583: 4.267378659035999e-06
Position 6565: 4.2406540208250215e-06
Position 4726: 3.840437310912956e-06
Position 433: 3.424500620608721e-06
Position 5168: 3.208905621412857e-06
Position 834: 3.0448060324432993e-06
Position 870: 2.803308192464426e-06
Position 1067: 2.3854325926532446e-06
Position 328: 2.1297832369814423e-06
Position 1157: 2.126999071999953e-06
Position 1154: 2.017191868549827e-06
Position 999: 1.978979703598178e-06
Position 878: 1.627622594605985e-06
Position 530: 1.588645810561294e-06
Position 689: 1.4849314955217217e-06
Position 5513: 1.0250015245557802e-06
Position 7404: 9.285565664942747e-07
Position 7382: 9.163309323905636e-07
Position 6440: 6.893224410429169e-07
Position 5996: 5.247941408693018e-07
Position 5903: 4.824821614792288e-07
Position 438: 4.4087047008778873e-07
Position 291: 3.5309738896684825e-07
Position 6151: 3.291874055038676e-07
Position 449: 2.8709187092879806e-07
Position 276: 1.6911403520158805e-07
Position 391: 1.287923480470615e-07
Position 3283: 1.0851460444761167e-07
Position 1250: 8.660523322410242e-08
Position 1552: 7.40477751565643e-08
Position 296: 2.89546132980534e-08
Position 657: 4.3417699225178195e-09
Position 5430: 7.309464635594194e-10
