Gene = MUL1
Position 7681: 0.01718790210995621
Position 1338: 0.01326989739930097
Position 3426: 0.010700038748120595
Position 6515: 0.010174031680380618
Position 6638: 0.009242382532116544
Position 545: 0.008340623194380364
Position 4936: 0.006958297313901798
Position 6386: 0.006209256028474611
Position 7387: 0.005691420496336735
Position 7234: 0.005371509143134338
Position 363: 0.004967093894635519
Position 7080: 0.004830692951584269
Position 6724: 0.004214234292274548
Position 1097: 0.004055802949734309
Position 370: 0.002988896281414427
Position 5922: 0.0028576842038780066
Position 948: 0.0028203190972267158
Position 8325: 0.0027466727482276894
Position 3432: 0.0021769196509617244
Position 169: 0.002148637729193586
Position 837: 0.0018935973021723864
Position 6350: 0.0018722673722301204
Position 1100: 0.001869582431175796
Position 3445: 0.0018316469741086084
Position 6193: 0.0017412773103200531
Position 304: 0.0016174982541605697
Position 5858: 0.001498413095124074
Position 391: 0.00142559856432588
Position 7058: 0.001421460865503907
Position 5872: 0.0012787320156520516
Position 4900: 0.000742659815413245
Position 6572: 0.0007280082793676884
Position 1320: 0.0005612749165562748
Position 7001: 0.0004740491301916113
Position 1835: 0.00046421081640281775
Position 7659: 0.00043119521379239974
Position 972: 0.0003648715617181095
Position 4903: 0.00030086349109164506
Position 6500: 0.00025905584514698615
Position 6672: 0.00018075101393715323
Position 229: 0.00017046508898513565
Position 1126: 0.00016117068496131526
Position 4987: 0.0001473654772331028
Position 6054: 0.00012786447507906414
Position 3844: 0.00010592854602918303
Position 7406: 8.965214348443771e-05
Position 593: 7.490533040077559e-05
Position 1988: 6.023003859776609e-05
Position 3568: 5.312839125242259e-05
Position 1046: 3.977622751489266e-05
Position 581: 3.9449633141853515e-05
Position 2581: 3.7011368457840514e-05
Position 716: 3.584096086104581e-05
Position 2029: 3.394512531831871e-05
Position 2933: 3.314392095618445e-05
Position 2605: 2.9569736821591795e-05
Position 144: 2.7636928354915234e-05
Position 622: 2.0970504670901238e-05
Position 1529: 1.906469025731325e-05
Position 1029: 1.7520850641198215e-05
Position 557: 1.6852051725328228e-05
Position 1106: 1.239917639112141e-05
Position 379: 8.944897353372276e-06
Position 954: 7.944151167235515e-06
Position 1138: 7.764729996500323e-06
Position 398: 7.625317665964732e-06
Position 1179: 6.872234318429743e-06
Position 232: 5.897532746846196e-06
Position 149: 5.835323640490514e-06
Position 417: 4.100079819790849e-06
Position 549: 3.722480491735495e-06
Position 248: 3.589767831900595e-06
Position 91: 3.1596873562211576e-06
Position 142: 9.338046609602799e-07
Position 250: 1.3397761249242534e-07
Position 634: 6.699014111936606e-08
Position 395: 5.82800171501296e-08
Position 284: 4.182748820189649e-08
Position 564: 2.380652629513036e-08
Position 653: 2.3675795937000873e-08
Position 602: 2.2261630620935196e-08
Position 256: 1.694761338351016e-08
Position 404: 1.4209023714045154e-08
Position 411: 8.344055008198373e-09
Position 261: 8.488251438175753e-10
Position 731: 3.711505310693074e-10
Position 269: 7.868126767479485e-11
Position 606: 2.8331759260424004e-11
Position 407: 1.2959620502052705e-12
