Gene = TRNT1
Position 330: 4.448514371372719e-06
Position 3318: 4.211246581641671e-06
Position 229: 4.202564549337257e-06
Position 2217: 3.8671702880648325e-06
Position 1975: 3.7341291879528164e-06
Position 2238: 2.7338844363495134e-06
Position 603: 2.72931530915859e-06
Position 556: 1.6078347896654367e-06
Position 773: 1.3433746105424057e-06
Position 647: 1.3387601583290476e-06
Position 2814: 1.1227336558732351e-06
Position 2251: 8.062526235717392e-07
Position 809: 7.956587671180938e-07
Position 554: 5.330598203934e-07
Position 188: 4.5742845827737693e-07
Position 3228: 4.4727034732920417e-07
Position 3480: 3.994835375589442e-07
Position 427: 3.726483120120821e-07
Position 693: 3.0318331080230583e-07
Position 625: 2.5989985309074384e-07
Position 204: 1.1608328799392682e-07
Position 880: 4.19606825477293e-08
Position 378: 4.0922034712747525e-08
Position 826: 3.1068681957144894e-08
Position 202: 2.6969145373702226e-08
Position 433: 2.5006005974513183e-08
Position 2525: 2.3231811618420285e-08
Position 2344: 2.0134061012577304e-08
Position 2529: 1.8488567665765447e-08
Position 410: 1.040272271672367e-08
Position 597: 1.0191734755660083e-08
Position 673: 1.0131384644171602e-08
Position 667: 8.206588419696523e-09
Position 2348: 2.299190998383455e-09
Position 97: 1.685512769039149e-10
Position 2399: 1.4933599531833495e-10
Position 449: 5.192474056191591e-11
Position 105: 4.291380433905632e-16
Position 99: 1.1156696685114808e-18
Position 66: 8.731654401379848e-20
Position 107: 2.960551675320175e-20
Position 120: 2.1679364773970848e-20
Position 79: 1.4807793118712043e-21
