Gene = DR1
Position 9568: 2.0002599707091754e-06
Position 4649: 1.9118559813110883e-06
Position 4901: 1.8327927951719111e-06
Position 5113: 1.6373520476968042e-06
Position 1180: 1.4455209704168885e-06
Position 4886: 1.3458972710365885e-06
Position 462: 1.1443950973132503e-06
Position 720: 8.917772238034686e-07
Position 930: 4.823300273685338e-07
Position 1120: 3.697699089532556e-07
Position 163: 8.74280954359604e-09
Position 409: 5.8025903606961294e-09
Position 173: 3.0288391372367004e-10
Position 77: 3.770451789257845e-11
Position 187: 2.3686108939698673e-11
Position 985: 2.0137524412552857e-11
Position 85: 1.4221850090616578e-11
Position 702: 8.399169315358175e-12
Position 193: 2.061687443362096e-12
Position 590: 1.6573958055792577e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8019: 0.8746783788103524
Position 4030: 0.6958300392924769
Position 3495: 0.5809564199568312
Position 9410: 0.5322174670600157
Position 14604: 0.392479980242764
Position 12509: 0.3485418006581489
Position 1871: 0.27067969424511323
Position 7734: 0.2498612731640272
Position 801: 0.2254103816386027
Position 1766: 0.1771056132191354
Position 12934: 0.15012490487446462
Position 1145: 0.09559041055968838
Position 8773: 0.0932107751785394
Position 9720: 0.08894000351892922
Position 18552: 0.08866057432550205
Position 12872: 0.08020018190365408
Position 8053: 0.07401751091434089
Position 2660: 0.07144163835556551
Position 10003: 0.06961103782175597
Position 917: 0.0436145037707557
Position 3864: 0.035400498837296256
Position 13631: 0.031041074487814284
Position 9360: 0.030458492864759604
Position 1411: 0.02971567492064645
Position 8287: 0.029236412726039048
Position 4374: 0.02846875360519454
Position 11827: 0.02263333420005004
Position 4393: 0.0223153123145615
Position 1802: 0.02167497138541981
Position 3550: 0.021098846963688068
Position 3407: 0.02096440795588902
Position 1156: 0.020711828652822447
Position 9098: 0.020674495895784836
Position 11854: 0.020378279137785567
Position 3950: 0.02005473909654564
Position 1839: 0.0193485556993369
Position 15001: 0.018952012895827132
Position 1781: 0.0172174693658899
Position 9699: 0.016489406757302795
Position 4084: 0.014493969982433337
Position 11866: 0.013963558109315958
Position 8800: 0.01273864107329814
Position 3982: 0.012141737752584376
Position 12799: 0.01071945793515545
Position 2587: 0.008405099778492024
Position 1821: 0.007285474012712513
Position 597: 0.006846233982886595
Position 10362: 0.006743539481699815
Position 647: 0.0062313921728501896
Position 3829: 0.006069353507390617
Position 1503: 0.0057450397816353515
Position 16572: 0.005720492265757992
Position 3867: 0.005338669729937547
Position 2671: 0.0052534413595519336
Position 1247: 0.005066589186354533
Position 8259: 0.004976824614622155
Position 9843: 0.004727941789816297
Position 8622: 0.004557658264992123
Position 1170: 0.004470611893917814
Position 1482: 0.004432633051393023
Position 9227: 0.004397317899207338
Position 15757: 0.004257046730681416
Position 1333: 0.003655311525845989
Position 1374: 0.0035570734489506197
Position 13408: 0.0033872435445198423
Position 13131: 0.003145481851653867
Position 10854: 0.002992250623071621
Position 1056: 0.002880207792368604
Position 8728: 0.0027424255823972005
Position 8681: 0.0026570458550744473
Position 2626: 0.0022519238495901203
Position 3795: 0.0021489128754334464
Position 748: 0.002044923099627636
Position 4321: 0.0019853395592822525
Position 6226: 0.001976145820193816
Position 1080: 0.0019335258737813942
Position 1344: 0.0016491039391997998
Position 5578: 0.0016104761519100113
Position 14637: 0.0015717554214011403
Position 8423: 0.0013035432777149245
Position 1223: 0.0012616406538591837
Position 4062: 0.0011727899340105027
Position 9502: 0.0011441261582622597
Position 1200: 0.0011234423902859278
Position 1016: 0.001063094475537524
Position 730: 0.0010344733666023229
Position 1688: 0.001012480921414355
Position 13812: 0.0010115027401537266
Position 531: 0.0009727580770965614
Position 8864: 0.0009556395704007639
Position 1315: 0.0007274029221066365
Position 10878: 0.0006999007650371259
Position 827: 0.0006747150010102831
Position 1251: 0.0006482414360337155
Position 10388: 0.000562860486037224
Position 1661: 0.0005389871026357516
Position 803: 0.000532926815200594
Position 1413: 0.0005029881448974664
Position 8427: 0.0004944216368007313
Position 7761: 0.0004306372401722804
Position 2499: 0.0004295568624590407
Position 10223: 0.00041739219097402565
Position 9452: 0.00041228461925444206
Position 1666: 0.0003681941238784741
Position 8804: 0.0003304565431086422
Position 7031: 0.0003122418442738377
Position 8472: 0.0002524778066416962
Position 1096: 0.00024397258724482751
Position 1350: 0.000242539528131873
Position 1100: 0.0002111528857792201
Position 868: 0.0001927173429924998
Position 1112: 0.0001922415903909405
Position 510: 0.00017663991600369515
Position 8733: 0.00017659361728131342
Position 3663: 0.00014144864852253384
Position 4441: 0.00013459311216440173
Position 962: 0.00012389448641303378
Position 671: 0.00012028137067038197
Position 1589: 0.0001073378439117083
Position 949: 8.379003180487367e-05
Position 1285: 7.945428841664788e-05
Position 1441: 7.521645633496503e-05
Position 1295: 7.277424702557802e-05
Position 977: 6.939774990537288e-05
Position 1184: 6.197379587809825e-05
Position 866: 5.775585928646302e-05
Position 1205: 4.974437714347352e-05
Position 609: 4.4597274035144864e-05
Position 9655: 4.248605016284839e-05
Position 8291: 3.6935233543005875e-05
Position 702: 3.513557110114452e-05
Position 4777: 2.7750172606334408e-05
Position 1307: 2.610528550290002e-05
Position 3349: 2.09340016041883e-05
Position 946: 1.9196042949642544e-05
Position 1116: 1.7794731403288238e-05
Position 447: 1.5682409603431576e-05
Position 588: 1.4819601554106627e-05
Position 605: 1.307377966975082e-05
Position 1584: 1.2754024436513794e-05
Position 1370: 8.949602302438149e-06
Position 5264: 6.0712533361120615e-06
Position 5319: 3.865706515072498e-06
Position 420: 3.29526798010851e-06
Position 964: 2.8168279371158227e-06
Position 925: 2.733199596812828e-06
Position 470: 2.121789999149176e-06
Position 199: 2.0740166957067737e-06
Position 685: 1.6992776215898568e-06
Position 202: 1.5762042764718313e-06
Position 982: 1.5437174448556118e-06
Position 450: 1.2903263749045993e-06
Position 752: 1.286673337760395e-06
Position 742: 8.96775942031991e-07
Position 333: 8.060788358915597e-07
Position 424: 7.648254547198521e-07
Position 829: 7.119966321242782e-07
Position 1021: 7.010992495850738e-07
Position 173: 5.581511881771957e-07
Position 699: 4.827042940186031e-07
Position 260: 4.3780013306179727e-07
Position 1024: 3.790441323249883e-07
Position 1009: 3.5479412618391314e-07
Position 710: 3.049466299410686e-07
Position 180: 1.2782565923496837e-07
Position 712: 6.646570588762244e-08
Position 238: 6.62305078761846e-08
Position 307: 5.884463259289579e-08
Position 458: 3.5679640300541e-08
Position 377: 2.0729010260705634e-08
Position 313: 1.0022931638571936e-08
Position 220: 8.35914894495846e-09
Position 133: 8.20684895808718e-09
Position 372: 8.166127241233638e-09
Position 335: 5.26317429024538e-09
Position 431: 4.5836526137997665e-09
Position 214: 2.5153465835520935e-09
Position 208: 2.388228915818332e-09
Position 275: 1.5711784868715347e-09
