Gene = NDUFAF3
Position 2371: 0.0017347770234712344
Position 320: 0.0013108423345864915
Position 339: 0.0007993869748207393
Position 416: 0.0007335901030748132
Position 2169: 0.0006457069461357509
Position 981: 0.0006090697300930401
Position 702: 0.0004574793806918443
Position 1801: 0.00039312251862957167
Position 932: 0.00037267697921024995
Position 958: 0.0003453809576361683
Position 1705: 0.0002981536421849894
Position 1064: 0.00029019229163547596
Position 524: 0.0002819311101999346
Position 1050: 0.00026615302321826063
Position 754: 0.0002636628981341807
Position 302: 0.00024760558857850134
Position 2304: 0.00023358134678996161
Position 2150: 0.00022984882758366037
Position 1804: 0.00021140468413827527
Position 1013: 0.0002001057482467909
Position 2123: 0.00019832277671868223
Position 167: 0.00018286621528852296
Position 1425: 0.00017787920634817329
Position 1202: 0.00015999890294336082
Position 317: 0.0001559768523449206
Position 361: 0.00014512234912267933
Position 1243: 0.00011341389104898802
Position 2198: 0.00010698731220805747
Position 2380: 0.00010649636085559945
Position 659: 0.00010599990604768465
Position 1636: 9.183636359913354e-05
Position 227: 9.090300903670864e-05
Position 878: 8.679080911033848e-05
Position 1844: 8.584974092309749e-05
Position 1908: 6.489765944316273e-05
Position 987: 6.479262218797107e-05
Position 1348: 6.435029355202082e-05
Position 1888: 6.279445063216127e-05
Position 1386: 4.750623203523066e-05
Position 527: 4.082089421805789e-05
Position 1757: 3.697916856792206e-05
Position 710: 3.1318606616501694e-05
Position 1747: 3.023052239616246e-05
Position 446: 2.9949541676303076e-05
Position 1722: 2.6389965183769508e-05
Position 635: 2.4950927879924696e-05
Position 1914: 2.4454843931701066e-05
Position 1521: 2.20269661000026e-05
Position 1251: 1.921325346651094e-05
Position 553: 1.8318100919119754e-05
Position 608: 1.6982280311945237e-05
Position 2307: 1.2387925939046772e-05
Position 1442: 1.2315486920762479e-05
Position 1718: 1.1035212349741913e-05
Position 1901: 9.061149553151804e-06
Position 1959: 6.216573314031808e-06
Position 1935: 5.932399079746792e-06
Position 1899: 5.7698553381384255e-06
Position 261: 4.861735034097646e-06
Position 170: 4.796355717598915e-06
Position 372: 4.0495021774194555e-06
Position 2344: 3.822913965064265e-06
Position 1545: 3.5754738831476685e-06
Position 2090: 3.5265374405526834e-06
Position 1924: 3.3757744817385962e-06
Position 1954: 2.7294064759057103e-06
Position 2352: 2.415432961451427e-06
Position 1646: 1.9702439653905486e-06
Position 90: 1.939254452101629e-06
Position 2099: 1.8697085170234429e-06
Position 182: 1.5393594894555546e-06
Position 2457: 1.4105077774073553e-06
Position 2332: 1.3816292570634482e-06
Position 2003: 1.3442314174402523e-06
Position 2412: 1.01927946015433e-06
Position 251: 9.875692046916674e-07
Position 721: 9.75199704473875e-07
Position 848: 7.331320309237893e-07
Position 606: 7.191096490652639e-07
Position 1931: 6.327613374863036e-07
Position 124: 4.989605542082874e-07
Position 369: 4.1262403285891445e-07
Position 374: 2.638243409911328e-07
Position 105: 1.9532317698149957e-07
Position 388: 1.3313768658860818e-07
Position 199: 1.0246088885625783e-07
Position 129: 9.762289185980573e-08
Position 263: 7.705983934163565e-08
Position 233: 7.457240256731821e-08
Position 382: 2.993947843636648e-08
Position 114: 2.207697691326272e-08
Position 99: 1.3773998527330669e-08
Position 276: 9.05861416644598e-09
Position 514: 1.621467148775292e-09
Position 564: 7.264325599355446e-10
Position 561: 5.599104655248336e-10
Position 454: 3.064954330815977e-10
Position 126: 1.3313782862550424e-10
