Gene = TWISTNB
Position 7368: 0.018641120154041856
Position 4635: 0.01814143372606811
Position 434: 0.016285914062632263
Position 13234: 0.014337056947058443
Position 9311: 0.0141633051410918
Position 9102: 0.013788199355859938
Position 11225: 0.013691596084357356
Position 7903: 0.012764940183354941
Position 234: 0.011368643919614424
Position 11252: 0.011006091900849375
Position 9418: 0.010797961284371585
Position 12425: 0.010726900231189928
Position 722: 0.01070635754462321
Position 12754: 0.010066347994963816
Position 9135: 0.00976595303340286
Position 7635: 0.009503608024766576
Position 523: 0.009377705277215657
Position 1494: 0.008815020683514179
Position 7122: 0.008446620090235267
Position 1401: 0.008370738538722557
Position 4441: 0.00787168748494701
Position 2502: 0.007825130020013666
Position 12592: 0.006779736788857188
Position 3891: 0.005965914898671048
Position 8192: 0.005680449065547014
Position 7029: 0.005212521197150174
Position 9261: 0.005048764112360698
Position 7502: 0.0049236855178073444
Position 748: 0.004629870793158664
Position 11382: 0.004384211631603102
Position 2534: 0.004380182244358164
Position 3525: 0.004360989185907995
Position 2553: 0.004309965180172731
Position 158: 0.004118461352409187
Position 4710: 0.003835719112217248
Position 457: 0.0038256489802248627
Position 2801: 0.0036524197278541763
Position 914: 0.003634989531583458
Position 11278: 0.003585840208588231
Position 11408: 0.003424213824485463
Position 11010: 0.0033133969566701417
Position 1577: 0.0032756720651731016
Position 13466: 0.0032163491407852093
Position 10014: 0.003150256999343858
Position 4240: 0.003130115622545104
Position 398: 0.0031136930970159004
Position 4858: 0.002976859683427502
Position 917: 0.002888482462227728
Position 8054: 0.0028459540800145
Position 3478: 0.0024640288928356653
Position 9577: 0.0023556300587317222
Position 7311: 0.0023553728437879203
Position 11207: 0.0023402926795073175
Position 9632: 0.0023256301099506002
Position 12903: 0.0022265314161627426
Position 9819: 0.002065054144153601
Position 4599: 0.001914622834198469
Position 8689: 0.0019074301489766128
Position 10394: 0.0018974006899720372
Position 11463: 0.0016481640985262268
Position 10172: 0.0015780967098174056
Position 2051: 0.0015674428835662632
Position 2070: 0.0014245312915379313
Position 1126: 0.0013348665475007796
Position 6570: 0.0013271736212969152
Position 478: 0.0012473860053580582
Position 6495: 0.0012011310812672915
Position 3794: 0.0011961010590634267
Position 10640: 0.001187424316719112
Position 3505: 0.0010494365988558986
Position 7137: 0.0010073455232704222
Position 11990: 0.0009883280908021639
Position 6515: 0.0009265965974444621
Position 1091: 0.0008794645615051065
Position 9734: 0.000752414087457471
Position 1552: 0.0007329734852751194
Position 395: 0.0007203622078642528
Position 799: 0.000688250478045518
Position 1232: 0.0006867163322875591
Position 9963: 0.000643828468130016
Position 1335: 0.0006298005065391795
Position 4546: 0.0005149553444127811
Position 2448: 0.0005058414384566316
Position 10191: 0.00045884064955093514
Position 4294: 0.000453168330989412
Position 2481: 0.00043715173657942787
Position 751: 0.00042311705863685116
Position 1594: 0.00041223273467072823
Position 1625: 0.0004036791365024574
Position 2581: 0.00038982352844870745
Position 10391: 0.00038597128274648506
Position 10438: 0.0003586174685688636
Position 11530: 0.00035677891142381097
Position 4471: 0.00034092113612002584
Position 10175: 0.000333254266138404
Position 6723: 0.0003139656228489791
Position 499: 0.00029827124419803876
Position 1108: 0.0002828665469517077
Position 4780: 0.00027079406533355094
Position 4861: 0.00022668822549037725
Position 4747: 0.00021691863493613261
Position 4549: 0.0001992567123328621
Position 10097: 0.00013529420347953432
Position 4927: 9.821098596864485e-05
Position 5787: 8.49651422489912e-05
Position 9079: 8.268230168526075e-05
Position 5838: 7.526925387991321e-05
Position 1574: 7.293543739516276e-05
Position 1163: 6.890634753498429e-05
Position 6422: 6.685848305057894e-05
Position 588: 4.7191629540899224e-05
Position 5896: 4.478828643237289e-05
Position 3414: 3.865804500590338e-05
Position 5738: 3.733197663488711e-05
Position 509: 3.570431300302917e-05
Position 483: 3.526809211899579e-05
Position 4987: 3.3541265468737484e-05
Position 6069: 1.9997442183048358e-05
Position 888: 1.3556916814639622e-05
Position 3992: 1.2837722675776693e-05
Position 4946: 1.1882226942731911e-05
Position 4331: 9.7755094053075e-06
Position 4377: 4.268549829847572e-06
Position 417: 4.231852826772128e-06
Position 733: 4.1297714661809e-06
Position 527: 3.5821635167052434e-06
Position 292: 3.4527565393532735e-06
Position 366: 3.2988565812156193e-06
Position 1186: 2.789725797819685e-06
Position 459: 2.3909869627609583e-06
Position 322: 2.317286469354146e-06
Position 601: 1.9807376095265816e-06
Position 4666: 1.9479346435080067e-06
Position 436: 1.8783589708373528e-06
Position 402: 1.6100537875582225e-06
Position 607: 1.420433147045833e-06
Position 1205: 1.4166149937633255e-06
Position 160: 1.3638952665838301e-06
Position 1196: 1.2401315529724238e-06
Position 893: 1.1465198455160655e-06
Position 324: 4.4680786805528903e-07
Position 441: 2.4491403330898746e-07
Position 549: 9.100065644031432e-08
Position 371: 7.481454405923328e-08
Position 529: 6.55391304686739e-08
Position 927: 3.988907948179347e-08
Position 936: 3.5590281441372626e-08
Position 374: 2.2296232295366683e-08
Position 554: 2.0971722671085607e-08
Position 543: 1.9188587678553596e-08
Position 131: 6.328500864656429e-09
Position 287: 5.852600088825314e-09
Position 532: 4.438587840660358e-09
Position 304: 2.944718440723641e-10
Position 136: 9.862650994286754e-11
Position 104: 1.122455614493392e-13
Position 89: 1.0680907322771644e-15
Position 91: 8.945329185927781e-17
