Gene = CTC-534A2.2
Position 3891: 0.0008077534849348966
Position 5507: 0.0008034999098662709
Position 3148: 0.0007625780710007909
Position 1728: 0.0007594126120836874
Position 319: 0.0006542757111338424
Position 5122: 0.0005916495769522019
Position 920: 0.0005784976554316693
Position 1549: 0.000576362290115426
Position 735: 0.0005653919900346314
Position 3888: 0.0005543603400683354
Position 3205: 0.0005100629563426076
Position 2127: 0.0005072411741642162
Position 1319: 0.000506730787925893
Position 4300: 0.0005013538833435227
Position 260: 0.0004931219841554795
Position 1303: 0.00041919649171467895
Position 4658: 0.0004128523724138945
Position 3202: 0.00040435819475327146
Position 4360: 0.0003920623219067341
Position 3624: 0.0003868619735442828
Position 3048: 0.0003709482742636578
Position 4476: 0.0003438675973495608
Position 3721: 0.00032389427761935207
Position 598: 0.0002659830614131131
Position 284: 0.00025232462008461837
Position 2656: 0.0002495862985577057
Position 1947: 0.00021917919498549846
Position 1468: 0.0002005060557914691
Position 3349: 0.00019169609135412884
Position 626: 0.00017172870988476692
Position 1514: 0.00013941485699583194
Position 1666: 0.00013291154063876795
Position 748: 0.00013010014406348173
Position 1605: 0.0001202573193850558
Position 2253: 0.00012014998653964786
Position 1383: 0.00011644608812370255
Position 592: 0.00011561590082000787
Position 2033: 0.00010689932084285656
Position 1257: 0.00010541156700941603
Position 538: 0.00010051192250891056
Position 1489: 8.07706511029212e-05
Position 2634: 7.220159717182818e-05
Position 1693: 7.213617139979934e-05
Position 221: 6.838366645278781e-05
Position 402: 6.721058460935413e-05
Position 932: 4.94267828309597e-05
Position 1380: 4.564497480250319e-05
Position 1175: 3.6392502024123715e-05
Position 751: 3.222232044547936e-05
Position 322: 1.089863930793501e-05
Position 302: 2.680331870541491e-06
Position 1212: 2.1655432549701147e-06
Position 585: 1.8697712060466565e-06
Position 702: 1.2856705223426223e-06
Position 175: 2.407222961482652e-07
Position 480: 2.133717007034206e-07
Position 99: 1.519099817961165e-07
Position 341: 1.4733763285692924e-07
Position 857: 1.408123784663773e-07
Position 710: 1.396937638189888e-07
Position 181: 6.469963324899061e-08
Position 601: 6.38287530446225e-08
Position 162: 6.204330802390592e-08
Position 128: 2.3922305650975378e-08
Position 151: 1.5501955861523736e-08
Position 141: 1.3907968959120431e-08
Position 103: 9.317094039402312e-09
Position 148: 7.140265885155422e-09
Position 125: 4.658578203957935e-09
Position 177: 3.805330097119593e-09
Position 484: 5.032782574655433e-10
Position 179: 3.833616464721493e-10
Position 132: 3.169402495747043e-10
Position 106: 2.3688217517859495e-10
Position 154: 4.855443317225146e-12
Position 187: 4.0468653566585905e-12
Position 76: 1.0121266827440301e-12
Position 189: 8.702558931683164e-13
