Gene = WIPF3
Position 9295: 0.048315649392461246
Position 9698: 0.04583643795415351
Position 8460: 0.04335288207936757
Position 14765: 0.042659316918156574
Position 11007: 0.034149626036211175
Position 5116: 0.026168069674450036
Position 13755: 0.02534445888122434
Position 10831: 0.020680220594684624
Position 10657: 0.016766704221864735
Position 9071: 0.0137294991748936
Position 7221: 0.013685153080470155
Position 3820: 0.01356449561827679
Position 10400: 0.01205238914966068
Position 2056: 0.010329354077735243
Position 3741: 0.009491341059443985
Position 3349: 0.009325156219551593
Position 4359: 0.007297298967821658
Position 2692: 0.006878187797972174
Position 3092: 0.006765056851822104
Position 6315: 0.005760432972256728
Position 3009: 0.005452568046736852
Position 6594: 0.004957160428350378
Position 7387: 0.003940910714385536
Position 2544: 0.0038644984451827236
Position 2562: 0.003810795440785682
Position 9347: 0.0037687704649248125
Position 11512: 0.003761254578535413
Position 6757: 0.003657208537745145
Position 3652: 0.0035826123144709447
Position 2626: 0.003346945061825246
Position 5013: 0.0027699868551208815
Position 282: 0.0025467382164894017
Position 6163: 0.002177400282625071
Position 1867: 0.0021308742974017426
Position 3046: 0.002101617554242913
Position 6724: 0.0019307768650275274
Position 893: 0.0017952214609071387
Position 1316: 0.0017812465140776457
Position 5867: 0.0016200999963069962
Position 5686: 0.0015985812149722951
Position 294: 0.0014431152119043584
Position 5660: 0.001154181683885108
Position 3825: 0.0011294424191329363
Position 9111: 0.0010977745959741174
Position 2858: 0.001096506132388919
Position 7169: 0.0010256288263154844
Position 1336: 0.0009552789778517997
Position 5784: 0.0009193946456578842
Position 2412: 0.0008740177028875888
Position 7319: 0.0007885151062890755
Position 1659: 0.0006724827742121203
Position 3686: 0.0006579828814032775
Position 215: 0.0005611498496081198
Position 2236: 0.0005119248577053783
Position 3365: 0.0005038368253053336
Position 2724: 0.0004832387122318596
Position 960: 0.0004578095204110709
Position 3182: 0.00037141047071013956
Position 1944: 0.0003503701146386824
Position 1604: 0.0003065514986735899
Position 3866: 0.0002836917892177042
Position 6026: 0.00027242683877794227
Position 2793: 0.000256044477035516
Position 1467: 0.00025541187172236913
Position 3179: 0.00024218799347133527
Position 8493: 0.00021891522603761593
Position 4380: 0.0002175661487387587
Position 5546: 0.00021270760470143698
Position 3885: 0.00021024166114562244
Position 235: 0.00019455438974680774
Position 2175: 0.00017273701060587255
Position 2973: 0.00013507854984011822
Position 1909: 0.00012441508479999264
Position 4521: 0.00010968331640502101
Position 5447: 9.549671884885786e-05
Position 5298: 9.027941181226638e-05
Position 5344: 8.71187626286707e-05
Position 4677: 8.614547498544686e-05
Position 1080: 8.4656477668788e-05
Position 2442: 8.409234575550026e-05
Position 297: 8.314673682688368e-05
Position 4140: 8.032971558332682e-05
Position 4279: 6.806079005795635e-05
Position 1089: 6.714474362146786e-05
Position 2929: 6.456717351063737e-05
Position 2838: 6.36386750539827e-05
Position 2101: 6.246563392898928e-05
Position 4405: 6.077036422452974e-05
Position 3316: 5.903578885194432e-05
Position 1825: 5.788447745089756e-05
Position 2501: 5.63676573183689e-05
Position 5151: 3.8428884781152083e-05
Position 934: 3.692011784672175e-05
Position 2663: 3.6058292278637314e-05
Position 459: 3.428737135231188e-05
Position 1367: 2.562159924743092e-05
Position 1790: 2.0065999713806846e-05
Position 1273: 1.9671925342847826e-05
Position 1693: 1.9597300487226005e-05
Position 1199: 1.5815784590088215e-05
Position 1151: 1.5615127445476402e-05
Position 1432: 1.4506110207717416e-05
Position 984: 1.2524958361461662e-05
Position 1077: 1.2200633072425994e-05
Position 634: 1.1521583300655324e-05
Position 1128: 1.0346160170849925e-05
Position 1962: 9.987514265530172e-06
Position 212: 8.843862025230324e-06
Position 3157: 6.507698207918621e-06
Position 1677: 3.262025272910006e-07
Position 1669: 3.153213969527505e-07
Position 217: 1.0429126016757632e-07
Position 406: 1.009353579889329e-07
Position 237: 1.006114612896025e-07
Position 870: 9.597037635362206e-08
