Gene = TSLP
Position 346: 0.0005581727314380645
Position 757: 0.0005384546908516284
Position 1496: 0.0005295927953998473
Position 602: 0.0004966179145703056
Position 931: 0.0004627352523387347
Position 585: 0.00044690680723815925
Position 4268: 0.00041800422443846215
Position 894: 0.0003458801156594159
Position 774: 0.0003432915218785031
Position 2884: 0.000316355825651889
Position 2760: 0.00026739812461647086
Position 309: 0.0002521090868827906
Position 3189: 0.0002512928832583335
Position 4411: 0.00024273889137337474
Position 1911: 0.0001916449761054344
Position 866: 0.0001879551594755026
Position 456: 0.0001840865247236472
Position 1026: 0.00016949042277851094
Position 2283: 0.000147370212737376
Position 936: 0.00014189496223308674
Position 3372: 0.00013675209041128446
Position 469: 0.00010401788916773872
Position 948: 7.963713187983577e-05
Position 1456: 6.202121411883602e-05
Position 2024: 6.14938973130742e-05
Position 413: 3.238724358933517e-05
Position 1112: 2.9633540963061455e-05
Position 332: 2.2481539708823504e-05
Position 416: 2.085347823078202e-05
Position 1203: 2.0561553198607587e-05
Position 2247: 1.3598605732974908e-05
Position 2067: 1.2504982336506168e-05
Position 2201: 9.715901427752195e-06
Position 582: 6.6640127712280915e-06
Position 322: 6.436470495036467e-06
Position 319: 3.8736911944578475e-06
Position 365: 3.2524607268478205e-06
Position 135: 3.0319416484465215e-06
Position 122: 2.915072400154092e-06
Position 374: 1.4357406887351143e-06
Position 159: 4.291189858582514e-07
Position 126: 2.803500527359215e-07
Position 166: 1.731336667447131e-08
Position 161: 5.688370618435086e-09
Position 379: 2.198397944639945e-10
