Gene = SIMC1
Position 1058: 3.846275509721104e-06
Position 740: 3.4653260798087677e-06
Position 792: 3.1726375441177098e-06
Position 610: 3.166477131238066e-06
Position 268: 3.1294095954707756e-06
Position 662: 2.948459997527354e-06
Position 2059: 2.3702636519481043e-06
Position 1175: 2.317265693563302e-06
Position 1325: 1.480439744802851e-06
Position 289: 9.287868458366825e-07
Position 953: 8.724486012531157e-07
Position 234: 7.488386519617322e-07
Position 36: 6.283705764310071e-07
Position 33: 6.011554621122799e-07
Position 789: 5.767091880129425e-07
Position 829: 4.402481680718547e-07
Position 281: 1.933367565303297e-07
Position 1554: 1.2187488499044304e-07
Position 24: 1.1634010172839914e-07
Position 95: 1.1909812711877268e-09
Position 18: 4.999617669043242e-12
Position 303: 4.934660213508331e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9188: 0.3202278468625335
Position 7204: 0.30299658896058657
Position 887: 0.24892665352268756
Position 7261: 0.204614782800488
Position 4833: 0.20022741697972285
Position 4150: 0.19357175683614591
Position 3459: 0.18994041727791833
Position 2646: 0.18456502574288897
Position 14850: 0.14479254952485904
Position 1263: 0.10571659108186993
Position 7664: 0.056871886596138586
Position 3975: 0.05328501529367726
Position 3248: 0.04498673019606197
Position 3644: 0.04490498192495026
Position 3199: 0.04083555359744941
Position 8797: 0.03431559105728236
Position 9525: 0.032443955824507806
Position 10719: 0.028779171860369535
Position 4113: 0.027063182427411004
Position 9703: 0.024881731177773557
Position 6399: 0.02265581834016988
Position 11002: 0.022405907027394555
Position 2348: 0.022232136823868116
Position 3144: 0.020978197214483466
Position 7829: 0.011210384617299857
Position 3503: 0.00795761788556382
Position 8516: 0.007064787723885303
Position 3933: 0.006626871486269199
Position 466: 0.006390949599963747
Position 8411: 0.00602959035922839
Position 545: 0.005920023772199831
Position 2565: 0.004956350857712248
Position 632: 0.004127058662077028
Position 3296: 0.0038531272609814843
Position 8103: 0.003340892126156605
Position 1707: 0.0025334173302821667
Position 1124: 0.002273350806468099
Position 1182: 0.0022501025851918532
Position 1968: 0.002009308725031854
Position 3481: 0.001742098160283629
Position 3728: 0.001600137548279608
Position 3431: 0.0012306887684977229
Position 4428: 0.0011850323313868398
Position 4131: 0.001180773054348577
Position 472: 0.0010949115299327132
Position 1998: 0.0010040140389347342
Position 359: 0.0008885245905238367
Position 6761: 0.0008552804294661676
Position 6872: 0.0008195098005350461
Position 6325: 0.0007226606220824492
Position 2259: 0.000661451157561749
Position 4302: 0.0005999413843874641
Position 818: 0.0005843883416806302
Position 5789: 0.0005802407540351651
Position 1033: 0.0005781185743761475
Position 1890: 0.00047519787896648457
Position 914: 0.00044468616492860454
Position 2594: 0.0004219907666410136
Position 2196: 0.0004151220137998494
Position 2837: 0.0004034345011471193
Position 560: 0.0003718913381591526
Position 3226: 0.00036622458890330135
Position 3088: 0.00029290015189425717
Position 2570: 0.00024831376856068835
Position 585: 0.0002467281242822215
Position 1909: 0.000197655602258867
Position 674: 0.000188911310914218
Position 2687: 0.0001313060258454534
Position 2360: 0.00012081721276972399
Position 3154: 0.00010504068481729452
Position 2745: 8.287192549075855e-05
Position 1542: 6.675926399612649e-05
Position 1104: 5.189692816043182e-05
Position 436: 3.488898051874716e-05
Position 429: 3.408176034102033e-05
Position 1225: 3.047576260994501e-05
Position 2209: 2.2038436554084957e-05
Position 1036: 2.179552588051912e-05
Position 2107: 2.1693229827389762e-05
Position 988: 2.1595425476544702e-05
Position 1274: 1.4643529003279485e-05
Position 1739: 1.4412336018921497e-05
Position 1154: 1.3325328658942277e-05
Position 1725: 1.1014870902758513e-05
Position 504: 9.602540615876693e-06
Position 486: 7.864137681013706e-06
Position 979: 7.80866320226762e-06
Position 767: 5.656064949190531e-06
Position 938: 5.19547694525535e-06
Position 1051: 4.794312457964028e-06
Position 1132: 4.594767663427628e-06
Position 850: 4.2063239447047775e-06
Position 754: 4.076062052927333e-06
Position 411: 3.7299232465050344e-06
Position 480: 3.6770287603848103e-06
Position 441: 3.394823659494988e-06
Position 844: 2.7696478390965776e-06
Position 365: 2.760877583293265e-06
Position 797: 2.1271891803683144e-06
Position 488: 1.8921605263820375e-06
Position 836: 1.7691287246694922e-06
Position 684: 1.5607906696967736e-06
Position 452: 1.3513870396275307e-06
Position 1075: 1.0622262619100995e-06
Position 637: 9.434455257752866e-07
Position 736: 7.07134938900017e-07
Position 1512: 5.747081366781512e-07
Position 1570: 4.5498343695279744e-07
Position 218: 4.476472392760411e-07
Position 1236: 3.101700888297697e-07
Position 1716: 2.605485133304591e-07
Position 139: 1.335931724735927e-07
Position 524: 9.874539712591612e-08
Position 1388: 3.5465329062438864e-08
Position 643: 3.021118261991154e-08
Position 512: 1.7298843109082046e-08
Position 173: 1.2304957441398732e-08
Position 800: 4.689263635384504e-09
Position 789: 4.097613996679164e-09
Position 1685: 9.605547461590241e-11
Position 695: 2.555580367882313e-11
