Gene = CTNNBIP1
Position 843: 7.896262007263217e-10
Position 329: 7.124911875951558e-10
Position 6: 3.207013630869459e-10
Position 441: 1.6076627615037717e-10
Position 463: 1.603974566820517e-10
Position 406: 9.762821452921673e-11
Position 252: 2.7120423731821992e-11
Position 391: 1.497022481019791e-11
Position 594: 9.20811883306129e-12
Position 575: 4.742655985373523e-12
Position 424: 4.918570933675223e-13
Position 453: 6.046273875061538e-14
Position 578: 2.3603353852529156e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 17170: 0.9999712985442297
Position 16156: 0.9739959076945023
Position 16316: 0.9199563715350072
Position 26524: 0.5606164369738076
Position 29387: 0.3179299523158264
Position 19448: 0.29567345894510666
Position 28063: 0.20166772010363737
Position 26300: 0.16763439840732078
Position 25579: 0.11469428711376305
Position 25928: 0.09625375441026002
Position 19476: 0.09034507174937158
Position 20565: 0.08576465515440392
Position 26868: 0.05350256594291282
Position 27089: 0.030681498912336302
Position 28553: 0.029244473038516728
Position 27285: 0.02325684366944327
Position 19189: 0.02319127239651658
Position 28358: 0.018025450806120447
Position 20033: 0.015817463308552823
Position 20495: 0.01472140420927624
Position 20911: 0.014462236060029499
Position 19249: 0.01440517256210617
Position 20533: 0.011716785178140433
Position 19383: 0.010813961076374123
Position 19896: 0.009981123029184242
Position 29837: 0.009821385083081988
Position 19451: 0.009698045297751076
Position 28150: 0.009396407373831982
Position 19931: 0.008852123372539985
Position 19416: 0.007921893437806072
Position 27165: 0.0074603732021898215
Position 22850: 0.007066690243745413
Position 21094: 0.006454515607897305
Position 19153: 0.006409089290014322
Position 21381: 0.006229691220056284
Position 25677: 0.005842487588132611
Position 24893: 0.00492053472085818
Position 18782: 0.004655016620025083
Position 27815: 0.004237203525678147
Position 22531: 0.0037231589865002724
Position 25001: 0.003258896852986857
Position 26994: 0.002762243100403049
Position 26152: 0.002659827094883954
Position 23267: 0.002187147941227793
Position 22564: 0.0017280416118292388
Position 20091: 0.0016909797027147616
Position 20111: 0.0013883767268981669
Position 18868: 0.0012600550760935927
Position 18514: 0.001235346514998148
Position 23248: 0.0011144126196387715
Position 25224: 0.0011033327998177622
Position 25069: 0.0011025893757170124
Position 18557: 0.0010395247031258267
Position 22587: 0.0008587409012333499
Position 19226: 0.0008477514330142476
Position 24333: 0.0007145329907157229
Position 21185: 0.0006921114949790054
Position 23806: 0.0006014601035718799
Position 23028: 0.0005740948665305307
Position 18581: 0.00042812038973961486
Position 22494: 0.0003291998854870403
Position 19747: 0.0003264265344585143
Position 17679: 0.00030452238040771433
Position 18620: 0.00024209663879696115
Position 19769: 0.0002323802963655011
Position 19510: 0.0001810489260240613
Position 17844: 0.0001566980890428436
Position 20596: 0.0001489591141722237
Position 17868: 0.00012505506004598736
Position 17421: 0.00010844482886433808
Position 17675: 0.00010012929517599041
Position 19667: 9.90800074270639e-05
Position 19689: 8.651324294274401e-05
Position 17697: 5.47426412469411e-05
Position 18697: 5.097662287285079e-05
Position 17380: 3.7191321991102825e-05
Position 17467: 3.0224144478848695e-05
Position 3380: 5.070434257738942e-06
Position 7975: 4.055169446670826e-06
Position 12155: 3.9018186646112965e-06
Position 1475: 3.3495796242027723e-06
Position 578: 2.9153670001680494e-06
Position 7997: 2.908748100864732e-06
Position 11609: 2.23440224379667e-06
Position 19283: 1.9972331525176257e-06
Position 5258: 1.824925231302318e-06
Position 356: 1.6607800756466693e-06
Position 1023: 1.5491711989936692e-06
Position 3558: 1.3059506712419757e-06
Position 403: 1.2259944353708137e-06
Position 5137: 6.856472071431893e-07
Position 9552: 6.783271622528355e-07
Position 2834: 5.549129270245561e-07
Position 3731: 5.380347682668166e-07
Position 9056: 5.166910762210334e-07
Position 1130: 4.680666893830043e-07
Position 1414: 4.604361080485898e-07
Position 4261: 4.5875132787224673e-07
Position 6889: 3.846346829750327e-07
Position 6613: 3.6179708420945244e-07
Position 313: 3.41471216829744e-07
Position 5934: 2.685015216396391e-07
Position 3229: 2.3204229357310017e-07
Position 5661: 2.2040631106713245e-07
Position 6016: 2.0692658109006218e-07
Position 2353: 2.0687509778485653e-07
Position 1118: 2.0199567882410768e-07
Position 3965: 1.5358444811966436e-07
Position 878: 1.4658306455549332e-07
Position 3489: 1.1257797175246045e-07
Position 3869: 7.802502604659868e-08
Position 3872: 7.333506837633456e-08
Position 2742: 6.9585916560332e-08
Position 4567: 6.213832310596291e-08
Position 4061: 5.9473762862173883e-08
Position 5099: 5.6777825932433e-08
Position 3706: 5.323735303527377e-08
Position 2332: 4.107933978050722e-08
Position 865: 4.0939887922583814e-08
Position 1940: 3.837189631728171e-08
Position 3255: 3.569244649670411e-08
Position 1390: 3.558142709228616e-08
Position 3213: 3.159485714136638e-08
Position 1477: 2.9086244334681225e-08
Position 2615: 2.6984053681317045e-08
Position 1441: 2.3941326999268376e-08
Position 1393: 1.388984645563127e-08
Position 1173: 1.0998802510971378e-08
Position 1282: 7.682470945989e-09
Position 634: 7.244685721145862e-09
Position 1146: 7.1010202845709806e-09
Position 622: 5.138722110447707e-09
Position 1229: 4.335750942934551e-09
Position 2564: 4.219237484120626e-09
Position 1261: 3.541511429178989e-09
Position 1194: 2.910562821816205e-09
Position 1496: 2.3733760704701417e-09
Position 2705: 2.0345489293189973e-09
Position 981: 1.964786719300501e-09
Position 519: 1.908382362526514e-09
Position 2569: 1.7339975017698985e-09
Position 847: 1.7173655551858298e-09
Position 1427: 1.4596197483187055e-09
Position 883: 1.292649591684043e-09
Position 1491: 1.2536217664623535e-09
Position 2406: 1.2249111585244486e-09
Position 925: 1.2036449330653903e-09
Position 1376: 1.1610218655533372e-09
Position 973: 7.712528027603512e-10
Position 1133: 1.3600529282328687e-10
Position 264: 1.0758777219328494e-10
Position 1071: 1.061241383884599e-10
Position 1095: 8.367128673844061e-11
Position 794: 7.681423332491078e-11
Position 709: 4.444410775028713e-11
Position 808: 2.1046023189677897e-11
Position 73: 1.4410721636078731e-11
Position 818: 9.852960628399497e-12
Position 943: 5.084695137460898e-12
Position 786: 4.409166285823249e-12
Position 277: 2.6272833824711006e-12
Position 245: 2.4099771642230897e-12
Position 991: 1.7819934832807956e-12
Position 275: 1.4715673955323598e-12
Position 894: 7.682060189869708e-13
Position 105: 4.261955499664417e-13
Position 238: 2.919477554988747e-15
Position 90: 7.370016963571713e-16
Position 168: 4.5817952406932763e-17
Position 173: 7.189808144112585e-20
Position 180: 4.452399890495725e-20
