Gene = SRA1
Position 7842: 0.007192109807875082
Position 2213: 0.00568940682232482
Position 8175: 0.00499178701527704
Position 7816: 0.004984504213287767
Position 7695: 0.004265975001697376
Position 7400: 0.00407388785009707
Position 2289: 0.003948669956766485
Position 7846: 0.0035979018556590516
Position 7530: 0.00345737977525329
Position 7601: 0.0033955833045421855
Position 8081: 0.0029767857954028504
Position 7535: 0.0024089037458989515
Position 4043: 0.002356038668453238
Position 7657: 0.002308074036849906
Position 4374: 0.0020176013673074223
Position 7566: 0.0018269396120370914
Position 1340: 0.0017291459095030775
Position 5663: 0.0016868822065205613
Position 7560: 0.0016865812693002006
Position 1258: 0.0014568580843014425
Position 8007: 0.0012625247295620942
Position 1072: 0.0012430747565752918
Position 5394: 0.0012390750056338008
Position 7598: 0.0011966836298522663
Position 1469: 0.0011952290780663666
Position 7509: 0.0010165256134190398
Position 4525: 0.0008439529470842334
Position 627: 0.0008217752019317862
Position 1387: 0.0007033636862498436
Position 846: 0.0006744925803088271
Position 807: 0.0006607557034088657
Position 143: 0.0005593102496926087
Position 2324: 0.0005203157562484924
Position 1421: 0.0005087050240913342
Position 2531: 0.00043852552946897853
Position 406: 0.0003653650765701308
Position 5684: 0.000331738437196473
Position 2721: 0.0003183247604739405
Position 7428: 0.00030330940107334026
Position 591: 0.0002925303155818147
Position 4091: 0.00027734352939949504
Position 5187: 0.00025148336397145556
Position 2688: 0.00024427332555377235
Position 2090: 0.0002363194837288125
Position 7532: 0.00023140936701083377
Position 2694: 0.00020454380840840856
Position 4389: 0.0001592488792745892
Position 5005: 0.00015447647781191445
Position 3684: 0.0001457110282146264
Position 3168: 0.00012434558066719433
Position 7314: 0.00012000179730515151
Position 4677: 0.00010757510102704234
Position 286: 9.270642618011148e-05
Position 593: 8.615493912772818e-05
Position 608: 8.586487327586027e-05
Position 562: 8.474191369179905e-05
Position 3796: 8.25126085253504e-05
Position 3580: 7.370107259918027e-05
Position 203: 7.24586857328213e-05
Position 5659: 6.098197629274513e-05
Position 679: 4.779358312867089e-05
Position 219: 4.297371419802065e-05
Position 274: 4.292863076773552e-05
Position 2056: 4.000180963216212e-05
Position 3818: 3.7437907744606534e-05
Position 447: 3.726123067679713e-05
Position 409: 3.2661457243600145e-05
Position 1090: 3.20146754380097e-05
Position 3820: 3.194443518528537e-05
Position 254: 2.8241156425961732e-05
Position 2352: 1.9946711792456466e-05
Position 497: 1.9375298834930393e-05
Position 420: 1.8857188477954316e-05
Position 154: 1.6588463517689774e-05
Position 599: 1.4276354715967069e-05
Position 1045: 1.0860723346839902e-05
Position 1269: 1.0735091603447265e-05
Position 347: 1.0727738832991544e-05
Position 259: 9.541988246864034e-06
Position 1657: 9.239240340962793e-06
Position 397: 8.718220197190534e-06
Position 488: 7.902815655196176e-06
Position 989: 6.751821166453558e-06
Position 357: 5.5780356024435725e-06
Position 2243: 4.073141891445429e-06
Position 996: 3.2398189237749246e-06
Position 2259: 3.1394661122427385e-06
Position 2124: 3.131010094945898e-06
Position 543: 2.6402112440672776e-06
Position 1110: 2.361320226099803e-06
Position 374: 1.818143324442684e-06
Position 3923: 1.4882908722007662e-06
Position 206: 1.3926728929799197e-06
Position 1613: 1.0610405582661122e-06
Position 170: 1.0144022586579929e-06
Position 1587: 9.512967423570337e-07
Position 1129: 6.647626189321593e-07
Position 1369: 6.360739939022189e-07
Position 954: 5.289159070633909e-07
Position 1239: 4.4775784834437724e-07
Position 1295: 3.704079202493133e-07
Position 1435: 3.6798270126222276e-07
Position 1291: 3.217454006258977e-07
Position 1401: 1.6950584906393465e-07
Position 1096: 1.4299953850550338e-07
Position 439: 1.2121582747764842e-07
Position 2127: 1.1480893386995456e-07
Position 878: 1.0942458690350466e-07
Position 2220: 1.0420247470745265e-07
Position 930: 9.57420035010079e-08
Position 1936: 6.761191722997835e-08
Position 1669: 6.57295264932891e-08
Position 1479: 5.625404141589678e-08
Position 462: 4.849127984079606e-08
Position 1532: 4.810338296199987e-08
Position 1591: 4.788035338539026e-08
Position 2712: 4.527909178853851e-08
Position 1850: 4.035772180456216e-08
Position 1775: 3.8562854925965306e-08
Position 451: 3.551507141570344e-08
Position 227: 3.233607412314575e-08
Position 317: 3.094945361512257e-08
Position 1904: 2.7527003397636414e-08
Position 349: 2.7220020388879832e-08
Position 310: 2.0260221881436304e-08
Position 301: 9.999736769084575e-09
Position 1277: 7.318540616590773e-09
Position 1308: 2.7344144942674548e-09
Position 1131: 1.1690675027603416e-09
Position 1192: 1.010512203099625e-09
Position 299: 4.512369335648856e-10
Position 466: 4.1752152724133726e-10
Position 1147: 2.4803770629566585e-10
Position 1161: 1.6525490357117836e-10
Position 314: 7.44795401519756e-14
