Gene = EPDR1
Position 534: 2.7136354335409163e-06
Position 546: 2.5902578302748204e-06
Position 473: 2.2286309385170297e-06
Position 554: 1.3137647652758094e-06
Position 4006: 1.1961609405472964e-06
Position 519: 1.1741675986264343e-06
Position 566: 1.0803470548213137e-06
Position 822: 1.0404689642157597e-06
Position 876: 7.867847124074803e-07
Position 880: 4.501675611233339e-07
Position 1258: 4.1127837207251845e-07
Position 385: 3.8181592158645235e-07
Position 1527: 3.804762898609635e-07
Position 896: 3.0159639463854335e-07
Position 1118: 1.9626223597174536e-07
Position 368: 1.9185596827997923e-07
Position 600: 1.836579536433025e-07
Position 784: 1.6565671334442012e-07
Position 923: 1.563688995179304e-07
Position 551: 1.230169474114529e-07
Position 714: 8.127299296022743e-08
Position 993: 5.73448917665864e-08
Position 1055: 3.721842229598343e-08
Position 1806: 3.501735956321119e-08
Position 329: 3.383166398977203e-08
Position 1777: 3.006899911350913e-08
Position 707: 1.925676195780978e-08
Position 1709: 9.992116799266086e-09
Position 284: 2.856075586565328e-09
Position 899: 2.822368084525277e-09
Position 716: 2.4313451832902767e-09
Position 679: 2.1193597003622996e-09
Position 225: 1.960496025237503e-09
Position 1727: 1.8485965747373854e-09
Position 1721: 1.8167221011212354e-09
Position 1139: 1.6706793296984869e-09
Position 623: 1.538675999818333e-09
Position 929: 9.599154022124065e-10
Position 170: 7.826170519061444e-10
Position 645: 6.065408347099297e-10
Position 701: 4.586361609290226e-10
Position 266: 8.182110947416423e-11
Position 653: 2.994561094090991e-11
Position 231: 2.5528469052349398e-11
Position 490: 1.2421035704613806e-11
Position 249: 1.119850705689923e-11
Position 525: 9.508123854393604e-12
Position 621: 8.195124995785445e-12
Position 627: 5.682698636767737e-12
Position 149: 3.229369225464738e-12
Position 647: 1.3551423186796789e-12
Position 233: 1.0599723095286458e-12
Position 243: 9.153155310163441e-13
Position 293: 4.4262753196203614e-13
Position 143: 3.8485456405533687e-13
