Gene = NUPL2
Position 224: 0.005071164137453773
Position 17906: 0.004181161595927784
Position 18749: 0.003969470380048658
Position 1395: 0.00395551168743378
Position 1435: 0.0037752830659501953
Position 2929: 0.0037486576924498968
Position 3298: 0.0036771196502214
Position 17934: 0.0036529353904659807
Position 9998: 0.003343632863987248
Position 8886: 0.003258652235553954
Position 9132: 0.003082822229742986
Position 14322: 0.002765777639536717
Position 536: 0.0027345576310815415
Position 19078: 0.0026709228767558355
Position 3438: 0.0025650903676037932
Position 4450: 0.002502584235894765
Position 188: 0.0021191494253647754
Position 18921: 0.0020559240661593547
Position 18017: 0.002025630649874164
Position 18112: 0.0019973006872494193
Position 15859: 0.00189315161870055
Position 3616: 0.0018047484879168889
Position 2850: 0.0017244144306035917
Position 17863: 0.001637214522978048
Position 2212: 0.001609463213736202
Position 1788: 0.0015483009713159357
Position 18034: 0.0015423945164426624
Position 18428: 0.001454780091771786
Position 18686: 0.001429181961129817
Position 9763: 0.001344434339678119
Position 18575: 0.0012871434105818846
Position 4505: 0.0012398802773418744
Position 4659: 0.0011302620275656218
Position 973: 0.0011261712956370025
Position 5090: 0.00108652664622872
Position 5181: 0.0010422045336884649
Position 5178: 0.0010089090783009793
Position 5229: 0.0009892110773004215
Position 8821: 0.0009835396464927028
Position 10837: 0.0009573472052309438
Position 18454: 0.0009310502645674013
Position 2080: 0.0009183161505443404
Position 4707: 0.00088397969267939
Position 18216: 0.0008827487068117713
Position 4790: 0.0007723229306703346
Position 9760: 0.0007382553372177937
Position 1578: 0.000737528280957466
Position 18728: 0.0007313661334539512
Position 18607: 0.0007126336121043355
Position 4882: 0.0006863867103280618
Position 1575: 0.0006749881953094834
Position 17315: 0.0006593089862412806
Position 12173: 0.0006362471620198034
Position 5295: 0.0006348114469367453
Position 1022: 0.000591279631629918
Position 1801: 0.0005870349221828572
Position 1138: 0.0005682906292315873
Position 2395: 0.000562136720965797
Position 662: 0.000532026904219693
Position 18349: 0.00043165107142956226
Position 1629: 0.00042660654613223574
Position 18888: 0.0004195998098456315
Position 4299: 0.0004178091705879651
Position 1855: 0.0004096220142445505
Position 9910: 0.00040445363403916187
Position 17948: 0.0003969096416441536
Position 1487: 0.0003891216989870317
Position 3692: 0.0003811375006961337
Position 1671: 0.00031003822992152117
Position 4865: 0.00029515202283150494
Position 12552: 0.0002770068226972903
Position 9236: 0.0002767716459624428
Position 5102: 0.00027570229659587076
Position 3393: 0.0002595966239693715
Position 1455: 0.00025633706502859626
Position 1058: 0.0002437529922126267
Position 3273: 0.00023608696569085973
Position 5129: 0.00023460598503062055
Position 17311: 0.0002212745084837412
Position 4424: 0.000217138527556058
Position 4398: 0.0002131917811516516
Position 1298: 0.0002087940797248088
Position 1988: 0.0002084428348501782
Position 18469: 0.00018763360024321801
Position 335: 0.00017054286682869867
Position 18979: 0.00016841144652765132
Position 2171: 0.00014196225771868264
Position 19036: 0.00014131320166440128
Position 822: 0.0001328914231580383
Position 3957: 0.00011517582569638611
Position 304: 0.00011505694517309905
Position 5060: 0.00011319546260614788
Position 3591: 0.00011158819448704469
Position 11521: 0.00011038007071637821
Position 178: 9.062059809453441e-05
Position 709: 8.1383699071845e-05
Position 994: 7.984180728378317e-05
Position 1016: 6.428493644918742e-05
Position 757: 6.366762053999581e-05
Position 3933: 5.72396087612591e-05
Position 12574: 5.083928196650069e-05
Position 3661: 4.558265496920708e-05
Position 3808: 3.439788855654362e-05
Position 3621: 3.4205386921518475e-05
Position 11339: 1.781947000382406e-05
Position 3451: 1.558690487718691e-05
Position 12548: 5.935992315205363e-06
Position 5799: 2.9136958210870815e-06
Position 6205: 2.4209480815559583e-06
Position 231: 1.5634582576282524e-06
Position 343: 9.428195462158658e-07
Position 624: 8.704155492068772e-07
Position 639: 8.281977907496628e-07
Position 586: 7.531460925354266e-07
Position 5824: 6.993924840002144e-07
Position 1257: 5.55032972673406e-07
Position 696: 3.9019439961357335e-07
Position 1070: 3.071216793198465e-07
Position 369: 2.308534406402913e-07
Position 1270: 2.0974403890988621e-07
Position 366: 1.8291404466652442e-07
Position 1203: 1.4020844492840174e-07
Position 739: 1.3739324041627105e-07
Position 1813: 1.3462300978235164e-07
Position 754: 1.202205402784804e-07
Position 379: 1.0770784354066597e-07
Position 715: 8.435920947399993e-08
Position 413: 5.112075524866338e-08
Position 136: 2.7585644062903918e-08
Position 372: 2.3680363685471485e-08
Position 1029: 1.810079028325097e-08
Position 357: 1.5175154603098968e-08
Position 349: 7.249823211492084e-09
Position 346: 5.0538232112454675e-09
Position 161: 4.79032896843091e-09
Position 720: 4.044444330985476e-09
Position 733: 3.1105941721216578e-09
Position 421: 2.8546512111501244e-09
Position 839: 1.5137753753811918e-09
Position 146: 1.055857912222767e-09
Position 158: 4.046630339546471e-10
Position 84: 4.917257786668598e-11
Position 126: 4.0717818226324294e-12
Position 143: 3.9195669962646696e-12
Position 116: 2.045656254876785e-12
