Gene = SIGMAR1
Position 187: 0.0003072384575084156
Position 1145: 0.0002711529878893636
Position 2975: 0.00023401314158378656
Position 1098: 0.00022246083548689972
Position 1237: 0.00018720351653035797
Position 2353: 0.0001800929744797724
Position 2244: 0.0001565948925113002
Position 1545: 0.0001430215280532648
Position 318: 0.00010919756055766591
Position 364: 7.485225552254638e-05
Position 1328: 6.182427289529037e-05
Position 932: 5.8204301037014375e-05
Position 145: 4.458427446961184e-05
Position 556: 3.3750244787174675e-05
Position 430: 2.5839485969594516e-05
Position 79: 1.1608735587891335e-05
Position 596: 8.039053293558135e-06
Position 287: 8.009855967124983e-06
Position 505: 6.956573464490499e-06
Position 698: 6.037267737081819e-06
Position 174: 4.2079707270288775e-06
Position 277: 3.854168964668896e-06
Position 194: 3.7737503438931045e-06
Position 743: 2.96030913144198e-06
Position 1308: 2.60901030878679e-06
Position 757: 1.8324478536156567e-06
Position 801: 1.3754309574486367e-06
Position 856: 1.125337950390507e-06
Position 236: 9.651120023813389e-07
Position 1200: 8.210120039876789e-07
Position 1332: 7.937282522935932e-07
Position 238: 7.111824937062716e-07
Position 786: 6.497379109809285e-07
Position 859: 4.6687162329009556e-07
Position 741: 4.3329103005181535e-07
Position 272: 2.9670138744056365e-07
Position 217: 1.5154606032048636e-07
Position 739: 8.61220931226051e-08
Position 243: 5.085338311105763e-08
Position 267: 2.997932586953469e-08
Position 196: 1.8188205437224044e-08
Position 200: 1.729791794375696e-08
Position 205: 7.099594056465427e-09
Position 573: 1.1215474728680257e-09
Position 562: 1.084052290700696e-09
Position 761: 3.600224600350428e-10
Position 252: 2.3597748125604175e-10
Position 229: 2.4720381004955658e-12
Position 247: 1.708119283861181e-13
