Gene = TBCA
Position 288: 4.123094408175042e-10
Position 639: 2.078696575473463e-10
Position 194: 9.511749287209965e-11
Position 45: 1.4598420342351938e-13
Position 361: 5.511486266958603e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 6698: 0.3816668286098698
Position 19196: 0.22968618078155875
Position 8547: 0.18918493172212406
Position 12301: 0.10022402293203536
Position 6733: 0.09483482809282477
Position 6600: 0.08939358807383527
Position 13925: 0.07522104348031523
Position 2143: 0.061982777841262264
Position 4685: 0.05684263781535559
Position 6157: 0.037844772022622215
Position 17306: 0.0354347820772012
Position 8236: 0.032736975070830336
Position 13693: 0.03158468555012793
Position 13120: 0.028591652473570345
Position 7641: 0.02697643966770644
Position 15119: 0.023523797662107035
Position 16273: 0.020949520412059056
Position 9303: 0.02083541368220257
Position 8308: 0.020770099595525872
Position 11173: 0.018578913965487956
Position 7193: 0.017395236815578096
Position 1692: 0.016999862185231647
Position 5241: 0.01635400901514081
Position 6702: 0.01552178198610171
Position 5635: 0.015256482986503575
Position 11419: 0.012071640018410905
Position 6230: 0.011498426262217757
Position 10993: 0.010596308056246525
Position 7115: 0.009417786669338962
Position 9427: 0.007623434586771688
Position 11131: 0.006721975353023499
Position 7537: 0.006244009518126347
Position 7149: 0.006213602270297058
Position 4573: 0.005335060788501164
Position 13510: 0.005183222474365164
Position 7905: 0.00459845093714302
Position 10487: 0.004266745787386518
Position 3725: 0.004213277778868715
Position 12480: 0.003345519385027096
Position 11219: 0.0032537972683178485
Position 3898: 0.0032486250048187476
Position 2856: 0.0032112539404090448
Position 1273: 0.002830498109114125
Position 8242: 0.002809552654277614
Position 9386: 0.002493387505196853
Position 4363: 0.002228505805590021
Position 7786: 0.0021014211921905794
Position 977: 0.0020308254269156196
Position 1248: 0.0019379646388184985
Position 842: 0.0019354580067876019
Position 3939: 0.0019261804543452845
Position 8054: 0.0017246820286512358
Position 8462: 0.001538033596275272
Position 6093: 0.001517154544856681
Position 6949: 0.001438106453763585
Position 2533: 0.0013279438906846448
Position 6115: 0.0013271641402052886
Position 7024: 0.001258828227200006
Position 735: 0.0012535247222619321
Position 4196: 0.0011475457265465513
Position 2449: 0.0010846779658879781
Position 10038: 0.0010814561386001049
Position 1197: 0.0010095616245043427
Position 4346: 0.0009765556427324824
Position 7282: 0.000911257042202615
Position 3199: 0.000898662064581343
Position 6919: 0.0008638381548898375
Position 7610: 0.0008362228998463654
Position 1391: 0.0008109474469689111
Position 3988: 0.0007365368788842309
Position 926: 0.0006994047847622599
Position 3852: 0.0006882164602171994
Position 7487: 0.0006695999033738864
Position 1967: 0.0006505470324108474
Position 2670: 0.0006374044193253151
Position 739: 0.000588381809147922
Position 3400: 0.0005340194919095444
Position 812: 0.00046932933200867716
Position 4554: 0.00043506653989750773
Position 698: 0.0004202418264909758
Position 797: 0.000418297157627063
Position 5754: 0.0004109514685442161
Position 2608: 0.00040627989812617353
Position 5749: 0.0003673531163656836
Position 5398: 0.00036687123292031455
Position 5107: 0.0003652156391925799
Position 7758: 0.00035602835260393996
Position 3274: 0.0003549719879027331
Position 5658: 0.0003284551774928754
Position 5267: 0.0003283476378346305
Position 5655: 0.0003234401686469777
Position 3926: 0.00030554406216418286
Position 7351: 0.0002940140563003292
Position 1125: 0.00027687286551235195
Position 860: 0.00023035489241773454
Position 5687: 0.00021779827140454614
Position 6897: 0.00021631395857655192
Position 3513: 0.00016828117601640216
Position 1061: 0.0001629446982892072
Position 800: 0.00015659650945003037
Position 4225: 0.00014676729273078627
Position 4248: 0.00013241718070393878
Position 4454: 0.00013102646685257696
Position 2434: 0.00012878187061355432
Position 4853: 9.396108594310115e-05
Position 399: 9.231202281944008e-05
Position 1159: 8.70223701271798e-05
Position 5086: 8.107854812329386e-05
Position 288: 7.914992413562763e-05
Position 2392: 7.568103487341099e-05
Position 5051: 7.519476512991041e-05
Position 2175: 7.443462042345186e-05
Position 3667: 6.332205265162606e-05
Position 3145: 5.336250902412565e-05
Position 2004: 5.321371272778766e-05
Position 5401: 5.0554238292878794e-05
Position 3103: 4.6750837936568735e-05
Position 3311: 4.517389949984659e-05
Position 3219: 4.4917090925366585e-05
Position 3249: 4.425383313220151e-05
Position 1604: 4.278244828472101e-05
Position 624: 3.900755133738887e-05
Position 670: 3.87723246622802e-05
Position 2118: 3.217108245726218e-05
Position 1467: 3.0947953428828326e-05
Position 2478: 2.9688369007048704e-05
Position 2694: 2.7678322433203582e-05
Position 1811: 2.6949526323208953e-05
Position 1626: 2.6016016672060576e-05
Position 1610: 2.5926630008675713e-05
Position 866: 2.5133741372049866e-05
Position 1878: 2.3519076565203785e-05
Position 2650: 2.3253914794944635e-05
Position 981: 2.3016293115063306e-05
Position 760: 2.3010751231539085e-05
Position 2777: 2.1419787161871238e-05
Position 891: 2.118076445260379e-05
Position 342: 2.019682186981027e-05
Position 2610: 2.0109652796976976e-05
Position 576: 1.8956335380987928e-05
Position 1050: 1.432200491380566e-05
Position 440: 1.2357850415498589e-05
Position 1162: 1.0098793461747992e-05
Position 1253: 7.649446498447943e-06
Position 1632: 7.605339775521508e-06
Position 1749: 7.06213844711435e-06
Position 1013: 6.5909651786263925e-06
Position 1779: 5.976370551747364e-06
Position 1299: 4.142893713374503e-06
Position 1288: 3.420787667909169e-06
Position 1555: 3.010301012490918e-06
Position 1582: 2.855784300601716e-06
Position 906: 2.465123784738619e-06
Position 762: 2.226440637427883e-06
Position 1092: 1.3724689688107144e-06
Position 2858: 1.2721959276288775e-06
Position 1657: 1.1047519526322582e-06
Position 750: 1.0219497578861797e-06
Position 573: 1.0007745062915132e-06
Position 2548: 7.657176868177545e-07
Position 2675: 7.625725457730841e-07
Position 2515: 7.070515046409396e-07
Position 590: 2.6535644720341614e-07
Position 1096: 2.1176511549762798e-07
Position 1205: 1.5692197175400108e-07
Position 707: 9.516794024915578e-08
Position 1306: 8.853100381706471e-08
Position 267: 7.909001047755991e-08
Position 334: 5.395957441952535e-08
Position 937: 2.723716893625333e-08
Position 631: 2.3998745037546516e-08
Position 537: 2.2971158550229792e-08
Position 585: 2.0755207711871175e-08
Position 956: 1.970779023965706e-08
Position 985: 1.5886045093962852e-08
Position 305: 4.4193028998130046e-09
Position 401: 3.150111511524622e-09
Position 1571: 1.4964401225988408e-09
Position 1587: 1.3740379732548314e-09
Position 869: 1.3453070424106171e-09
Position 770: 1.2183841799101412e-09
Position 313: 9.467541557843141e-10
Position 249: 7.73169036569464e-10
Position 548: 4.787021384219747e-10
Position 232: 1.9940273281833477e-10
Position 1349: 1.1694521634179984e-10
