Gene = IL20RB
Position 1536: 0.003960071288114641
Position 463: 0.003908623438767478
Position 1240: 0.003800681298520168
Position 502: 0.0037448115881693715
Position 14998: 0.0037026596410116904
Position 1132: 0.003236642809574442
Position 14544: 0.0027829033911634504
Position 3568: 0.002762081797512037
Position 3547: 0.0026925357104429547
Position 7115: 0.0025664001811484985
Position 3645: 0.0024884411267961266
Position 1112: 0.002230673654078098
Position 11194: 0.002186167715054344
Position 11051: 0.0019434759675581404
Position 9814: 0.0015366725971844345
Position 1598: 0.001383052540994383
Position 3012: 0.001346618307937777
Position 3663: 0.0013164507634800323
Position 3344: 0.0011194389798947955
Position 2797: 0.0010682473491411108
Position 655: 0.001019598287244797
Position 12251: 0.0009426250742472402
Position 1852: 0.0007834112196018605
Position 12272: 0.0007629328704877045
Position 1302: 0.000633046877479007
Position 1450: 0.0006209910900267946
Position 10142: 0.0006049105241995911
Position 5746: 0.0005322337755774668
Position 8434: 0.0005127555588780545
Position 6102: 0.0004926063553126203
Position 559: 0.00048813915960794785
Position 9903: 0.00043869120565682523
Position 9992: 0.00042846501606932013
Position 5997: 0.00038190519405068056
Position 5398: 0.00034278845453902275
Position 708: 0.0003349084333731902
Position 737: 0.0003024152347399861
Position 1700: 0.00026345108974738037
Position 8598: 0.00023561740405187952
Position 437: 0.00022817013339962566
Position 2193: 0.00022227458864079
Position 8171: 0.0002061539491484901
Position 691: 0.00020503693112961796
Position 7512: 0.0002007909701765502
Position 7589: 0.00018182946408283412
Position 8391: 0.00017412217636607287
Position 7010: 0.00015846404884106976
Position 1389: 0.00011053577817690408
Position 8062: 0.00010289130286759254
Position 2634: 9.473812746032872e-05
Position 5671: 9.322148088144394e-05
Position 7779: 9.0700908316584e-05
Position 5881: 8.868996407210924e-05
Position 6962: 8.287455688452487e-05
Position 1628: 7.80700130406425e-05
Position 1777: 6.33045032664798e-05
Position 5353: 6.183145905745558e-05
Position 1370: 5.3131517176340555e-05
Position 715: 5.185559662386985e-05
Position 507: 5.125042416625968e-05
Position 5192: 5.1107506297838205e-05
Position 2165: 4.027095733303581e-05
Position 2116: 3.919922856350916e-05
Position 804: 3.808327369391052e-05
Position 4314: 2.767925411408536e-05
Position 4136: 1.9765544505998302e-05
Position 411: 1.9445197634406224e-05
Position 942: 1.521402544414949e-05
Position 3203: 1.521054720489108e-05
Position 977: 1.4328525831734973e-05
Position 1367: 1.3617907579648659e-05
Position 2004: 1.3290667051987389e-05
Position 1949: 1.2985369934965987e-05
Position 2327: 1.1033462889918462e-05
Position 1184: 1.0974694674686097e-05
Position 2725: 1.0458089885669665e-05
Position 646: 1.0279491186253259e-05
Position 861: 8.125710951774355e-06
Position 1668: 6.700468600353591e-06
Position 1136: 6.223190060844708e-06
Position 590: 5.349975354841193e-06
Position 1815: 3.9955204193166e-06
Position 1004: 3.975623687257191e-06
Position 1247: 3.3882727198915806e-06
Position 1459: 3.3080563979122666e-06
Position 1178: 2.072410560613213e-06
Position 1146: 1.6421000138460744e-06
Position 2925: 1.3347610484054216e-06
Position 1255: 1.0572416584069739e-06
Position 3020: 9.744368758712246e-07
Position 1158: 7.321816257391727e-07
Position 587: 6.199432792610796e-07
Position 767: 5.709113252433731e-07
Position 749: 4.957061392654457e-07
Position 1022: 2.9336825459854334e-07
Position 2893: 2.691259878169682e-07
Position 563: 2.3085943518109899e-07
Position 1510: 1.5327658898636644e-07
Position 1011: 1.9258825028569506e-08
Position 254: 4.216963358359158e-09
Position 809: 3.2366569718083395e-09
Position 273: 2.668274701261025e-09
Position 119: 2.5437814721785566e-09
Position 229: 1.6474095823000084e-09
Position 215: 5.456508780803391e-10
Position 146: 3.5301839864089603e-10
Position 979: 3.255591579167708e-10
Position 175: 2.9476596768378556e-10
Position 276: 1.618080187376828e-10
Position 129: 1.4351888401253312e-10
Position 179: 1.3241486852995358e-10
Position 592: 1.0728025360500839e-10
Position 865: 9.528750910420579e-11
Position 565: 7.909715374406842e-11
Position 820: 7.56814830317808e-11
Position 153: 5.534149426190785e-11
Position 240: 5.788989777235767e-13
