Gene = BRIX1
Position 333: 7.619305465254989e-10
Position 617: 6.582717162236157e-10
Position 507: 5.482801419337988e-10
Position 281: 3.856395858965168e-10
Position 193: 3.256826383405746e-10
Position 450: 3.152144178390422e-10
Position 342: 2.803552093056072e-10
Position 525: 2.0399853011926053e-10
Position 393: 1.957935508154589e-10
Position 379: 1.8760235202192134e-10
Position 317: 1.668942915455174e-10
Position 377: 1.5501467763215075e-10
Position 239: 1.224428389309969e-10
Position 127: 8.820304985128958e-11
Position 269: 8.812666468397684e-11
Position 482: 7.658047449987062e-11
Position 323: 6.299472457268938e-11
Position 202: 6.043054052777173e-11
Position 299: 5.2409836816794894e-11
Position 413: 5.2394119499608e-11
Position 78: 4.9190916358061845e-11
Position 455: 4.8287762975953624e-11
Position 416: 4.528975323457751e-11
Position 443: 4.4563949667726606e-11
Position 357: 4.3058578553462946e-11
Position 123: 4.1878439100639154e-11
Position 919: 3.9238974534524507e-11
Position 187: 3.526491649852983e-11
Position 196: 3.027557743400997e-11
Position 97: 2.985162295555406e-11
Position 486: 2.0322578207426466e-11
Position 473: 1.8834316677737272e-11
Position 92: 1.7832065465894624e-11
Position 83: 2.5857845531202316e-12
Position 424: 2.216397527150757e-12
Position 112: 1.855988407766565e-12
Position 101: 1.584605238943814e-12
Position 489: 1.3391652912788506e-12
Position 256: 1.1296007198581215e-12
Position 344: 9.94043040229307e-13
