Gene = PUM3
Position 15907: 0.0001734015240883085
Position 234: 0.00014593810151772318
Position 13191: 0.00013552947313590194
Position 463: 0.00011506400799285515
Position 13274: 0.00010949880750446006
Position 192: 0.00010486241780934269
Position 5932: 0.00010169402810989145
Position 268: 0.00010157760863409829
Position 1914: 9.100339613880025e-05
Position 190: 8.472454110188002e-05
Position 13226: 7.490793702679941e-05
Position 1306: 7.175114131923469e-05
Position 2295: 5.928507640213961e-05
Position 19814: 5.891253816591606e-05
Position 19820: 4.0042335033466424e-05
Position 2586: 3.5559503060531535e-05
Position 183: 3.0508144488368776e-05
Position 814: 2.5166002956495945e-05
Position 3031: 2.352369142603533e-05
Position 587: 2.1880690987247686e-05
Position 1494: 2.1018045956359555e-05
Position 2919: 1.9750964065859643e-05
Position 155: 1.1301444902110032e-05
Position 2660: 7.45906166511956e-06
Position 3223: 3.1035800442966808e-06
Position 6765: 1.994421858550531e-06
Position 201: 1.955703590609896e-07
Position 717: 1.5457459373238322e-07
Position 218: 1.3111362793983715e-07
Position 1009: 9.963713881658345e-08
Position 930: 2.1040101755699295e-08
Position 177: 1.4144763242304972e-08
Position 991: 4.687859770193314e-09
Position 259: 2.9624816320092105e-09
Position 203: 2.1690971644874545e-09
Position 51: 6.708035873218863e-10
Position 509: 6.346627581322931e-10
Position 296: 1.6510980142202405e-10
Position 325: 1.0218449299830348e-10
Position 640: 4.628948508112244e-11
Position 78: 4.600122929868744e-11
Position 284: 5.0366167970690396e-12
Position 388: 3.244838134190544e-12
Position 281: 2.112133293322854e-12
Position 375: 1.136131915376218e-12
Position 473: 8.696325280185921e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15462: 0.9786426323420274
Position 12896: 0.9687445466704225
Position 9848: 0.963771468125384
Position 17089: 0.8806097223313412
Position 19425: 0.8623133059712941
Position 20406: 0.834196041556931
Position 5723: 0.8151405577243775
Position 10074: 0.7747621648532832
Position 6392: 0.7486960919512957
Position 10808: 0.6761729669706749
Position 6839: 0.6570801677271773
Position 13212: 0.4456609620414877
Position 4930: 0.4191273167467874
Position 4904: 0.4038847753746223
Position 14098: 0.3978924443394923
Position 28085: 0.375087979370615
Position 6634: 0.3327864328031797
Position 14292: 0.2716637647534509
Position 5323: 0.23938317529325018
Position 13163: 0.2330076395528594
Position 17415: 0.1616748589835128
Position 5628: 0.1610709453084813
Position 4380: 0.15506419799449547
Position 23216: 0.15197780570599095
Position 11769: 0.14087949000495378
Position 6194: 0.1349586015398499
Position 19411: 0.1216471476564009
Position 17537: 0.11985213208613571
Position 11563: 0.1183789779213313
Position 2535: 0.11489841784385535
Position 13422: 0.10939304086780113
Position 28238: 0.09563693933363092
Position 13104: 0.09423436406143382
Position 1863: 0.07749412637947263
Position 22804: 0.07392502368903864
Position 24484: 0.06978820222584269
Position 6946: 0.06724604257926171
Position 6856: 0.06375595261877398
Position 19727: 0.06368607894977503
Position 3686: 0.0629206538954142
Position 13982: 0.06279573822748494
Position 4145: 0.06004352399006765
Position 20253: 0.0575869770800118
Position 28039: 0.05572560372915703
Position 24825: 0.05217578125768169
Position 12438: 0.04846860110704014
Position 11625: 0.04373903586291441
Position 11566: 0.041396849071667186
Position 20411: 0.04029437881644791
Position 7943: 0.03999214040999861
Position 25939: 0.036271261737423476
Position 4093: 0.035563316828943564
Position 13326: 0.03518397694981697
Position 19905: 0.03382846725026198
Position 14295: 0.03198974341169542
Position 17337: 0.030220966329595842
Position 9527: 0.029528930030242106
Position 25636: 0.029058141137889383
Position 6424: 0.028991308470491535
Position 13089: 0.02787337528735993
Position 23160: 0.026742492413312377
Position 22041: 0.026531376573498165
Position 14305: 0.021925381211326776
Position 13491: 0.02124881987614038
Position 19730: 0.020597308302499635
Position 11582: 0.020558572135468366
Position 11514: 0.019412596167721823
Position 10034: 0.01924827896655591
Position 3098: 0.017809777673815048
Position 7160: 0.017170914547998958
Position 1913: 0.016534684255155762
Position 14095: 0.01570803004003571
Position 12020: 0.015434602818801789
Position 10083: 0.01523700929622158
Position 20065: 0.015067812858247523
Position 17599: 0.014573117253956458
Position 6691: 0.01435974407472064
Position 7978: 0.014115222350688569
Position 7683: 0.014003052383499135
Position 10118: 0.01349576140937044
Position 19025: 0.013210895322422074
Position 14152: 0.012946401550410498
Position 4934: 0.01262209132960664
Position 24253: 0.01172476524467552
Position 6368: 0.011703818906159775
Position 14883: 0.01127923374316157
Position 22536: 0.011237293077365982
Position 4407: 0.011153837146535459
Position 12558: 0.011135138174565386
Position 25511: 0.010380569357284855
Position 17567: 0.009978410601035421
Position 1085: 0.009780861870276693
Position 18461: 0.009762950416610034
Position 11596: 0.00962532135288361
Position 13349: 0.00945172131719124
Position 25033: 0.00941016360105046
Position 9240: 0.009396494854479348
Position 12060: 0.009258563168231532
Position 10080: 0.008622199850734279
Position 25486: 0.008508474826024631
Position 4659: 0.00850030731968889
Position 17268: 0.008222716231718769
Position 20526: 0.007960314938939905
Position 3749: 0.007947655535772737
Position 17523: 0.007853653230117313
Position 22756: 0.007751907683031078
Position 18446: 0.007640379637186237
Position 6112: 0.007575801085456441
Position 1867: 0.007464252380523847
Position 13952: 0.007310275422354964
Position 4818: 0.006608844618640973
Position 10115: 0.00655993281907679
Position 4449: 0.006497860584980344
Position 6153: 0.006359349013957213
Position 21350: 0.006245567060800743
Position 7948: 0.006069658566237088
Position 14312: 0.006050412263133347
Position 25331: 0.006040385188425239
Position 17286: 0.005932861564681675
Position 10614: 0.00590368270427659
Position 2918: 0.005887020422165645
Position 19697: 0.005621859944072507
Position 17045: 0.0055971979738273355
Position 19798: 0.005189023241284264
Position 10566: 0.005157849576281406
Position 17001: 0.005108344005924184
Position 10348: 0.005094348450483484
Position 14347: 0.005023741601294551
Position 4189: 0.005001322763488484
Position 5415: 0.004969534502316069
Position 24142: 0.004858613725328518
Position 5020: 0.004772134982373
Position 17164: 0.004631331689860025
Position 6870: 0.004523280910552809
Position 21982: 0.004412008153031147
Position 2876: 0.004389201935720319
Position 4884: 0.004335065735838627
Position 23778: 0.004330072024807278
Position 19172: 0.00413827201282159
Position 9829: 0.004125661451144053
Position 6785: 0.0038849467507812998
Position 17704: 0.0038223865402682647
Position 24444: 0.003648027026882392
Position 13592: 0.0035619434876898236
Position 4323: 0.0035418249192281375
Position 3691: 0.0034980851303087466
Position 14186: 0.003457567270081215
Position 3613: 0.003302416071817961
Position 3973: 0.003270740520272039
Position 19355: 0.0032274634747002937
Position 5664: 0.0032147462709947367
Position 2538: 0.003069340462329695
Position 2756: 0.0030589892292551104
Position 23139: 0.0028581751457395503
Position 16540: 0.0028470766863034503
Position 19656: 0.002832579507313838
Position 19205: 0.0027527133500862967
Position 22800: 0.002701813769812175
Position 16492: 0.002673544964232665
Position 25831: 0.0026714957982257636
Position 6344: 0.002663838822060295
Position 20703: 0.0026116254525786623
Position 19852: 0.0025326403746006826
Position 3655: 0.0025024600291645273
Position 5221: 0.0024549368412404866
Position 10921: 0.0024239237986603893
Position 2700: 0.002369039266681483
Position 13623: 0.002284399360084637
Position 10535: 0.002269235643843676
Position 6909: 0.002237406936914781
Position 13543: 0.0022036310774542363
Position 21694: 0.0021497183646602847
Position 12405: 0.002144868225346961
Position 19667: 0.0020318581409497953
Position 1117: 0.0019146425171750572
Position 322: 0.0019046171863290043
Position 20959: 0.0018983902671779436
Position 3897: 0.0018842182344254467
Position 14009: 0.0017869350228876596
Position 3494: 0.0017684159424157502
Position 10121: 0.0017368170494833019
Position 5378: 0.0017300930906050402
Position 7788: 0.001722366726305503
Position 15901: 0.0017213272872703127
Position 4297: 0.001705401463668599
Position 2477: 0.001696216845749953
Position 5369: 0.0016861081706843468
Position 9961: 0.0016530231124416827
Position 24042: 0.0016520731120091767
Position 20087: 0.0015702804972006236
Position 23660: 0.0015688250816443354
Position 5438: 0.0015584279015845213
Position 19752: 0.0015165185139628127
Position 14246: 0.0015120743988491039
Position 19804: 0.0014427810606814303
Position 15433: 0.0014352151183597106
Position 11790: 0.0013931003512958223
Position 21756: 0.0013901352441930254
Position 23388: 0.0013814093993357005
Position 21237: 0.0013691988400944836
Position 21946: 0.0013056115978727397
Position 3761: 0.0012915282321758746
Position 22150: 0.001285686796820551
Position 1462: 0.0012399606854256236
Position 3127: 0.0012034180157168507
Position 16155: 0.0011385325575080962
Position 15934: 0.0011364819328114975
Position 4126: 0.0011327930471206895
Position 1532: 0.001063117764396956
Position 7769: 0.0010630796819186767
Position 21716: 0.001061770375733763
Position 20383: 0.0010351245852456368
Position 22824: 0.0010155454201418211
Position 5977: 0.0009885818631979598
Position 15411: 0.0009730869891877519
Position 1928: 0.0009730419196206711
Position 16264: 0.0009285255808488347
Position 19987: 0.0009222823874700267
Position 6288: 0.0009077051614301124
Position 12792: 0.0008731803967406204
Position 20754: 0.0008645591888500684
Position 5285: 0.0008584599171343693
Position 9358: 0.0008534033557914432
Position 3567: 0.0008436076177878908
Position 24926: 0.0008211357522706486
Position 3308: 0.0008106456084362196
Position 3036: 0.0008040136883021407
Position 20007: 0.0007850185925450603
Position 4211: 0.0007627678242054352
Position 6587: 0.0007205157024614547
Position 16261: 0.0007100907926510403
Position 1538: 0.0006873641055243968
Position 16888: 0.0006716697565340317
Position 15466: 0.0006468279112464297
Position 20686: 0.0006126931017215186
Position 10665: 0.0005971055171329599
Position 10965: 0.000585975724730047
Position 3132: 0.00057814963506474
Position 2843: 0.0005672219209961518
Position 1770: 0.0005608780847612886
Position 23267: 0.0005583084558864748
Position 20545: 0.0005545331404103479
Position 1331: 0.0005512909579679564
Position 12932: 0.0004953277646161491
Position 5541: 0.000489784157825791
Position 10190: 0.0004563427784181868
Position 6075: 0.0004479579426717881
Position 5680: 0.00042273876972449397
Position 2840: 0.0004127722160950128
Position 20809: 0.0004112040468912661
Position 20732: 0.00039470885804681824
Position 1775: 0.0003831134041648936
Position 1712: 0.0003626232543212741
Position 4002: 0.0003485664607670429
Position 2427: 0.00033358000401703414
Position 1571: 0.00032935275602529476
Position 296: 0.000303871349320787
Position 20106: 0.00030117869488237466
Position 1275: 0.0002997679329670881
Position 6487: 0.0002977273944210319
Position 11329: 0.0002720064166443926
Position 3524: 0.0002717406555550187
Position 19222: 0.00026661677109984707
Position 13165: 0.00026277572199651594
Position 2362: 0.0002547036299305647
Position 13403: 0.0002494585304043697
Position 1813: 0.0002413052458458354
Position 10381: 0.000234568514340097
Position 6159: 0.00022237909412425695
Position 3398: 0.0002130698420093435
Position 3391: 0.000205049803682406
Position 3507: 0.00019075445676040425
Position 804: 0.00018382901266732597
Position 397: 0.00017382687578351933
Position 2550: 0.00017173477665417513
Position 1736: 0.00016779980066843772
Position 10680: 0.00014320037767412278
Position 2299: 0.00014044851814443184
Position 1844: 0.0001305506304821261
Position 1961: 0.00010790523611196161
Position 4227: 9.46952197059942e-05
Position 4248: 9.218771197461371e-05
Position 13061: 9.040028072557972e-05
Position 721: 8.582659079872639e-05
Position 4057: 7.751529038879666e-05
Position 2479: 7.620894595611475e-05
Position 2494: 7.389179547789571e-05
Position 10308: 7.153879323588014e-05
Position 2894: 6.186445190176811e-05
Position 16929: 6.000937874799308e-05
Position 1996: 5.814312943525165e-05
Position 6651: 5.419453731795313e-05
Position 1175: 4.865228438366263e-05
Position 6806: 4.614983561658461e-05
Position 750: 4.574957706383695e-05
Position 1479: 3.990874018503331e-05
Position 2120: 3.6867612166671166e-05
Position 16811: 3.605576734996983e-05
Position 9199: 3.1771621240154254e-05
Position 10696: 2.8052908712092307e-05
Position 2405: 2.796369342503582e-05
Position 1937: 2.7478186616789e-05
Position 1799: 2.7117776783401953e-05
Position 2442: 2.5372669776964393e-05
Position 10942: 2.501084822397984e-05
Position 6260: 2.4302985930145568e-05
Position 2016: 2.3820100722627662e-05
Position 5511: 2.1640901734189423e-05
Position 3112: 1.8695003900920883e-05
Position 19606: 1.838915026199672e-05
Position 1328: 1.2103141719929165e-05
Position 1468: 1.158694383040024e-05
Position 3426: 1.1169304185607061e-05
Position 531: 9.893531636365675e-06
Position 877: 8.67471067137167e-06
Position 6449: 8.50040768462344e-06
Position 1051: 8.399355430807455e-06
Position 833: 8.356111372421008e-06
Position 1283: 8.30827846550713e-06
Position 3189: 6.569114152579481e-06
Position 1491: 6.4245148787026435e-06
Position 2171: 6.284309516110094e-06
Position 1230: 5.750471530945209e-06
Position 1883: 5.349058483182869e-06
Position 1365: 5.249459910189617e-06
Position 770: 5.168481171347828e-06
Position 1535: 5.09115157166893e-06
Position 1519: 4.665067362167771e-06
Position 2342: 4.4931828382421144e-06
Position 2198: 4.483358003953053e-06
Position 1196: 4.253899502978397e-06
Position 4459: 4.146988123679584e-06
Position 17602: 4.143624941671758e-06
Position 17349: 4.074418589750698e-06
Position 1255: 4.027968878137089e-06
Position 3872: 3.952043355754986e-06
Position 3916: 3.7726363948008355e-06
Position 2680: 3.6844480492688812e-06
Position 2774: 3.3481202445475974e-06
Position 5559: 3.226345891979933e-06
Position 1314: 3.1652914523054917e-06
Position 1500: 2.8940477275812744e-06
Position 6704: 2.5902899335614607e-06
Position 2189: 2.5585205017638546e-06
Position 2080: 2.4849971406968063e-06
Position 2222: 2.4777832328922518e-06
Position 921: 2.183109452219189e-06
Position 1606: 1.9455289241549797e-06
Position 1220: 1.8414046907982527e-06
Position 10187: 1.6975376184276743e-06
Position 2578: 1.5546116366154041e-06
Position 1359: 1.5258395195302521e-06
Position 2277: 1.504280453540581e-06
Position 1987: 1.460245187524923e-06
Position 1941: 1.4373338123695404e-06
Position 325: 1.4208597640568272e-06
Position 1041: 1.37442115147738e-06
Position 1129: 1.2535692606223168e-06
Position 1875: 1.1232043132143052e-06
Position 1740: 9.806743041557267e-07
Position 1304: 9.329210358903618e-07
Position 2736: 7.818112567867803e-07
Position 2554: 5.647839470662285e-07
Position 259: 5.125604306281623e-07
Position 1493: 4.7438886544311847e-07
Position 926: 3.911199729675452e-07
Position 414: 3.8125149424531866e-07
Position 1339: 2.6120429024099774e-07
Position 1584: 2.1803482091038396e-07
Position 810: 1.9485630311957474e-07
Position 1244: 1.7769232212752944e-07
Position 2366: 1.68026087210607e-07
Position 1288: 1.5676730420609625e-07
Position 1508: 1.4104118927665888e-07
Position 1138: 1.3948198005033484e-07
Position 1378: 1.2643887395400183e-07
Position 1158: 1.234246960055595e-07
Position 616: 1.2261212636327043e-07
Position 351: 9.533514991014529e-08
Position 499: 8.539359033552051e-08
Position 354: 7.291004887475277e-08
Position 870: 6.823261232015334e-08
