Gene = PARS2
Position 421: 2.4557398251087855e-05
Position 182: 1.8682851618438074e-05
Position 124: 1.282944807598381e-05
Position 840: 1.121201783871754e-05
Position 483: 1.1121625712050211e-05
Position 266: 6.654301507843485e-06
Position 224: 5.25981212061636e-06
Position 21: 3.8280883749688424e-06
Position 38: 3.702165367056868e-06
Position 278: 3.191882091864053e-06
Position 457: 2.104846400057581e-06
Position 555: 1.9432302209973866e-06
Position 409: 1.8837163997910436e-06
Position 1053: 1.4072792756650508e-06
Position 399: 1.0592565337533616e-06
Position 402: 1.0081037316519731e-06
Position 242: 8.550833172410376e-07
Position 487: 6.178415302191934e-07
Position 24: 6.164309990699037e-07
Position 604: 2.313198094994467e-07
Position 230: 2.003609485716712e-07
Position 307: 1.1258661133898565e-07
Position 557: 1.0076567049745287e-07
Position 475: 4.9030515833514644e-08
Position 636: 2.7813722107952844e-08
Position 232: 1.8458497631294455e-09
Position 298: 3.212844066920738e-10
Position 367: 2.7536674345572667e-10
Position 290: 2.6090700436715527e-10
Position 155: 1.9753190166107493e-10
Position 281: 1.6123580721236872e-10
Position 436: 2.839392465383146e-11
Position 239: 3.2992493508453573e-12
Position 174: 1.2414951574786332e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6813: 0.8421872519167863
Position 5323: 0.5141533645915903
Position 6984: 0.48060876263543245
Position 5493: 0.39386712160732057
Position 5532: 0.3021910741077739
Position 5435: 0.24435316438055646
Position 3920: 0.17131394573984116
Position 6547: 0.13357495316015539
Position 7488: 0.12073316800237707
Position 4961: 0.11416646006964211
Position 4812: 0.10626906423152978
Position 7187: 0.08795587079826934
Position 5346: 0.08538535546232116
Position 6614: 0.0636807785297108
Position 1179: 0.05403980093918186
Position 5097: 0.050130474648546045
Position 7221: 0.044003648880384987
Position 7115: 0.03448615048165327
Position 3017: 0.03182783980500757
Position 531: 0.02890807460181971
Position 478: 0.02382029481659718
Position 6182: 0.017805937573139533
Position 2539: 0.015642814053154954
Position 6001: 0.014292138639306486
Position 6486: 0.011433164269244012
Position 659: 0.009359058237584728
Position 1120: 0.009310375298688011
Position 7424: 0.008793008246708941
Position 256: 0.00874511035500809
Position 6790: 0.008739481053658325
Position 6412: 0.008090503419223138
Position 7135: 0.007871897116170163
Position 6424: 0.007866291484042285
Position 680: 0.00725194146655265
Position 2524: 0.006488578873787176
Position 4278: 0.00555462882900619
Position 5859: 0.0055485179602675055
Position 5499: 0.005247290635204101
Position 587: 0.0047942143594996356
Position 7504: 0.004786396112940057
Position 3847: 0.00429991546531327
Position 5405: 0.004064014633940183
Position 1034: 0.003487208925202076
Position 7032: 0.003066957626699604
Position 251: 0.0026625773238953174
Position 6446: 0.0024184940181079693
Position 6324: 0.002386210020408441
Position 1330: 0.002101026670354878
Position 2716: 0.002050888610585936
Position 699: 0.002045167551373484
Position 5652: 0.0017801032218021397
Position 7255: 0.0016254454117476608
Position 483: 0.0015752874021184118
Position 2674: 0.001570716467153864
Position 5862: 0.0014673339488678065
Position 502: 0.0014611401593764381
Position 3168: 0.0014439629510733672
Position 3993: 0.001288655159722313
Position 352: 0.0012768741131740373
Position 6766: 0.001194424761740708
Position 5456: 0.0010756123918779829
Position 7039: 0.0010098345165194373
Position 6081: 0.0009964187465587835
Position 5649: 0.0009823744180467583
Position 7350: 0.000897005144322952
Position 3113: 0.0008729646987667849
Position 6708: 0.0007511726523387896
Position 5186: 0.0007134317183660191
Position 288: 0.0007113898221053265
Position 6959: 0.0006830038449942514
Position 6590: 0.0006698816708932846
Position 1258: 0.0006402694748266994
Position 7228: 0.0005522016960396682
Position 5902: 0.0005358781766865335
Position 1084: 0.00045996500414588335
Position 5580: 0.0004008386059813639
Position 6739: 0.0003770911100577678
Position 7602: 0.00034272886544082164
Position 1236: 0.00033840696587245263
Position 182: 0.00028223845259263354
Position 313: 0.00024465926582920017
Position 1183: 0.00023931882501035238
Position 973: 0.0001975148829572423
Position 7460: 0.0001678684707800285
Position 6047: 0.00013823106763568882
Position 604: 0.0001146625185347462
Position 6240: 0.00011300832295546372
Position 629: 0.00011074025072898755
Position 4517: 8.962759121807317e-05
Position 902: 5.885242021166316e-05
Position 298: 4.3857226514966496e-05
Position 1126: 3.870527057066956e-05
Position 1273: 3.139174792343312e-05
Position 2687: 2.974577798507021e-05
Position 3086: 2.8623791642902653e-05
Position 290: 1.5563673505114916e-05
Position 307: 1.2177172574697016e-05
Position 2586: 5.379107525057287e-06
Position 5880: 3.5190941567344422e-06
Position 373: 2.8725660021938557e-06
Position 141: 2.453027383641328e-06
Position 2542: 2.177963253386045e-06
Position 737: 1.9003022598364932e-06
Position 1376: 1.7760371958027748e-06
Position 771: 1.6521968708579943e-06
Position 135: 1.3353003094238118e-06
Position 443: 1.0931512160287075e-06
Position 1297: 1.028000739495869e-06
Position 323: 4.193222275982691e-07
Position 571: 3.469344765376394e-07
Position 449: 7.596789173885612e-10
Position 511: 5.12550075316111e-10
