Gene = ANKUB1
Position 14140: 0.009455196347915409
Position 14334: 0.00789542689202203
Position 14411: 0.005933174565124567
Position 5514: 0.0057779059175449374
Position 5314: 0.005375775571462448
Position 2295: 0.0051657435453344395
Position 14788: 0.0048077512240949
Position 7163: 0.0047269177684475805
Position 1445: 0.0040076472867830275
Position 1429: 0.003345643410688876
Position 4818: 0.0029850061616447997
Position 1744: 0.002953679508699262
Position 1484: 0.0027766341044694327
Position 14737: 0.0026823621226417026
Position 649: 0.002024281230584018
Position 4745: 0.0018239301044469765
Position 12728: 0.0016684267976831417
Position 5628: 0.0013915511751971003
Position 14815: 0.0012836517943565137
Position 1317: 0.0012811034007639659
Position 12979: 0.0012388986353940768
Position 13160: 0.0011502642820849104
Position 1490: 0.0011425463175962314
Position 1334: 0.0009428562903043634
Position 1605: 0.0009272565785731212
Position 3686: 0.000903103472415666
Position 877: 0.0008904592372190121
Position 2309: 0.000774866479267427
Position 237: 0.0007160342096790966
Position 1682: 0.0006267168268137306
Position 397: 0.0005699943377046961
Position 1493: 0.0005663714747039578
Position 3442: 0.0005643123145042458
Position 1935: 0.000557505568567038
Position 3362: 0.0005019417799973648
Position 1375: 0.0004925830800050895
Position 1530: 0.0004568059850869789
Position 4086: 0.0003683691200510228
Position 11622: 0.0002915242861719623
Position 860: 0.00025786069034210363
Position 203: 0.0002462483618524503
Position 301: 0.00023628903097830812
Position 1202: 0.00023069319562709113
Position 1279: 0.00022903081535849838
Position 1611: 0.00019807350946022268
Position 5370: 0.00018338846306237614
Position 1011: 0.00017652396748844587
Position 405: 0.0001744412652218344
Position 620: 0.0001666771199241331
Position 331: 0.00016352220003661933
Position 4099: 0.0001628592947577727
Position 900: 0.00015663724365032436
Position 656: 0.00015223648885004403
Position 1809: 0.00014413642347434674
Position 1222: 0.00012672739158484355
Position 1753: 0.00012180868295531849
Position 1180: 0.00010924087841334723
Position 1346: 0.00010597561523346296
Position 9419: 0.00010440933469565854
Position 824: 8.826314196985077e-05
Position 5353: 7.214984508623674e-05
Position 1240: 6.636030121681772e-05
Position 1852: 5.5270443302207474e-05
Position 2716: 5.283615078033626e-05
Position 2932: 5.237445985256855e-05
Position 3520: 5.195378893248721e-05
Position 336: 5.15344019998434e-05
Position 2884: 4.837095763754198e-05
Position 7334: 4.126801116392888e-05
Position 599: 4.0495611570259574e-05
Position 4118: 4.022853438713321e-05
Position 1533: 3.664297788999765e-05
Position 5025: 3.605049146350225e-05
Position 5003: 3.444323181060123e-05
Position 2910: 2.804160938942682e-05
Position 2394: 2.469489017117136e-05
Position 729: 2.4175921701937753e-05
Position 1655: 2.3461277357445517e-05
Position 422: 1.938125820760074e-05
Position 4629: 1.703318672877995e-05
Position 2677: 1.670231050038333e-05
Position 5335: 1.6221941243259524e-05
Position 3359: 1.578398483546218e-05
Position 907: 1.513489254294946e-05
Position 5078: 1.29495701676463e-05
Position 181: 1.1010643673908278e-05
Position 525: 1.0677876088908887e-05
Position 2208: 9.251148603574253e-06
Position 4551: 9.171023301251195e-06
Position 534: 8.958763308560098e-06
Position 259: 8.820807411721541e-06
Position 740: 8.15759291660952e-06
Position 3924: 7.829613556771583e-06
Position 3718: 7.589305380166031e-06
Position 2042: 7.231278320497431e-06
Position 1139: 7.13622919730414e-06
Position 4158: 7.0917576455526754e-06
Position 713: 6.623540159596706e-06
Position 1979: 4.842707944401928e-06
Position 864: 3.956354048236478e-06
Position 964: 3.7660763668660576e-06
Position 461: 3.7554059063839796e-06
Position 256: 3.515524454484562e-06
Position 710: 2.4533121236786347e-06
Position 150: 2.112474192109588e-06
Position 2137: 1.5517470640632142e-06
Position 210: 1.24476968662352e-06
Position 3466: 1.1545945202267848e-06
Position 2096: 7.849394494518242e-07
Position 346: 3.166420341530756e-07
Position 340: 2.932768983866228e-07
Position 408: 2.7126584649774016e-07
Position 625: 1.5254113127656869e-07
Position 126: 1.508310734518734e-07
Position 627: 8.913363283582172e-08
Position 1384: 8.897403102088708e-08
Position 546: 5.597738406131679e-08
Position 769: 5.229590164780517e-09
Position 948: 1.6421203099073397e-09
Position 1050: 7.942362222731653e-10
Position 79: 6.920972831591053e-10
Position 110: 5.782214855461579e-10
Position 744: 4.743815973480048e-10
Position 72: 2.0135754810251634e-10
Position 123: 1.2986408059781357e-12
