Gene = FRRS1L
Position 18881: 0.0014569781485898102
Position 20741: 0.0014525165869193274
Position 23142: 0.001335100375671963
Position 17814: 0.0012038845738956163
Position 3897: 0.0010207813454948885
Position 1316: 0.0009792989399182476
Position 4260: 0.0009211954471870947
Position 2860: 0.000770313176672664
Position 18958: 0.0006788257625058844
Position 20306: 0.0006561088114531455
Position 2261: 0.000605952819432447
Position 2291: 0.0005386241591127188
Position 18604: 0.0004304781655389181
Position 2994: 0.0003973642565042654
Position 20667: 0.0003395080850614586
Position 20448: 0.00033911479694656934
Position 985: 0.0003345308354739852
Position 524: 0.00030701016615012093
Position 2154: 0.000205075752375994
Position 2183: 0.00020300884984635978
Position 618: 0.00020049724125426047
Position 1164: 0.00019838579696767984
Position 12800: 0.00015083281987267018
Position 1522: 0.00013334044635996735
Position 2120: 0.00012472641228761846
Position 2081: 0.00012027687845870237
Position 1253: 0.0001096263287348118
Position 1477: 0.0001062588760400705
Position 1413: 0.00010224546046561345
Position 1056: 9.707860184925782e-05
Position 1937: 9.07639905181288e-05
Position 17733: 8.67633739402744e-05
Position 17747: 8.465340987284384e-05
Position 2332: 6.566656826834452e-05
Position 13508: 5.266123092512052e-05
Position 511: 4.2478048738229106e-05
Position 2197: 4.2264074449555354e-05
Position 499: 3.1012041825773436e-05
Position 14014: 2.9416272537504816e-05
Position 884: 2.7688972902822605e-05
Position 575: 2.282025846894361e-05
Position 2048: 2.047524567293753e-05
Position 1902: 1.9929743883597223e-05
Position 1789: 1.3305883208378747e-05
Position 2493: 1.2036695469059325e-05
Position 1833: 1.1870427478361907e-05
Position 2034: 9.280323430819898e-06
Position 7640: 8.356232225341324e-06
Position 12361: 6.601824135183788e-06
Position 1453: 5.337963447287272e-06
Position 3546: 4.769938359345059e-06
Position 7533: 4.17197867096309e-06
Position 2136: 4.166085784668038e-06
Position 2551: 4.153597923994483e-06
Position 3247: 3.76622363786198e-06
Position 913: 3.7168084403088556e-06
Position 863: 3.5207889204395333e-06
Position 3573: 3.4870626482758546e-06
Position 1886: 2.8056146812174326e-06
Position 4982: 2.63151898771759e-06
Position 234: 2.602465674069385e-06
Position 2073: 2.4997209594897276e-06
Position 3685: 2.3216511471055607e-06
Position 1227: 2.0455645178901303e-06
Position 3870: 1.5855433218136641e-06
Position 2267: 1.5678388598424807e-06
Position 3086: 1.4946245377922193e-06
Position 1285: 1.4441936137275214e-06
Position 5841: 1.2752721126622658e-06
Position 1166: 1.242666763328573e-06
Position 3196: 1.15601139135817e-06
Position 1372: 8.775055855775851e-07
Position 1124: 7.999332729838211e-07
Position 3933: 6.795462838803868e-07
Position 550: 2.703094965303544e-07
Position 1184: 2.4045042207228585e-07
Position 580: 2.3068261600278696e-07
Position 238: 2.042041402570899e-07
Position 1494: 1.9621952540642678e-07
Position 753: 8.600732921176964e-08
Position 463: 7.765137183529742e-08
Position 1210: 5.477747405777316e-10
Position 1058: 4.639448547068555e-11
Position 1272: 4.066912528298041e-11
Position 1320: 3.7728542184800576e-11
Position 1197: 2.4637129096510108e-11
Position 557: 2.1205773655430552e-11
Position 1079: 1.9903581203513514e-11
Position 1140: 1.384234761952459e-11
Position 1258: 1.345875984153413e-11
Position 531: 1.2355346783285493e-11
Position 1038: 1.2040040713960017e-11
Position 1204: 1.199587706207165e-11
Position 486: 9.501759191347173e-12
Position 173: 9.32560505858336e-12
Position 386: 9.006125172038519e-12
Position 1043: 8.272054853035345e-12
Position 536: 6.715007261222856e-12
Position 123: 5.476628285679759e-12
Position 526: 4.8772271886764506e-12
Position 359: 3.96883124923471e-12
Position 389: 2.814861950756464e-12
Position 468: 2.469453591613135e-12
Position 929: 1.7439429789543913e-12
Position 466: 1.5122387333279693e-12
Position 448: 1.3961761998973382e-12
Position 915: 1.0170169424848534e-12
Position 476: 4.958692260304389e-13
Position 314: 3.293687433030756e-13
Position 714: 2.0797817650151777e-14
Position 678: 1.2386099209817413e-14
Position 545: 1.0562884878439107e-14
Position 480: 1.0414974166406943e-14
