Gene = NICN1
Position 6010: 0.0002869048842553925
Position 2264: 0.00024358738697673605
Position 4185: 0.00024249247271735674
Position 3289: 0.00023661419903399936
Position 1477: 0.00023043614417095362
Position 1108: 0.00018529672909133103
Position 2493: 0.00016016422239871936
Position 3889: 0.00014980775976252293
Position 1300: 0.0001436084607341144
Position 3783: 0.00013719422838159704
Position 2371: 0.00013705325471366345
Position 5136: 0.00013638717775193922
Position 6338: 0.00012797532041675593
Position 5100: 0.00012688441590115215
Position 4346: 0.0001230580191051657
Position 2170: 0.00011033872755303122
Position 1686: 0.0001100833775064807
Position 3074: 0.0001085374859233773
Position 4634: 0.00010231696670425018
Position 343: 9.275047642095807e-05
Position 2386: 9.274220923956925e-05
Position 3483: 9.043983168732714e-05
Position 2621: 8.977812389648749e-05
Position 1382: 8.972706108684609e-05
Position 2250: 8.929536851290788e-05
Position 822: 8.26474805364103e-05
Position 1133: 7.627248088172568e-05
Position 3797: 7.617720111252184e-05
Position 2006: 7.520085177844914e-05
Position 632: 7.369876435800034e-05
Position 2716: 7.184411637629091e-05
Position 1852: 6.257062114032783e-05
Position 3534: 5.241468134941482e-05
Position 3251: 4.34268423171353e-05
Position 1921: 4.044427546042623e-05
Position 1189: 3.84094094027062e-05
Position 2752: 3.08712686487532e-05
Position 3509: 2.9166168639636528e-05
Position 1450: 2.893068703401766e-05
Position 2661: 2.8651110496336528e-05
Position 3718: 2.7643529782378455e-05
Position 3715: 2.6964232090345076e-05
Position 797: 2.6744751578103084e-05
Position 1565: 2.5042603022719566e-05
Position 850: 2.3914448242367894e-05
Position 371: 2.2873011075792457e-05
Position 2173: 2.1976792484792532e-05
Position 1554: 1.9302560864648493e-05
Position 541: 1.8922970915369624e-05
Position 1878: 1.6417796225575556e-05
Position 3583: 1.4358760527725764e-05
Position 1688: 1.1287406802537223e-05
Position 1359: 1.119440025935151e-05
Position 1784: 1.0486768610146528e-05
Position 1767: 9.601498051712817e-06
Position 456: 9.557062939649822e-06
Position 986: 9.322871646700996e-06
Position 771: 8.93018965487199e-06
Position 288: 7.95099342207326e-06
Position 443: 6.4607922843827475e-06
Position 768: 5.047137087413153e-06
Position 864: 4.68212359271138e-07
Position 916: 4.6002788339385684e-07
Position 311: 3.0758397508388784e-07
Position 1692: 2.89553431429532e-07
Position 969: 2.8610781421866746e-07
Position 1828: 2.833927903433218e-07
Position 137: 2.7982341578566496e-07
Position 120: 2.5501813860224555e-07
Position 162: 1.6937908200389604e-07
Position 614: 1.565988351987689e-07
Position 955: 9.226919291960711e-08
Position 993: 6.527443326365885e-08
Position 706: 5.958280664755771e-08
Position 129: 3.602908634067068e-08
Position 1114: 1.1237670737748634e-08
Position 1540: 1.0175553423594109e-08
Position 1605: 6.286864679019656e-09
Position 1346: 1.862856727954768e-09
Position 689: 1.1636228871129136e-09
Position 4003: 1.083075619244273e-09
Position 750: 3.893573762891345e-10
Position 396: 3.458967554991222e-10
Position 218: 1.840751343061416e-10
