Gene = CLDND1
Position 239: 2.3707108058187488e-05
Position 1297: 1.6255007058669197e-05
Position 85: 1.592504667056832e-05
Position 1239: 1.403479980184939e-05
Position 948: 1.316601259954964e-05
Position 283: 1.067279449997459e-05
Position 118: 8.394741420549178e-06
Position 895: 6.4319289358671735e-06
Position 61: 5.660438666053513e-06
Position 484: 5.635630030989359e-06
Position 456: 4.725295522451156e-06
Position 152: 4.634696980395875e-06
Position 700: 3.0504371719228664e-06
Position 1303: 2.992739640756643e-06
Position 685: 1.56736740689458e-06
Position 246: 9.629112775142463e-07
Position 1749: 7.428322606581441e-07
Position 921: 4.595964035188138e-07
Position 642: 4.1258938546693063e-07
Position 903: 2.854900609899531e-07
Position 233: 2.7092523923520447e-07
Position 318: 1.7540644804545376e-07
Position 4552: 1.4823165156179048e-07
Position 4323: 1.1226802832009529e-07
Position 4772: 1.1157977809540493e-07
Position 214: 4.094130893526735e-08
Position 149: 1.7747565319396843e-08
Position 5: 1.37130994933255e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5895: 0.498871005974738
Position 6300: 0.4583165954669767
Position 4047: 0.42909619296496077
Position 5853: 0.4210936194550913
Position 7210: 0.24938868976920245
Position 6815: 0.10375502943921172
Position 6163: 0.0976800530208952
Position 7169: 0.08306877131638904
Position 3789: 0.06828190950972401
Position 1120: 0.06651913451511482
Position 403: 0.06638632791581477
Position 4319: 0.05798427326186411
Position 1600: 0.04750426018618903
Position 4028: 0.03746583452302795
Position 5682: 0.03129586589714866
Position 431: 0.023952891980515683
Position 2355: 0.023567992942637908
Position 1324: 0.02336214195140912
Position 7129: 0.02254988132629599
Position 6606: 0.02108525364742912
Position 3976: 0.020014141087706713
Position 1665: 0.018209316988812136
Position 3864: 0.015826570144447834
Position 5575: 0.011317771195684508
Position 6040: 0.010898289503602087
Position 4049: 0.009712147878415511
Position 5870: 0.009688454541046814
Position 7400: 0.009541768511817655
Position 3420: 0.009045185620549052
Position 5890: 0.008379584444765659
Position 1691: 0.00762595255558907
Position 4322: 0.007217412093683127
Position 4359: 0.006148270111599577
Position 6576: 0.005610703469841832
Position 324: 0.005374098875645131
Position 5718: 0.0051818741191198186
Position 1640: 0.0050743293055960405
Position 7215: 0.00489613601042832
Position 1203: 0.004764282899030455
Position 1339: 0.004497957688540196
Position 6127: 0.0042804769579372764
Position 5991: 0.003816911449470287
Position 1222: 0.0034802878083553287
Position 437: 0.003419039688522959
Position 7073: 0.0032934803381816377
Position 4097: 0.003216697970608782
Position 6222: 0.00272047665853119
Position 4286: 0.0020893564525475807
Position 6761: 0.0019860085207330453
Position 6104: 0.001975571309295567
Position 7251: 0.0018149782484958336
Position 1785: 0.001703336502374169
Position 2024: 0.0015875243560654218
Position 1346: 0.0015335420435892487
Position 2209: 0.001532132109807207
Position 2883: 0.0013845209946411635
Position 1841: 0.0013479176388050368
Position 4366: 0.0013211542545046846
Position 339: 0.001272758426296667
Position 7470: 0.0012513253431603473
Position 1706: 0.00112747966044486
Position 1605: 0.001028642932041453
Position 2313: 0.000875468313391727
Position 6229: 0.0008713347535711878
Position 4242: 0.0007220765079879879
Position 1123: 0.0006882864225275817
Position 2260: 0.0006236465360875006
Position 4153: 0.0006209025010423089
Position 1382: 0.000557911470183707
Position 384: 0.00038905801862791086
Position 5126: 0.00036715074884443753
Position 7081: 0.0003663093802921838
Position 6184: 0.00034583841189369055
Position 1042: 0.00033864734227916874
Position 453: 0.0003037231365649056
Position 5517: 0.00025391718702473087
Position 4506: 0.0002369462420563651
Position 3113: 0.00020482792907737028
Position 1796: 0.0001711205486206832
Position 1728: 0.00014701286494547055
Position 625: 0.00013611091977021783
Position 3246: 6.857567313059376e-05
Position 2623: 3.9674495525987945e-05
Position 666: 3.4187992781644e-05
Position 2543: 2.6853086038609724e-05
Position 1137: 2.3958685151631475e-05
Position 2653: 2.1381225652329688e-05
Position 1958: 1.9628207029429837e-05
Position 2215: 1.71877333738436e-05
Position 440: 7.432640070301059e-06
Position 601: 7.26138745391521e-06
Position 703: 4.891054587724148e-06
Position 263: 3.6444299682601743e-06
Position 1139: 3.237244346524603e-06
Position 1239: 3.1925788827878897e-06
Position 225: 2.891668303723055e-06
Position 1602: 2.813278171908704e-06
Position 1733: 2.6352658784725284e-06
Position 634: 1.7894542014408571e-06
Position 331: 1.4585179928954889e-06
Position 484: 1.4221563299784001e-06
Position 715: 1.3480293304902086e-06
Position 731: 2.821158122786289e-07
Position 307: 2.0036625031627754e-07
Position 501: 1.5113088000112345e-07
Position 1617: 1.365067631015617e-07
Position 867: 8.818910223821257e-08
Position 265: 4.708917074732435e-08
Position 823: 4.118364327467578e-08
Position 4692: 4.085401752364238e-08
Position 183: 1.9697260150952353e-08
Position 569: 1.5956657069418554e-08
Position 766: 1.3644522973747877e-08
Position 186: 7.780956780161651e-09
Position 162: 1.4531409999157976e-11
Position 199: 1.7781669637938902e-12
Position 164: 1.6908897221548542e-12
