Gene = HGD
Position 730: 1.0742028162283245e-07
Position 851: 9.503080507586005e-08
Position 245: 7.675645134210825e-08
Position 333: 7.024673989081072e-08
Position 351: 5.391351943480727e-08
Position 874: 3.589178988745036e-08
Position 318: 2.5677873144178073e-08
Position 24: 2.2427501658641177e-08
Position 312: 1.478436465018666e-09
Position 277: 2.3121019482443343e-10
Position 283: 1.7356303458874422e-10
Position 701: 2.4243567948039492e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12038: 0.9973237254014414
Position 7581: 0.982247035091268
Position 4167: 0.5482581949268273
Position 6707: 0.4730572970278014
Position 4541: 0.3330791791691363
Position 11653: 0.3212464444184166
Position 25508: 0.28640546128741023
Position 7789: 0.2797345735184448
Position 7754: 0.268662631618023
Position 3309: 0.2074875959115544
Position 13831: 0.17768208093880902
Position 14577: 0.12130143616844517
Position 20614: 0.09618755433048051
Position 14208: 0.07641623678952084
Position 12748: 0.07062627886048653
Position 20237: 0.07022215731824125
Position 8869: 0.05911752733153347
Position 8488: 0.05458199654580841
Position 825: 0.053417331855545404
Position 16726: 0.051356088931202123
Position 12387: 0.04654273124819496
Position 13489: 0.043772285826928645
Position 17436: 0.039481379375626055
Position 13565: 0.037862726385280286
Position 3270: 0.03754196785268581
Position 18886: 0.034794893651045385
Position 8962: 0.03231773480127746
Position 4579: 0.0321704306269975
Position 5887: 0.03140759226999027
Position 14516: 0.03139965572906871
Position 10976: 0.030516910608798534
Position 2142: 0.029336624924382975
Position 5208: 0.027266582522580234
Position 15146: 0.023712104109605177
Position 7971: 0.02315526319881302
Position 3206: 0.023043027803441158
Position 13772: 0.021738441632250215
Position 10246: 0.01970664192870674
Position 12796: 0.018980581552199085
Position 1577: 0.013493026346761887
Position 14449: 0.013387769332466312
Position 15247: 0.012539079075823432
Position 18843: 0.012515782503578998
Position 8261: 0.01216366611212189
Position 11785: 0.011612501298013136
Position 8199: 0.011106681023500709
Position 18284: 0.010953204592977212
Position 733: 0.010794310163459175
Position 2081: 0.010253386079715735
Position 8384: 0.009743503538286487
Position 4070: 0.00973248928950042
Position 13154: 0.009615167729751373
Position 4693: 0.009545113845506046
Position 8621: 0.009506047303128203
Position 13265: 0.008907106010557046
Position 11067: 0.008584436908167757
Position 16573: 0.00833014809290472
Position 4671: 0.008321713871487021
Position 5890: 0.00736952886049158
Position 874: 0.007147437797913927
Position 295: 0.006766905566536372
Position 13996: 0.006728555700864028
Position 19860: 0.0061963854878454485
Position 17228: 0.006092373139807436
Position 629: 0.00593576570603487
Position 14805: 0.005445441236688282
Position 1669: 0.005361321909311642
Position 8170: 0.005299330926054033
Position 3671: 0.005024998241141725
Position 13692: 0.004937160186831068
Position 312: 0.00492412232771471
Position 2186: 0.0043546671622538636
Position 7593: 0.004162529491150192
Position 3173: 0.003922240064888399
Position 1487: 0.003841985087991058
Position 16129: 0.0037132119875907515
Position 2098: 0.0036227011188670354
Position 4402: 0.003448736253778994
Position 600: 0.003383361500102676
Position 3876: 0.0032153181064525477
Position 1377: 0.002802460326246744
Position 3631: 0.0027406889439968393
Position 14076: 0.0026765677749641965
Position 1622: 0.002402033431919796
Position 3092: 0.002305908514561644
Position 3616: 0.0023004804912902517
Position 308: 0.0020783242672251703
Position 2328: 0.001933360964738933
Position 13511: 0.0017233334937294756
Position 6389: 0.001622615230412005
Position 7468: 0.0016192858200158415
Position 5369: 0.0016164761565818453
Position 333: 0.0015447494797884906
Position 3992: 0.0014118915177254924
Position 14284: 0.001275869506748786
Position 3386: 0.0012751807627316082
Position 602: 0.0012125937500958197
Position 1069: 0.0012038636874850892
Position 12470: 0.0012025501264014082
Position 13388: 0.0011321596869979234
Position 8665: 0.0011161469078817142
Position 13712: 0.0011129450036124586
Position 12801: 0.0010953413285564309
Position 2129: 0.0010473368025948205
Position 16318: 0.000998144142903631
Position 1594: 0.000978845526886022
Position 3817: 0.0009472352807963145
Position 851: 0.0009018542338483121
Position 15675: 0.0008897802137349341
Position 2190: 0.0008418992723253666
Position 9173: 0.0007546450200325576
Position 12765: 0.0007085525345069128
Position 987: 0.0007055764719881701
Position 1306: 0.0006747085171935687
Position 12363: 0.0006617131934713442
Position 945: 0.000623178042075317
Position 338: 0.0005906896717599233
Position 1609: 0.000588826556368847
Position 13441: 0.0005840195348626158
Position 7623: 0.0005569997240960562
Position 2150: 0.000528677955006596
Position 5770: 0.0004856925498047609
Position 4256: 0.0004101081648926721
Position 3274: 0.0004033889920062107
Position 2820: 0.0003815349348078901
Position 2104: 0.0003799505820182914
Position 1253: 0.00037034734278030694
Position 7834: 0.000319788207595522
Position 1642: 0.0003115807244851878
Position 895: 0.0002467501454928818
Position 513: 0.0002384507079668788
Position 545: 0.00021788758685508696
Position 8070: 0.00020999940936735923
Position 1105: 0.0002005088807292129
Position 883: 0.00019899433386575183
Position 2688: 0.00018767543788235472
Position 4117: 0.0001714945540126213
Position 4127: 0.00016228431767979784
Position 343: 0.0001603766684337203
Position 8032: 0.00013631176978997337
Position 2968: 0.00012074005459165453
Position 1046: 0.00011266891868629495
Position 7762: 6.50354330158462e-05
Position 7812: 4.487490464028174e-05
Position 11751: 4.158310357728557e-05
Position 12851: 4.0395617489027164e-05
Position 8880: 3.42108774233455e-05
Position 1885: 3.3483426942478534e-05
Position 4614: 3.279764242276438e-05
Position 434: 3.129562008413077e-05
Position 1358: 2.6523556766891685e-05
Position 855: 2.4645105676745866e-05
Position 1696: 2.388164321772549e-05
Position 909: 1.9499450955672223e-05
Position 291: 1.9125529554993156e-05
Position 372: 1.734001871081743e-05
Position 553: 1.4846865518853946e-05
Position 384: 1.4663007697097193e-05
Position 1932: 8.528513954226172e-06
Position 924: 3.4369437136683807e-06
Position 1329: 2.7206680310964743e-06
Position 1791: 2.1191656535510904e-06
Position 447: 2.066700642486164e-06
Position 3477: 1.641258739172488e-06
Position 1119: 1.5516715806910126e-06
Position 743: 1.4678907983003749e-06
Position 1646: 1.074225156098018e-06
Position 564: 1.0152978042599128e-06
Position 1554: 7.827240870777154e-07
Position 570: 4.145395384925853e-07
Position 1194: 4.115598179885493e-07
Position 263: 4.072688954697054e-07
Position 1260: 2.993050928662509e-07
Position 474: 2.7719552889254074e-07
Position 391: 2.659137989923306e-07
Position 1316: 2.154246598087226e-07
Position 529: 1.9258282631981902e-07
Position 1208: 1.839826798400419e-07
Position 1135: 1.5911331072761418e-07
Position 494: 1.3098826432899502e-07
Position 1157: 1.3032277918072217e-07
Position 1074: 1.290602804765757e-07
Position 1003: 1.2055812388509883e-07
Position 387: 1.1322052960950274e-07
Position 912: 1.0612884398842265e-07
Position 351: 7.38616097597219e-08
Position 394: 7.089516832531542e-08
Position 635: 5.678915302444764e-08
Position 537: 4.635134011890454e-08
Position 348: 4.183016812547926e-08
Position 318: 2.576992968680926e-08
Position 456: 2.5190433519450643e-08
Position 183: 1.0150036115405369e-08
Position 449: 8.155335474182155e-09
Position 374: 7.061829044183141e-09
Position 647: 5.6206983539257505e-09
Position 572: 4.110432622310968e-09
Position 238: 3.2673669561633967e-09
Position 641: 3.086589125757394e-09
Position 479: 3.0559781031276008e-09
Position 574: 2.957706867619889e-09
Position 454: 1.3654675583233292e-09
Position 555: 1.099294283197542e-09
Position 452: 9.192078105674312e-10
Position 111: 8.282602211846835e-10
Position 216: 7.876570754330055e-11
Position 139: 1.8130638159821206e-13
