Gene = GTF2E1
Position 7296: 0.0011194692835695401
Position 1476: 0.001099445235645884
Position 7017: 0.0010071002167702586
Position 1554: 0.0010030004857652366
Position 4391: 0.000992684325799765
Position 2873: 0.0008663803404564105
Position 6055: 0.000756237180679595
Position 2789: 0.000711956511372754
Position 7260: 0.000692278216308184
Position 5699: 0.0006888328524109927
Position 5173: 0.0006855104235145801
Position 366: 0.0006287724307128048
Position 6278: 0.0006092359849386784
Position 2380: 0.0005366556681106112
Position 2612: 0.000446077692167408
Position 7848: 0.0003857478977832692
Position 4636: 0.0003483807240936557
Position 4257: 0.0003147331615034997
Position 8268: 0.0002975416312443736
Position 2915: 0.0002786464026749915
Position 6666: 0.00024580231181273307
Position 5651: 0.0002384711101950277
Position 1792: 0.00023426507854899892
Position 2243: 0.00020009183165850983
Position 1981: 0.00019261055169458483
Position 1334: 0.0001682405808604303
Position 6753: 0.000154017502635311
Position 1815: 0.00012840387248249895
Position 2689: 0.00012779759502957796
Position 633: 0.00012740209595398292
Position 2231: 0.00011119607925019798
Position 784: 0.00010971539445281231
Position 2354: 0.0001079905257966761
Position 4568: 9.738726551839828e-05
Position 5000: 8.981636440356377e-05
Position 2267: 8.763147248113401e-05
Position 333: 8.195040023875544e-05
Position 4546: 7.892917871439158e-05
Position 2071: 7.336826325581165e-05
Position 3354: 7.151884258241821e-05
Position 3947: 6.719003531161679e-05
Position 3815: 6.593158578413417e-05
Position 4540: 6.283967174491608e-05
Position 1698: 5.923834379715829e-05
Position 1747: 5.527209067381142e-05
Position 4287: 4.804006713858318e-05
Position 674: 4.4813752114550354e-05
Position 3501: 4.177318980080915e-05
Position 2447: 3.6038468102807584e-05
Position 3473: 3.176070829035138e-05
Position 2621: 3.0485802222229256e-05
Position 4836: 3.0157284742824635e-05
Position 2639: 2.9637568084215913e-05
Position 1719: 2.8313252614849352e-05
Position 1351: 2.6133543172059765e-05
Position 2433: 2.289720558889376e-05
Position 411: 1.749726917632424e-05
Position 2180: 1.641552940068822e-05
Position 637: 1.5083914076693692e-05
Position 565: 1.2408369257837842e-05
Position 984: 1.2067900592093547e-05
Position 738: 1.1152771153308849e-05
Position 2812: 5.716237849421016e-06
Position 1413: 4.5412708371929075e-06
Position 2116: 1.741056613540551e-06
Position 2356: 1.4207661892824991e-06
Position 361: 1.2287035532626838e-06
Position 93: 1.1093585156688533e-06
Position 5772: 9.684915965971783e-07
Position 1684: 1.7993382972906264e-07
Position 315: 1.1801411650888204e-07
Position 243: 9.8615385562915e-08
Position 390: 9.198813016702887e-08
Position 219: 3.114372415902025e-08
Position 1256: 3.008717671605512e-08
Position 330: 1.4104807646171575e-08
Position 378: 1.2457451720045745e-08
Position 288: 7.1272223323005414e-09
Position 264: 1.624103525428677e-09
Position 290: 6.3979179222036e-10
Position 300: 2.6034373782547903e-10
Position 296: 2.4362642730152057e-10
Position 421: 1.8812384645717536e-10
