Gene = URGCP-MRPS24
Position 4027: 0.005529210870412024
Position 794: 0.005347670696750555
Position 5844: 0.005261246310266405
Position 4117: 0.0043222483989340576
Position 11566: 0.0034453355860448853
Position 2203: 0.0030903271589577284
Position 4080: 0.002993395102667156
Position 4996: 0.0029577914108046095
Position 839: 0.0025086935259757484
Position 9413: 0.0025024845575161167
Position 4548: 0.0024249007028682196
Position 7874: 0.0023668398034547714
Position 2255: 0.0022712246591567358
Position 162: 0.0021906857816637432
Position 6447: 0.0019494382959307419
Position 10917: 0.0017581474718146185
Position 2377: 0.0011557329978382352
Position 171: 0.0011486068334132468
Position 143: 0.0011345013265619348
Position 3667: 0.0008561214492249694
Position 1081: 0.0007265265089581913
Position 4597: 0.0006919698218151531
Position 8333: 0.0006883369770044636
Position 908: 0.0006746390500745507
Position 2308: 0.000629207444521586
Position 1184: 0.0005544132473588123
Position 816: 0.00046674388302096786
Position 4635: 0.0004345894698718341
Position 1301: 0.00041071454463433965
Position 1168: 0.00031436105486645235
Position 5403: 0.00030331399501945506
Position 4762: 0.00028406244438658685
Position 6141: 0.0002662009835206577
Position 870: 0.0002473435815527748
Position 3321: 0.00021341159598828855
Position 5484: 0.0002060461862184856
Position 7097: 0.00019942207863213318
Position 8716: 0.00019581067307366455
Position 8175: 0.00015432081560002737
Position 2584: 0.0001535783842763238
Position 6774: 0.00014763567671208873
Position 1625: 0.00011723458127602414
Position 3471: 0.00010129114933083797
Position 1788: 9.80046257301596e-05
Position 2462: 9.692735126451737e-05
Position 507: 7.973380347910845e-05
Position 5872: 7.292342539377593e-05
Position 6137: 5.681434649666978e-05
Position 1505: 5.377081843355586e-05
Position 5207: 4.699272715808053e-05
Position 1563: 4.388060786692096e-05
Position 5698: 3.803598716678503e-05
Position 843: 3.3824036934719646e-05
Position 2974: 3.331448448524394e-05
Position 4560: 3.2706589441495676e-05
Position 2764: 2.2653608083082942e-05
Position 1604: 2.206678221390509e-05
Position 2789: 2.1771970140687194e-05
Position 850: 2.0425865069124893e-05
Position 3474: 1.871636848272648e-05
Position 557: 1.6442772488188304e-05
Position 1747: 1.6167120446194867e-05
Position 3055: 1.558960373641947e-05
Position 1149: 1.5053733993687422e-05
Position 3368: 1.3196940488320506e-05
Position 2863: 1.152865799746312e-05
Position 2664: 8.85371892403754e-06
Position 1813: 8.119770377133269e-06
Position 1711: 7.846386291404586e-06
Position 2804: 7.821960225339263e-06
Position 292: 6.740387846840577e-06
Position 1048: 6.069141464816693e-06
Position 980: 5.458044710102556e-06
Position 924: 4.6316669448797975e-06
Position 3843: 2.8523953215840325e-06
Position 517: 2.3198638138105296e-06
Position 703: 1.9665560455456443e-06
Position 247: 1.7723126001092786e-06
Position 910: 1.295929635544653e-06
Position 346: 1.2335798731692877e-06
Position 1086: 1.0002913850083746e-06
Position 857: 9.757202577765898e-07
Position 3705: 9.439741581411683e-07
Position 968: 8.146366693670799e-07
Position 525: 8.017794509220806e-07
Position 536: 6.287553760884527e-07
Position 542: 4.796773448793333e-07
Position 252: 2.826708083363857e-07
Position 718: 2.405330776049148e-07
Position 751: 2.2588316693021296e-07
Position 958: 1.697031898646358e-07
Position 944: 1.6795641726549e-07
Position 563: 1.393404442809022e-07
Position 411: 1.3378571300496223e-07
Position 949: 7.897935195705844e-08
Position 321: 6.484213761465372e-08
Position 313: 6.1788545963507e-08
Position 1994: 5.965481505117551e-08
Position 342: 5.954510649202669e-08
Position 305: 4.784595601549162e-08
Position 93: 3.8722824617571827e-08
Position 1101: 8.219815188101555e-09
Position 1196: 6.8076513353712846e-09
Position 936: 4.319924048928173e-09
Position 986: 2.1672641527122416e-09
Position 357: 1.6716698187890435e-09
