Gene = YAE1D1
Position 1364: 2.6957554197650637e-06
Position 997: 2.0051805274495967e-06
Position 568: 1.9473295715586193e-06
Position 614: 1.922968455718339e-06
Position 1429: 1.9131559218520476e-06
Position 995: 8.218979043415068e-07
Position 449: 6.035302504692306e-07
Position 557: 3.8813985701638e-07
Position 256: 2.4487533540506404e-07
Position 135: 2.416462321406357e-07
Position 562: 2.2428483574230713e-07
Position 112: 2.2401876614908927e-07
Position 463: 1.9242457623471294e-07
Position 625: 1.4361340910547975e-07
Position 245: 8.72714013528692e-08
Position 235: 7.076217135564411e-08
Position 115: 2.970794384816753e-08
Position 109: 1.0238967800223143e-08
Position 1207: 1.306684305431864e-10
Position 75: 2.7359372468102896e-12
