Gene = HHLA3
Position 5494: 0.02769260711801728
Position 12018: 0.021178730178622887
Position 2543: 0.019488246211431994
Position 5458: 0.016644506831706877
Position 13076: 0.016041893721932588
Position 2498: 0.012501263880890439
Position 12610: 0.012098547737916491
Position 9048: 0.011994293878359898
Position 12539: 0.011365078954417716
Position 5664: 0.009909229883003613
Position 8823: 0.009885336247238136
Position 7257: 0.009178539166347267
Position 4525: 0.007122174821728159
Position 665: 0.0068437862901287025
Position 8926: 0.006577340287102862
Position 5431: 0.006223921847307934
Position 13028: 0.005711667982737569
Position 12168: 0.0055513158677642505
Position 3260: 0.004891933861832791
Position 4575: 0.004468617523369525
Position 2815: 0.004463602438445815
Position 12268: 0.004021222550436519
Position 12531: 0.003987919495124404
Position 2607: 0.003622003468520756
Position 643: 0.003559574270511248
Position 5553: 0.0034016227377895595
Position 3705: 0.002653449009614146
Position 9192: 0.002651311801717264
Position 9648: 0.002025541430337916
Position 9591: 0.0018416695961550216
Position 12757: 0.0017641322927333814
Position 545: 0.0015725726782431755
Position 5612: 0.0012322377607327324
Position 6725: 0.0012026473966623152
Position 4498: 0.001117857365724395
Position 869: 0.000980179726305185
Position 7431: 0.0009367518078154787
Position 3848: 0.0007885323817802716
Position 7556: 0.0007702454985698695
Position 3899: 0.0007535328336284451
Position 2667: 0.0007202883399689389
Position 2709: 0.0006293726520761127
Position 9719: 0.0006090703179829727
Position 1495: 0.000588858335056869
Position 2339: 0.0005693740912890943
Position 8609: 0.000516418356521697
Position 603: 0.0005003187816086289
Position 3731: 0.00045401920751526593
Position 6704: 0.0004373728043711733
Position 564: 0.00039879415391925994
Position 2628: 0.0003553917455689592
Position 204: 0.00035410418850863296
Position 3075: 0.0003207322100715331
Position 12070: 0.0002965210531103255
Position 2955: 0.00025473411308425903
Position 4840: 0.00024988476062683855
Position 1677: 0.00020812615960798337
Position 257: 0.00018810156378008846
Position 5586: 0.00017368170792580532
Position 5596: 0.0001704514615873572
Position 3874: 0.0001611476852359763
Position 8676: 0.00015205423107297574
Position 6533: 9.559078434834324e-05
Position 1422: 9.142886306442495e-05
Position 3256: 9.108891606681345e-05
Position 1517: 8.707984760447926e-05
Position 5052: 8.659060869503776e-05
Position 7336: 8.38056785964219e-05
Position 1225: 8.205737383791366e-05
Position 7078: 7.09240831680576e-05
Position 8031: 6.770289635193728e-05
Position 1259: 6.319997542859895e-05
Position 4137: 5.616399681633695e-05
Position 3473: 5.550963574407631e-05
Position 680: 4.527878923418976e-05
Position 4747: 4.367255581655695e-05
Position 1159: 4.3662072887225724e-05
Position 1810: 3.8580507547742136e-05
Position 935: 3.8106104066685395e-05
Position 1991: 3.1530270607303714e-05
Position 1634: 2.7869187194216698e-05
Position 4199: 2.6796819220987402e-05
Position 1348: 2.5110895572471036e-05
Position 3421: 2.3914451551195664e-05
Position 1307: 2.103316124810187e-05
Position 314: 1.9781417937499237e-05
Position 3981: 1.8147274387800005e-05
Position 2324: 9.386099418481417e-06
Position 1268: 8.869236689204878e-06
Position 2041: 7.404534989588884e-06
Position 798: 6.102382159269071e-06
Position 2360: 5.9115086628406535e-06
Position 1371: 4.7281450250912795e-06
Position 2344: 4.528394261631228e-06
Position 1022: 4.238430122868666e-06
Position 2788: 2.6200555287326807e-06
Position 2911: 2.2022650099823385e-06
Position 2698: 2.1393354531542906e-06
Position 613: 1.5921001333400415e-06
Position 2169: 1.2984216739870878e-06
Position 507: 1.2426642837475266e-06
Position 454: 1.0677133624159092e-06
Position 440: 1.010290806053856e-06
Position 206: 8.763191317763998e-07
Position 716: 3.278809313732714e-07
Position 214: 1.7463835210767905e-07
Position 1446: 1.0484197980347095e-07
Position 1962: 1.0384664588232456e-07
Position 606: 5.6517369250404166e-08
Position 251: 1.1377492182271354e-08
Position 423: 1.0021172612960135e-08
Position 571: 8.820739562530432e-09
Position 725: 7.972078079335616e-09
Position 349: 7.111427030643012e-09
Position 259: 6.575471514233319e-09
Position 390: 5.879544975792096e-09
Position 587: 5.272064964900487e-09
Position 287: 5.065041515089934e-09
Position 518: 4.540117289838325e-09
Position 318: 4.005636904628408e-09
Position 447: 3.2896610966946197e-09
Position 331: 2.920327499502362e-09
Position 194: 2.4657543718615806e-09
Position 459: 1.3744730368554142e-09
Position 475: 1.336804093876392e-09
Position 468: 1.1513627471138772e-09
Position 525: 7.814588103608747e-10
Position 374: 5.013935824734517e-10
Position 737: 4.778616451989065e-10
Position 337: 4.30808925882463e-10
Position 366: 3.1957046010708835e-10
Position 395: 2.6903506744602097e-10
Position 134: 2.15247781887129e-10
