Gene = XRCC2
Position 7865: 0.15813602285907713
Position 17657: 0.13959433302605487
Position 6232: 0.10351783673233733
Position 26801: 0.10320956375016338
Position 20919: 0.09395324840579436
Position 25281: 0.05404904184325763
Position 14475: 0.053167313833407046
Position 6359: 0.04650188927467742
Position 20459: 0.04500307257555777
Position 5889: 0.040260754813669135
Position 606: 0.03590810530438286
Position 12868: 0.03387122239531984
Position 15401: 0.029186391548285884
Position 11449: 0.027841432946241085
Position 632: 0.023249067611940642
Position 17375: 0.020770977802820445
Position 6313: 0.01807690564238154
Position 7784: 0.017912145643717202
Position 13726: 0.01782793951898458
Position 6406: 0.017538930548980057
Position 20480: 0.01696298881304935
Position 3511: 0.016827074541563233
Position 6248: 0.01642866547610887
Position 20195: 0.016044322111859726
Position 6257: 0.015603979097014846
Position 6786: 0.01417475852468487
Position 4977: 0.009804771977003053
Position 16998: 0.009110407681755065
Position 4779: 0.008794841213671172
Position 4560: 0.008579014569764594
Position 7668: 0.00843997265124883
Position 4959: 0.008263571795936786
Position 650: 0.007938327439767854
Position 6192: 0.007493646574622497
Position 6374: 0.0068762850086686745
Position 16626: 0.0063110255868137335
Position 11355: 0.006143258762118067
Position 18479: 0.006115603048310803
Position 18581: 0.006007389541502802
Position 842: 0.005875008887975079
Position 7470: 0.00490907138966561
Position 17389: 0.004514365913545446
Position 307: 0.004466221265691597
Position 18375: 0.004426628660495879
Position 4466: 0.004173854747068748
Position 1580: 0.004141789438979912
Position 6275: 0.003987988850401918
Position 5168: 0.003483095972310344
Position 16030: 0.0032813432086873304
Position 645: 0.0029625728693643744
Position 5117: 0.002118627550798649
Position 587: 0.0020549252597817074
Position 4955: 0.0020223486749474536
Position 5114: 0.0019617492415655623
Position 8537: 0.0018333525385698657
Position 16538: 0.0017512827998760344
Position 13660: 0.0016125456024069723
Position 15759: 0.0015911685656191913
Position 611: 0.0014357434278539647
Position 8011: 0.001251000382982646
Position 260: 0.0012185612028214334
Position 15659: 0.001117199999052625
Position 1556: 0.0010749749960269593
Position 3478: 0.001068211754307947
Position 8762: 0.0009200831778139776
Position 5143: 0.000798017941363956
Position 16259: 0.0007946253852448187
Position 6956: 0.0006953988172868376
Position 16346: 0.0006574522371566964
Position 14285: 0.0006441349617435982
Position 8164: 0.0006059843709555273
Position 1095: 0.0005725184168879718
Position 5754: 0.0005619723427834225
Position 552: 0.00048606574821634824
Position 6131: 0.00043852126513040237
Position 13157: 0.0004345789843160262
Position 8787: 0.0004059271048096795
Position 401: 0.00040374950539280114
Position 8140: 0.0003912639009093743
Position 11281: 0.00021644731095446734
Position 8583: 0.00018530817139982347
Position 13636: 0.0001825566320220284
Position 325: 0.0001654881501931337
Position 10918: 0.00014005288866266827
Position 868: 0.00011968830907737667
Position 8305: 0.00010571260827519225
Position 12353: 0.00010481184285538599
Position 8511: 9.35717979628075e-05
Position 8028: 8.278012406236351e-05
Position 8014: 6.407498370062922e-05
Position 5785: 5.981477713629053e-05
Position 9259: 5.774509077403663e-05
Position 10691: 5.05020477013517e-05
Position 4125: 4.738244425692111e-05
Position 9236: 2.642019826349384e-05
Position 3923: 1.5338106346452834e-05
Position 6982: 1.0682962277939747e-05
Position 4151: 5.948628966286395e-06
Position 1194: 5.862583072641761e-06
Position 5680: 5.053436751077734e-06
Position 5308: 3.973597847468893e-06
Position 2168: 2.3872367141928382e-06
Position 3395: 1.9640655025878053e-06
Position 1286: 1.038481411903809e-06
Position 2373: 9.692339954559133e-07
Position 2122: 8.291066536341892e-07
Position 690: 8.555950244424641e-09
Position 434: 6.290549667055263e-09
Position 485: 6.0563611190713214e-09
Position 567: 1.2547076949818286e-09
Position 654: 9.921966491047092e-10
Position 384: 7.075377987999905e-10
Position 738: 2.7061839357895166e-10
Position 660: 1.99272654637943e-10
