Gene = SSBP1
Position 7694: 7.958497380849818e-09
Position 4286: 7.006865292836226e-09
Position 361: 1.856665445072921e-11
Position 392: 4.478767099181689e-12
Position 123: 3.0622494390124714e-13
Position 119: 1.489310843378697e-13
Position 102: 1.4419255460582859e-13
Position 108: 5.0631350611702857e-14
Position 131: 4.0563928926988814e-14
Position 112: 9.635684103721606e-15
