Gene = NDUFAF2
Position 11752: 0.25047545189367626
Position 1879: 0.24892625765594156
Position 6548: 0.15641378867096886
Position 9926: 0.13320431354402007
Position 1852: 0.12705961791894715
Position 13093: 0.12508361333358636
Position 1796: 0.09917169189353003
Position 1855: 0.08987780943447965
Position 12459: 0.06456743178983851
Position 3737: 0.06433489022439319
Position 12427: 0.06109702448184819
Position 10737: 0.04277765625779986
Position 1735: 0.037300937171193545
Position 7227: 0.035542986288554256
Position 9899: 0.03542639080768248
Position 1895: 0.03354444085265737
Position 15673: 0.032824672357052734
Position 5077: 0.03173731046323583
Position 6276: 0.03163334137476637
Position 5925: 0.030157911195966756
Position 6514: 0.028771161783137073
Position 3777: 0.02585245145630069
Position 7703: 0.024176731639288778
Position 4317: 0.02252804577105381
Position 6246: 0.020580578190306537
Position 12388: 0.020484610453793888
Position 11966: 0.020234503531074376
Position 9511: 0.019281915689952463
Position 1831: 0.0171488501686341
Position 6560: 0.015059210085312667
Position 3445: 0.012619011347951608
Position 3688: 0.012426292835181823
Position 10339: 0.009290256687557803
Position 1761: 0.0076875861264476195
Position 6297: 0.007157770547578966
Position 6621: 0.007145191426759138
Position 694: 0.0069701650721850595
Position 10290: 0.006631097540605554
Position 4831: 0.006584222209775404
Position 1963: 0.006225723108397524
Position 7059: 0.006155003023475933
Position 6418: 0.005951191872592379
Position 4209: 0.005595137465017881
Position 1909: 0.005016696203462883
Position 7021: 0.00469995397660593
Position 2302: 0.004468658671553318
Position 3716: 0.004465861130843194
Position 6341: 0.004186583482997471
Position 5667: 0.0038701518629734428
Position 1647: 0.003801137486645562
Position 3600: 0.003788590675656774
Position 10810: 0.003575428753981239
Position 3111: 0.0034407090473278137
Position 1901: 0.003148261275272848
Position 4772: 0.003101507879440667
Position 8757: 0.003088698363851062
Position 1574: 0.0028554695210510446
Position 4876: 0.0026026819409902266
Position 7434: 0.002579413935900616
Position 5102: 0.002413592568777034
Position 2239: 0.0020394460868127014
Position 1667: 0.001960258009973818
Position 2196: 0.0018579325366588752
Position 5238: 0.0017282343974498213
Position 5601: 0.0017044004284873962
Position 8960: 0.0015664361744085016
Position 3971: 0.001563557508051219
Position 5766: 0.0015632771576379674
Position 1941: 0.001557042567436596
Position 6137: 0.001419631561810605
Position 1828: 0.0012248472933836135
Position 1920: 0.0011593099874265946
Position 5587: 0.0008842493744752243
Position 5945: 0.0008560738986347763
Position 1670: 0.0008283347035122483
Position 3135: 0.000744944383850709
Position 1720: 0.0006894908698913732
Position 1339: 0.0006838891234761098
Position 7747: 0.0006515232492214936
Position 359: 0.000636324618675613
Position 4968: 0.0005917175803931703
Position 7471: 0.0005427994146457802
Position 7330: 0.0005121921798975284
Position 2997: 0.0004960671349577485
Position 141: 0.0004860259499909783
Position 554: 0.000483551300563214
Position 2081: 0.0004762228332854968
Position 4020: 0.00042414727996037687
Position 6809: 0.00038827109772740455
Position 5781: 0.0003480699463509976
Position 1443: 0.0003474914804966756
Position 5995: 0.0003418969345101984
Position 1806: 0.0003052994946729429
Position 1600: 0.0003001925324314012
Position 1062: 0.0002950163383939374
Position 3185: 0.00029063680100690196
Position 4647: 0.0002819742048513506
Position 3581: 0.0002349618712741886
Position 5037: 0.00019983357297425014
Position 2109: 0.0001814538832609026
Position 3500: 0.00017695931336972806
Position 4074: 0.00014003798425005882
Position 729: 0.00012128149619184199
Position 2904: 0.00012071638748797449
Position 4148: 0.00011091960393343501
Position 696: 0.00010783047229932228
Position 3942: 0.00010121666511796376
Position 1627: 9.951367665510109e-05
Position 2208: 8.853484068602693e-05
Position 164: 8.637517968572498e-05
Position 1369: 8.542657105953808e-05
Position 3087: 7.549544863968344e-05
Position 2943: 6.7851387784301e-05
Position 1621: 6.473853104661227e-05
Position 2057: 5.875642711573812e-05
Position 636: 5.302596479466716e-05
Position 942: 4.647862370538755e-05
Position 2128: 4.377997452903119e-05
Position 490: 3.801810078003606e-05
Position 715: 3.26062876301357e-05
Position 720: 2.2113281338973456e-05
Position 4270: 2.210300803771427e-05
Position 4364: 1.8723340936427765e-05
Position 1597: 1.688551750243288e-05
Position 1548: 1.3413428536366893e-05
Position 237: 9.558973597671022e-06
Position 566: 8.725109600083898e-06
Position 4295: 7.725217675796841e-06
Position 818: 6.448964918551259e-06
Position 1476: 6.242193004844179e-06
Position 176: 3.850647808529442e-06
Position 3503: 3.5458088842445596e-06
Position 1373: 1.3740136068403345e-06
Position 374: 1.255217157028788e-06
Position 531: 1.1249115264895786e-06
Position 372: 9.223024075506145e-07
Position 385: 8.587274521217463e-07
Position 1357: 5.457952741325011e-07
Position 425: 4.6495754734878207e-07
Position 606: 1.931197073341599e-07
Position 602: 1.639404337243035e-07
Position 2272: 1.1160889163685675e-07
Position 1395: 9.650500785884959e-08
Position 2009: 2.991014592702251e-08
Position 643: 1.9588203067872565e-10
Position 1018: 6.907875970887366e-11
Position 1122: 5.043928344864921e-11
Position 1159: 2.6887068278685638e-11
Position 850: 1.2160663354716984e-11
Position 983: 9.820512899937889e-12
Position 717: 8.703286866048606e-12
Position 181: 5.297828517605591e-12
Position 1072: 4.620543328808672e-12
