Gene = RP5-862P8.2
Position 1292: 2.3475491775049527e-06
Position 1828: 1.7668058096168104e-06
Position 1673: 1.5774636409346098e-06
Position 825: 1.1907293397113026e-06
Position 966: 1.1421104005953596e-06
Position 1228: 1.0069686986092865e-06
Position 386: 6.775844035537263e-07
Position 116: 6.092301777929679e-07
Position 2327: 5.570372688249441e-07
Position 863: 3.71084195408669e-07
Position 1221: 2.0565508330793576e-07
Position 2175: 1.6981880687207328e-07
Position 2947: 1.6009618999316673e-07
Position 480: 1.3028357397863923e-07
Position 1326: 1.286700641705606e-07
Position 302: 8.891318507468992e-08
Position 615: 1.1073180490978612e-08
Position 128: 8.583259625776625e-09
Position 464: 8.203355522366127e-09
Position 28: 5.857324707312065e-10
Position 341: 7.348403860075822e-13
Position 344: 1.905753771822663e-14
Position 335: 5.499231928970387e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 27067: 0.9741571884689605
Position 16169: 0.9050118317707884
Position 11066: 0.7930579269735817
Position 18673: 0.6751392684516896
Position 8971: 0.6451060690835088
Position 4571: 0.5654099239371877
Position 10489: 0.5191221122654915
Position 5489: 0.3043495713228846
Position 5527: 0.2925286864640914
Position 19530: 0.2556275455627452
Position 29710: 0.2449629546961876
Position 18837: 0.22922047334422674
Position 28827: 0.22680787480030065
Position 28519: 0.1832641844525546
Position 31728: 0.17758829799796422
Position 10992: 0.12021829615081744
Position 29420: 0.10930602072149029
Position 13909: 0.10778274320323436
Position 30170: 0.10464034951971621
Position 7668: 0.10237990017242472
Position 8978: 0.09704774513331724
Position 28236: 0.08213713592680788
Position 18357: 0.07634656304124882
Position 9917: 0.07053287308835235
Position 20212: 0.06934310431231824
Position 16446: 0.06888854358445183
Position 28334: 0.057789723692083614
Position 1428: 0.05744134488798066
Position 29076: 0.05235826982327411
Position 10539: 0.03793053387455579
Position 27378: 0.03351540681894032
Position 10182: 0.02832293023339486
Position 1953: 0.0262042383769919
Position 8906: 0.025294362706988534
Position 1382: 0.021247164797324393
Position 4582: 0.020659295185698145
Position 30743: 0.019934847676937248
Position 4310: 0.016922213105158186
Position 9753: 0.015354821353929982
Position 16147: 0.013000792171016995
Position 30037: 0.012505134292202055
Position 19720: 0.01123555211631975
Position 9397: 0.011118889509789872
Position 5511: 0.010999058259963343
Position 9097: 0.010548238695303308
Position 4000: 0.009940217010687128
Position 27795: 0.007192917630619791
Position 4104: 0.004894648780585281
Position 22924: 0.004675219646067686
Position 4392: 0.0039869412936091265
Position 9441: 0.003630720840261451
Position 17664: 0.003624590803983908
Position 5530: 0.0032933616172446927
Position 836: 0.002809669000838769
Position 2860: 0.002786979174483061
Position 4238: 0.002776773536105537
Position 4003: 0.002391931852581541
Position 2748: 0.002321867868536208
Position 13914: 0.0022484811069939468
Position 4587: 0.0019948414350488114
Position 3979: 0.0019464507409360171
Position 1401: 0.001916411739316896
Position 3684: 0.0017710908808234132
Position 692: 0.00155848558985046
Position 989: 0.001139571058354009
Position 2195: 0.0011375043640821725
Position 1417: 0.0009461886862277617
Position 2074: 0.0009120096140782524
Position 4990: 0.000901939523453456
Position 4249: 0.0008012825252790241
Position 1347: 0.000710584174058161
Position 839: 0.0006795055067383238
Position 2621: 0.0006605451418513151
Position 4375: 0.0005938394502553344
Position 3086: 0.0004528866450713904
Position 601: 0.00041377470926752183
Position 3730: 0.00037468292227933677
Position 24134: 0.00037246407292316634
Position 3868: 0.0003355921989312207
Position 574: 0.00033446029804017334
Position 737: 0.00032520149296466774
Position 17529: 0.0002873462103744456
Position 4784: 0.0002726868135428851
Position 4292: 0.00025615513671066134
Position 1609: 0.00023083327428506005
Position 2718: 0.00022661372294329854
Position 2706: 0.00020821801372360827
Position 2692: 0.0002082087672496334
Position 3074: 0.0002034487584414591
Position 22901: 0.0001973755838746086
Position 2774: 0.00019074670931556778
Position 671: 0.0001828624969190531
Position 2020: 0.00017931817277253112
Position 2801: 0.00013729254643766526
Position 21721: 0.0001365740315390088
Position 3119: 0.00013057865473234647
Position 19619: 0.00010248989015431403
Position 1637: 9.814522159513436e-05
Position 1960: 8.86305708375309e-05
Position 14351: 7.883418375330086e-05
Position 2788: 7.383756669291895e-05
Position 4820: 6.594672685525056e-05
Position 2866: 6.483044058863566e-05
Position 20342: 5.9922584280464085e-05
Position 5446: 4.318446064189498e-05
Position 15210: 2.5091547168777116e-05
Position 14325: 1.9749960351813647e-05
Position 14263: 1.592551545807193e-05
Position 16424: 9.168762586652043e-06
Position 11737: 7.203411189446592e-06
Position 11757: 6.872752467988207e-06
Position 11733: 5.5661802647107264e-06
Position 14421: 4.5989447358866735e-06
Position 14464: 3.887546975887568e-06
Position 13593: 2.5509037189585166e-06
Position 1575: 2.3564067647559278e-06
Position 12191: 1.5775267520390092e-06
Position 12439: 1.439100348002019e-06
Position 1292: 1.096066786267236e-06
Position 1129: 8.277827259755755e-07
Position 1314: 6.318002260379024e-07
Position 1384: 5.541857728290369e-07
Position 1475: 5.09272242895243e-07
Position 863: 4.3402008711408334e-07
Position 993: 2.9679233976826456e-07
Position 734: 2.9490380464228143e-07
Position 725: 2.8086097410982087e-07
Position 1297: 2.3582289742664973e-07
Position 1654: 2.0752056473974863e-07
Position 4439: 1.5923548627566057e-07
Position 5221: 1.511643957247287e-07
Position 1772: 1.2889415477954734e-07
Position 1194: 1.2279605871127316e-07
Position 698: 1.220865824610622e-07
Position 1356: 1.2139537044994816e-07
Position 2549: 1.0942657148973048e-07
Position 2563: 1.0558439067490334e-07
Position 2088: 9.993475888559813e-08
Position 1019: 8.134648984103367e-08
Position 1022: 7.89255250550719e-08
Position 2807: 7.536218448029071e-08
Position 6116: 7.419355517706664e-08
Position 2492: 6.533543473355733e-08
Position 1958: 6.172613724282913e-08
Position 1055: 5.135466804490102e-08
Position 1060: 2.3759495314371133e-08
Position 758: 2.1548237925757945e-08
Position 760: 1.3813097877132692e-08
Position 1316: 6.81035177396266e-10
Position 1202: 1.4397130647809203e-10
Position 5498: 1.1102480010662587e-10
Position 815: 6.702046647981717e-11
