Gene = HBP1
Position 1623: 5.7116413971268465e-05
Position 760: 5.642852902266733e-05
Position 1288: 5.344898008991264e-05
Position 2832: 4.61259992666509e-05
Position 1500: 3.9957913669645215e-05
Position 2372: 3.8634762695404896e-05
Position 942: 3.36820230303899e-05
Position 1134: 3.3334338673946536e-05
Position 1649: 3.325483829119956e-05
Position 1025: 3.1700802089318356e-05
Position 2452: 2.241370521841232e-05
Position 1112: 1.9641124099153243e-05
Position 21727: 1.846350727433576e-05
Position 945: 1.837710581668999e-05
Position 17791: 1.83478456248246e-05
Position 1150: 1.7156570418594154e-05
Position 1545: 1.4048912204847976e-05
Position 398: 1.0277576728937937e-05
Position 114: 7.3602231187499135e-06
Position 1386: 5.163290885009223e-06
Position 131: 4.157150039826892e-06
Position 781: 3.492822700750011e-06
Position 917: 3.3111714186720305e-06
Position 1181: 3.2740918708560116e-06
Position 1526: 3.2241806149691363e-06
Position 296: 2.9833074481178454e-06
Position 1052: 2.9458345434368745e-06
Position 1508: 2.7002314069263082e-06
Position 148: 2.3264614023138516e-06
Position 1169: 2.071066851729468e-06
Position 582: 1.93583965202861e-06
Position 1268: 1.8755476138501667e-06
Position 1243: 1.8582603725978353e-06
Position 17635: 1.6471076229342934e-06
Position 1140: 1.3906252206211884e-06
Position 884: 1.335346425476366e-06
Position 1165: 1.2155087232496327e-06
Position 964: 1.1219504547967963e-06
Position 496: 9.420981256354651e-07
Position 696: 9.050830082426541e-07
Position 441: 5.230656774899067e-07
Position 1351: 4.941077725107967e-07
Position 669: 4.48167011133566e-07
Position 150: 4.361260696826395e-07
Position 1156: 3.798343328401324e-07
Position 618: 3.4546862763774257e-07
Position 529: 1.6320813630571198e-07
Position 411: 1.568226092973217e-07
Position 395: 8.885911559600283e-08
Position 543: 4.29224081545458e-08
Position 566: 3.171481328498942e-08
Position 1907: 1.6773758506226112e-08
Position 587: 1.5327114751195665e-08
Position 240: 9.321896209444102e-09
Position 74: 7.910575259381426e-09
Position 189: 7.88915831599414e-09
Position 1652: 6.372820472700286e-09
Position 162: 6.077209676296649e-09
Position 554: 5.255672500438144e-09
Position 111: 4.472092402816319e-09
Position 97: 3.9443341381116505e-09
Position 712: 1.7864205311558296e-09
Position 886: 1.0615359037281483e-09
Position 465: 5.687461190881068e-10
Position 17511: 4.984663358355425e-10
Position 468: 1.425029319041412e-10
Position 160: 1.0155658363958404e-10
