Gene = REPIN1
Position 778: 1.3104336774192154e-09
Position 36: 3.3079523108119473e-10
Position 128: 1.493194286392925e-10
Position 56: 1.4400266579797796e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3578: 0.43933781880497974
Position 1969: 0.24660965663373816
Position 2437: 0.20730643885499928
Position 880: 0.19547602373237752
Position 602: 0.16754211735606592
Position 4919: 0.09391790343309314
Position 1949: 0.07895689520895265
Position 626: 0.04656113016916308
Position 5011: 0.0345075201638301
Position 3162: 0.03220901593399487
Position 5226: 0.030992296983009933
Position 1923: 0.026620738190416618
Position 2440: 0.02469234815651901
Position 2869: 0.02375131750639724
Position 737: 0.023322051483983752
Position 4019: 0.021685177868815773
Position 3633: 0.019378617165229435
Position 4836: 0.01887126326071586
Position 951: 0.018425954877700153
Position 4898: 0.01821953580466338
Position 4101: 0.015499061018678272
Position 1993: 0.01474618249137052
Position 2526: 0.014312069888664744
Position 656: 0.01265525682528693
Position 2752: 0.011437483596695396
Position 3462: 0.006994850626545814
Position 3139: 0.006792856332664236
Position 4865: 0.005943552023284214
Position 3777: 0.0058946456940822825
Position 583: 0.005331776716336574
Position 2788: 0.005087931510663195
Position 4717: 0.005076072387623354
Position 3101: 0.004804210809335677
Position 702: 0.0042448738582364
Position 305: 0.0038729105759541423
Position 5195: 0.0038293982532176976
Position 1883: 0.0037098797935566125
Position 1478: 0.0029034460759688728
Position 750: 0.0028222276240402393
Position 2471: 0.002703483189216982
Position 4777: 0.0025832778295413073
Position 1727: 0.002349489620587109
Position 5247: 0.002278723628530414
Position 2691: 0.0015280799670604988
Position 2820: 0.0014249156858130245
Position 2335: 0.001380651190695123
Position 4656: 0.0013138981618349226
Position 2001: 0.00120176453216071
Position 836: 0.0010922685474943638
Position 2925: 0.0010900426632482814
Position 608: 0.0008471361394591333
Position 754: 0.0006711954994119286
Position 2218: 0.0005775117722436497
Position 2766: 0.0005252877876758789
Position 3383: 0.0004843257379851843
Position 4599: 0.0004713161412565632
Position 440: 0.00044486410347893994
Position 992: 0.0003644361757911333
Position 1701: 0.0003168891405508629
Position 1558: 0.0003146427934512601
Position 995: 0.00028767870880873244
Position 3546: 0.000263419177328622
Position 3510: 0.00025721025647378515
Position 2270: 0.0002558026270649978
Position 2030: 0.00024622525818547146
Position 1831: 0.0002339955499001517
Position 1782: 0.00021403054873531425
Position 3596: 0.0002111364641130769
Position 1340: 0.00020378447987928956
Position 1343: 0.0001817672057409802
Position 901: 0.0001606390409004159
Position 1704: 0.00015649876540001207
Position 513: 0.0001393249701995966
Position 1289: 8.012442033432696e-05
Position 823: 7.440743092186688e-05
Position 498: 7.174071927880985e-05
Position 4427: 6.791230203403425e-05
Position 1122: 5.6688970186726465e-05
Position 4360: 4.5297348377330724e-05
Position 1355: 4.3862804825990766e-05
Position 797: 2.9181976186101155e-05
Position 1196: 2.8806922515131805e-05
Position 980: 2.356658861589673e-05
Position 1237: 2.1326161479810205e-05
Position 661: 1.7441767781698022e-05
Position 838: 1.604574433663235e-05
Position 931: 1.4169195973495349e-05
Position 1840: 1.3419773724258638e-05
Position 569: 4.968440433512007e-06
Position 684: 3.2619771535606578e-06
Position 354: 2.4747419038079376e-06
Position 484: 2.275756900141189e-06
Position 633: 1.442536436247855e-06
Position 537: 1.320237578664398e-06
Position 681: 1.2915417806862324e-06
Position 1022: 7.237735203324444e-07
Position 677: 5.833233469854218e-07
Position 557: 5.172004530342994e-07
Position 841: 5.124944836385617e-07
Position 613: 4.552343773254607e-07
Position 2211: 4.2215632331459425e-07
Position 228: 3.40201561890718e-07
Position 315: 2.811063542717002e-07
Position 814: 2.7901018284983724e-07
Position 139: 2.7845847883444975e-07
Position 469: 1.9080201679728937e-07
Position 290: 1.759863128265444e-07
Position 377: 1.3020714061202572e-07
Position 846: 7.118073394572668e-08
Position 248: 4.642388031998252e-08
Position 400: 3.873714866537371e-08
Position 1153: 1.1468652462548327e-08
Position 388: 5.676019935859743e-09
Position 1307: 4.4215563157482945e-09
Position 905: 4.321169479426226e-09
Position 1234: 4.261919583089618e-09
Position 885: 3.5725855209647927e-09
Position 149: 2.712536074996877e-09
Position 408: 1.5874762379716843e-09
Position 77: 1.9501132276331636e-10
Position 81: 1.9071271300679455e-10
Position 454: 1.587769178008376e-10
Position 151: 1.214649629964462e-10
Position 95: 9.361300270199257e-11
Position 166: 8.770789660894409e-11
