Gene = DAP3
Position 9095: 0.000758624616470489
Position 7404: 0.0006876448102771195
Position 5240: 0.0006699836601427215
Position 6257: 0.0006400687774316579
Position 449: 0.0006264398414457048
Position 607: 0.000625069785301265
Position 2166: 0.0006176105318685052
Position 1706: 0.000606273666173564
Position 5056: 0.0005560470730568539
Position 6300: 0.0005051298688233684
Position 11381: 0.00047212197361564843
Position 2057: 0.00044623158194316266
Position 3289: 0.00042532322789446737
Position 9642: 0.00041861197898251414
Position 2937: 0.00040110010970555263
Position 2643: 0.0003910058261131923
Position 10580: 0.00035818863140867974
Position 4252: 0.0003394526512800592
Position 6707: 0.0003244823646302216
Position 6776: 0.0002949473401935356
Position 1141: 0.0002609292743747635
Position 1894: 0.0002549472924886717
Position 2350: 0.0002466757533311759
Position 2012: 0.00023910512372672462
Position 7741: 0.0002250200194738937
Position 9252: 0.00022320524077364725
Position 11352: 0.00021610578285734928
Position 3775: 0.00020610942572050507
Position 1245: 0.00020212559463411232
Position 9420: 0.0001850603778871924
Position 1069: 0.00016670546382511922
Position 7804: 0.00016610874667538498
Position 1198: 0.00016572381003983339
Position 5987: 0.00015405843257048447
Position 1047: 0.0001540229970533091
Position 1453: 0.00015291044302114792
Position 10305: 0.00014671299995340931
Position 8690: 0.00013425113317398513
Position 3122: 0.0001314982036710996
Position 7510: 0.000121841121066506
Position 7072: 0.00011955179221706112
Position 8940: 0.00011632139621964938
Position 1006: 0.00010599940051755578
Position 1968: 9.075989936903925e-05
Position 2190: 8.864566051926156e-05
Position 6752: 8.769108415564664e-05
Position 3068: 8.734460062954326e-05
Position 394: 8.368810177894771e-05
Position 7598: 8.053698282550363e-05
Position 6887: 7.965014237843035e-05
Position 2698: 7.955495658594882e-05
Position 477: 6.870524885350563e-05
Position 265: 5.5860224319398706e-05
Position 3151: 5.003634721542268e-05
Position 547: 4.609944215199137e-05
Position 3165: 4.441148510852706e-05
Position 245: 3.8674270722509185e-05
Position 4295: 3.822419457005251e-05
Position 2812: 3.092141001368424e-05
Position 573: 2.8238453753689932e-05
Position 2545: 2.2912296306523636e-05
Position 2253: 2.2837117688890963e-05
Position 1026: 2.023208972375431e-05
Position 2861: 1.7719025064180343e-05
Position 1262: 1.6843000434483007e-05
Position 3130: 1.6411390187231266e-05
Position 1167: 1.5983704950719536e-05
Position 182: 1.4618093267158815e-05
Position 1549: 1.4249048164707217e-05
Position 1615: 1.396331164997141e-05
Position 2671: 1.2596127382438696e-05
Position 3846: 1.2554736015731976e-05
Position 1285: 1.2194868934191123e-05
Position 2789: 1.1228892981609811e-05
Position 2828: 1.0963532516008475e-05
Position 2844: 1.001144891909185e-05
Position 569: 9.4518311810669e-06
Position 624: 6.6556516835226895e-06
Position 5948: 6.360800234591422e-06
Position 403: 6.045062548379272e-06
Position 2662: 4.213893783786127e-06
Position 2270: 3.9455174288163436e-07
Position 2547: 1.6676027242394221e-07
Position 407: 3.614822234808817e-10
Position 269: 2.009548515373627e-10
Position 1372: 1.8309814273879134e-10
Position 796: 1.7360742344432312e-10
Position 790: 9.44466630593854e-11
Position 1149: 9.44400716682168e-11
Position 1159: 8.347149045618848e-11
Position 628: 6.975183318223794e-11
Position 734: 6.954358595045999e-11
Position 525: 6.102510102163243e-11
Position 494: 4.666745761900536e-11
Position 825: 4.629897763106096e-11
Position 481: 3.301883300623281e-11
Position 761: 9.559596496147164e-12
