Gene = NOBOX
Position 3576: 0.00031485688030562025
Position 4242: 0.0003102482573364362
Position 4555: 0.00030773987417916007
Position 12190: 0.0002905214345776926
Position 342: 0.0002764798798452473
Position 455: 0.00024207848237202387
Position 2905: 0.00023984949933498036
Position 4833: 0.00023864114251135213
Position 3697: 0.00023331705527296888
Position 793: 0.00022649884701175072
Position 2143: 0.0001885869033840539
Position 2982: 0.00017943863448044924
Position 4929: 0.00017243856032095456
Position 5638: 0.000168820728516846
Position 2733: 0.00016481854119589453
Position 11582: 0.00016394056226916195
Position 2051: 0.00013154953140966251
Position 4399: 0.00012923439877611214
Position 2872: 0.0001261756763096482
Position 3779: 0.00012476812097263405
Position 2488: 0.00010110675227293572
Position 11323: 9.183042246802766e-05
Position 10043: 6.27819294282655e-05
Position 11150: 4.596992128170738e-05
Position 11950: 3.444397517478114e-05
Position 991: 3.428081492126375e-05
Position 11263: 3.4170027650971885e-05
Position 9966: 2.5806207088031968e-05
Position 11120: 2.499502286763038e-05
Position 11106: 9.93759648232854e-06
Position 11317: 7.634863734634578e-06
Position 11725: 3.3393436307692995e-06
Position 377: 1.966353639161309e-06
Position 740: 1.3946448426588233e-06
Position 292: 6.113030176670009e-07
Position 1177: 5.682635170680013e-07
Position 148: 6.040220793781325e-08
Position 12024: 3.29743112419982e-08
Position 202: 2.5995873816356914e-08
Position 584: 2.2930840931557357e-08
Position 337: 1.3578526646680125e-08
Position 699: 1.295431292085118e-08
Position 95: 8.48213921498096e-09
Position 687: 6.53599240222392e-09
Position 550: 4.833165755127158e-09
Position 813: 4.259970027206885e-09
Position 629: 3.5883558915495437e-09
Position 640: 3.4985512601896422e-09
Position 151: 1.7379635012695927e-09
Position 866: 1.4171253836284629e-09
Position 869: 7.482152460536033e-10
Position 829: 4.925851951113104e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9914: 0.9865203304439514
Position 10363: 0.7750713297548008
Position 8513: 0.7036819159091429
Position 10744: 0.6726463540716009
Position 11640: 0.6169059673136548
Position 9083: 0.48605990981445957
Position 11048: 0.47671032104490085
Position 12685: 0.4540308043094171
Position 11139: 0.3772185517514486
Position 11811: 0.22805603526011042
Position 12075: 0.20683552880425998
Position 12816: 0.19728452198819504
Position 10337: 0.19690572761592431
Position 12108: 0.17952911550036674
Position 8276: 0.13557950958496656
Position 10646: 0.1026457340596633
Position 10686: 0.0738594504535385
Position 8202: 0.07074034907215027
Position 11868: 0.0543191774427383
Position 8941: 0.04914982715290751
Position 8831: 0.04814521819551702
Position 6343: 0.04680501206190101
Position 8752: 0.03998566552537251
Position 11024: 0.03834263507417315
Position 8179: 0.037137057141310235
Position 11100: 0.03576146847332566
Position 11157: 0.030963180441908874
Position 10704: 0.02915032475912595
Position 10805: 0.024006146180396343
Position 6485: 0.015992498666053085
Position 11758: 0.015883149949845722
Position 11837: 0.015724359593963008
Position 11441: 0.01510752655549941
Position 8199: 0.014932325082652749
Position 10986: 0.01415735850846658
Position 8580: 0.011475738999435771
Position 12618: 0.00897586438400222
Position 5546: 0.008492183506638655
Position 4980: 0.008152335315100996
Position 5304: 0.007102598441666271
Position 5283: 0.006978985694223796
Position 8555: 0.006909739305339627
Position 7572: 0.0068476679957984775
Position 11077: 0.006768683455413691
Position 9747: 0.005672699447806672
Position 10653: 0.0055350919639851745
Position 8902: 0.005297841335605344
Position 10375: 0.004342442140617509
Position 6233: 0.004142782482302501
Position 6220: 0.004124324272394866
Position 5023: 0.0038380211391179937
Position 8629: 0.0037182373308320793
Position 8709: 0.0035931218479474036
Position 12494: 0.0035052570798217403
Position 9351: 0.003347592558970164
Position 9181: 0.003313938186310283
Position 12445: 0.0031651479631920544
Position 5619: 0.0030860695675110467
Position 9898: 0.002972903107719554
Position 4985: 0.0029523910145954836
Position 5488: 0.0028746562601377756
Position 12769: 0.0025823488502692295
Position 12827: 0.002492761418169005
Position 10752: 0.002459295149341017
Position 9919: 0.00235747549351262
Position 9423: 0.002334431978254577
Position 10093: 0.0021638735689499655
Position 11104: 0.002139647319613203
Position 11620: 0.0019964563845761446
Position 10830: 0.001967722937964226
Position 12376: 0.0015309819807019372
Position 11232: 0.0014914404485870307
Position 10706: 0.0014610580036694995
Position 12862: 0.0011140334483224987
Position 3423: 0.0010966575607709
Position 12527: 0.0010341373774435342
Position 7665: 0.0009375681851905396
Position 5259: 0.0009168644573345449
Position 10808: 0.0009040398007850474
Position 10169: 0.000803103594881588
Position 3672: 0.0007307117987621459
Position 12718: 0.0007159126089876332
Position 11050: 0.0006386903525192673
Position 11451: 0.0006331780787338379
Position 10629: 0.0005939062318397546
Position 10649: 0.0005864864192125139
Position 11113: 0.0005832379324348611
Position 12893: 0.0005555908849779732
Position 2871: 0.000435151615753463
Position 11674: 0.00042583198647566363
Position 10346: 0.0003718098981891466
Position 2732: 0.000366025175644629
Position 12691: 0.0003259039269711024
Position 2009: 0.00032004668176887664
Position 4263: 0.0003016848062547312
Position 12085: 0.0002887362696833933
Position 10299: 0.00027404135861057964
Position 11909: 0.00025144771565428634
Position 4679: 0.00023864114251135186
Position 10655: 0.00020290647435343033
Position 1238: 0.00018845995698163825
Position 12357: 0.00017760392400826598
Position 4833: 0.00017243856032095437
Position 11884: 0.00017011090259339088
Position 2631: 0.00016481854119589458
Position 4094: 0.0001645676571326105
Position 12751: 0.00016182888213805394
Position 12110: 0.00015657736900136115
Position 341: 0.00015539640715766617
Position 4026: 0.0001456806002038261
Position 3000: 0.00014389510520373543
Position 10934: 0.00013931777381169923
Position 3402: 0.00013729091675050652
Position 4299: 0.00013528946670054103
Position 10781: 0.0001295976518135264
Position 11767: 0.00012300258669698495
Position 11482: 0.00012212751466832188
Position 10902: 0.00012116706031517134
Position 12635: 0.00012053974135418553
Position 773: 0.00010907169010901303
Position 2389: 0.00010110675227293575
Position 3049: 9.593234427752729e-05
Position 322: 9.499431476970026e-05
Position 3080: 9.274208381631901e-05
Position 11897: 8.386529325289915e-05
Position 11475: 8.30266741722249e-05
Position 202: 7.625087068410357e-05
Position 12305: 7.237497923483515e-05
Position 866: 7.137966152384576e-05
Position 10588: 7.01013546322577e-05
Position 699: 6.813636315729375e-05
Position 10952: 6.38585138993582e-05
Position 10722: 6.0233174541592324e-05
Position 12831: 5.202147721899295e-05
Position 377: 4.6957020782449415e-05
Position 180: 4.6370937973496425e-05
Position 10230: 3.9669348287773895e-05
Position 10787: 3.798486983873325e-05
Position 597: 3.5471236375487305e-05
Position 11734: 3.306195321720598e-05
Position 10579: 3.2249960312939035e-05
Position 1152: 3.1362927998325234e-05
Position 10938: 2.7233579304895417e-05
Position 11420: 2.7155098658829038e-05
Position 11462: 2.6427644708967794e-05
Position 11413: 2.1783413878004298e-05
Position 11701: 2.1656836562372947e-05
Position 10458: 1.888599976622415e-05
Position 10848: 1.8411574191175696e-05
Position 10566: 1.7965008503789214e-05
Position 939: 1.4608791896699031e-05
Position 10461: 1.0169614379210157e-05
Position 10941: 9.911086158026145e-06
Position 10284: 7.439808399570184e-06
Position 11725: 6.709228883974909e-06
Position 11585: 3.1426304148794783e-06
Position 10926: 1.1273441149299786e-07
