Gene = FTSJ2
Position 3868: 0.008319704061924943
Position 6746: 0.007459227860145386
Position 4125: 0.007374001462516209
Position 2400: 0.006486238543579039
Position 4733: 0.006462375627446361
Position 4500: 0.006316414702470889
Position 4130: 0.006057428440763221
Position 3658: 0.0059711928393689235
Position 2936: 0.005839376083293759
Position 4314: 0.005319844964529308
Position 3481: 0.004819722316496761
Position 5367: 0.004542413040436753
Position 2961: 0.004245475149366181
Position 2003: 0.004167413214941093
Position 2888: 0.0036493563877064124
Position 6669: 0.0033079025598327597
Position 2139: 0.0028743193677755775
Position 1236: 0.0028207026035523986
Position 2915: 0.002791638286356457
Position 2601: 0.0027360391562805324
Position 4449: 0.002709865148240965
Position 7577: 0.002665041637392901
Position 630: 0.0026273618371570593
Position 3854: 0.0025252945709846723
Position 2203: 0.0025155222984240234
Position 2142: 0.0024570066679605327
Position 6950: 0.0022965598806172767
Position 6816: 0.0022757071643640017
Position 1983: 0.0022645376507060967
Position 4280: 0.00212803029055778
Position 3980: 0.0020771144068706202
Position 5676: 0.0016529588212380447
Position 3976: 0.0015640168529454973
Position 7775: 0.0015036996268740863
Position 6871: 0.0014504815327998858
Position 2353: 0.0014337202223058533
Position 6472: 0.0013003041779589
Position 2178: 0.0012102303409375448
Position 5858: 0.001156807438839097
Position 518: 0.0010904787962082024
Position 5568: 0.0010527333169611946
Position 6371: 0.0010149877962496187
Position 1675: 0.0009437198811599179
Position 362: 0.0008969563467190792
Position 2780: 0.0008594851312981513
Position 2231: 0.0007181258455761889
Position 3017: 0.0006190007338475884
Position 3282: 0.0005987099472493804
Position 5060: 0.0005878235381703198
Position 2617: 0.0005877894534562806
Position 5466: 0.000584349686683734
Position 2245: 0.0005460916375133662
Position 5327: 0.0004577546327937695
Position 159: 0.0004448964276032997
Position 308: 0.0004380758241223219
Position 3751: 0.000434873345074432
Position 4467: 0.0004285154396144525
Position 4699: 0.0004282881850300695
Position 2823: 0.0004188249358057587
Position 5285: 0.0003868993532627087
Position 4248: 0.0003686902186365352
Position 4423: 0.000365020819678845
Position 3902: 0.0003605358931631603
Position 1683: 0.0003056660691268556
Position 4334: 0.00029319028331256913
Position 4670: 0.0002776672472534972
Position 4420: 0.00026238134807525455
Position 1372: 0.0002589270650207796
Position 780: 0.00023345070760140603
Position 437: 0.0002289179351984426
Position 4391: 0.00022685955710521254
Position 3523: 0.00020851679320144133
Position 3509: 0.00020750158503876374
Position 1253: 0.00017634895628659605
Position 1449: 0.00016467153780787383
Position 3585: 0.00015293078323051656
Position 1892: 0.0001264674044797234
Position 1214: 0.0001217456347024309
Position 2528: 0.00011983051367380585
Position 1415: 7.448194799376656e-05
Position 447: 7.401293488408323e-05
Position 2774: 7.333151390808507e-05
Position 2432: 7.013320947608768e-05
Position 2120: 6.7852047673726e-05
Position 3704: 5.9568985451747896e-05
Position 500: 5.6652006060843083e-05
Position 2966: 4.587116603912003e-05
Position 2856: 4.2701446340342734e-05
Position 2714: 3.649142447803331e-05
Position 478: 3.537712861164868e-05
Position 930: 3.0015181455017556e-05
Position 1617: 2.630653575360902e-05
Position 2746: 2.2797716571206762e-05
Position 3881: 1.8120760366900725e-05
Position 295: 1.6903206671841093e-05
Position 475: 1.3805713834443979e-05
Position 3813: 2.4177748192124344e-06
Position 2059: 1.2378838266751178e-08
Position 585: 2.2555696365505956e-09
Position 720: 2.2331771085579534e-09
