Gene = PERM1
Position 572: 2.513647133330724e-07
Position 699: 2.504760365744874e-07
Position 86: 1.5333960472098906e-07
Position 502: 1.1051716294945136e-07
Position 163: 1.0255628814319503e-07
Position 259: 8.172156295093867e-08
Position 466: 5.928412649775933e-08
Position 192: 4.915248684357973e-08
Position 591: 4.3679067646886277e-08
Position 245: 3.5258234459764255e-08
Position 522: 3.4224243891423235e-08
Position 535: 2.8704808776820057e-08
Position 248: 2.1406339529908982e-08
Position 418: 2.022983747198219e-08
Position 198: 1.4350478185449047e-08
Position 310: 1.3627851578776453e-08
Position 548: 9.81093577651029e-09
Position 653: 9.25101804872038e-09
Position 230: 5.679671239551906e-09
Position 551: 3.661428082895069e-09
Position 266: 2.078409682748695e-09
Position 121: 1.833849574819168e-09
Position 135: 1.285525089740038e-09
Position 666: 1.093316797313626e-09
Position 145: 8.223571659645369e-10
Position 154: 8.179940747545424e-10
Position 110: 7.485361681913208e-10
Position 224: 2.2483256546519654e-11
Position 142: 3.970677312422953e-12
Position 227: 3.1377633201386277e-12
Position 151: 6.803738231875225e-13
Position 208: 6.725677748998966e-13
Position 256: 5.686235861745855e-13
