Gene = ITGB3BP
Position 2571: 5.980989494862787e-05
Position 2708: 5.4219017955486426e-05
Position 427: 4.464101891260208e-05
Position 314: 3.9547519235695956e-05
Position 384: 3.5912181164078637e-05
Position 341: 3.48098722740032e-05
Position 497: 3.073932418541906e-05
Position 512: 3.0093438028135578e-05
Position 538: 2.5064964028916078e-05
Position 767: 2.364418021022875e-05
Position 718: 1.9812038771949822e-05
Position 1847: 1.5118127721115822e-05
Position 2326: 1.4788481887014322e-05
Position 1619: 9.13590786422429e-06
Position 1973: 8.469343557309878e-06
Position 1841: 7.901970279848526e-06
Position 3006: 5.82727386889252e-06
Position 1796: 5.201074107691478e-06
Position 1817: 4.795145757855482e-06
Position 1910: 3.860853701896704e-06
Position 1552: 3.449503805723681e-06
Position 1203: 2.9067434078028645e-06
Position 839: 2.6442162917122987e-06
Position 1162: 9.378558046244579e-07
Position 946: 7.595667831526588e-07
Position 105: 3.3899464660374943e-07
Position 852: 2.9523343590493495e-07
Position 953: 1.7748390816793374e-07
Position 1124: 1.1583775155491612e-07
Position 161: 2.0558873251720538e-08
Position 372: 1.0210180372995517e-08
Position 276: 5.467718306751212e-09
Position 158: 3.980267535510115e-09
Position 134: 3.1340677874476627e-09
Position 585: 3.805393123978418e-10
Position 137: 3.3761253724103696e-10
Position 142: 5.163976209118446e-12
Position 139: 3.6208657067787246e-12
Position 394: 1.761426105500819e-12
Position 90: 7.729889369914537e-18
