Gene = AGMO
Position 2771: 0.00012132534785775491
Position 4098: 0.00011538525033268756
Position 1577: 0.00011481108377070562
Position 3489: 0.00010680359355678462
Position 1459: 9.290828346960671e-05
Position 5484: 9.160715231659055e-05
Position 2729: 8.997363988306816e-05
Position 3767: 8.54783057262844e-05
Position 1994: 8.361436644234557e-05
Position 4780: 7.259712611483171e-05
Position 2334: 6.924850598042737e-05
Position 422: 6.582730212578474e-05
Position 1361: 5.903009397308629e-05
Position 4581: 5.748926273779086e-05
Position 2777: 4.94378685550213e-05
Position 4948: 4.887680029085315e-05
Position 2643: 4.808573216648134e-05
Position 1809: 4.602138268606743e-05
Position 2558: 4.305324264894373e-05
Position 4440: 3.8994322770213056e-05
Position 581: 3.757185713793388e-05
Position 1041: 3.3875808120677225e-05
Position 3976: 3.3400820893986906e-05
Position 2400: 3.0152573587150228e-05
Position 2826: 2.9989224479801464e-05
Position 797: 2.874108454535735e-05
Position 3723: 2.2770841108600182e-05
Position 2368: 1.9097878987723292e-05
Position 2823: 1.842397711717079e-05
Position 1874: 1.841222352453895e-05
Position 2527: 1.8411239374270697e-05
Position 3097: 1.641752798910801e-05
Position 432: 1.3436039631825824e-05
Position 3889: 1.316003624805147e-05
Position 918: 1.0201743525455737e-05
Position 1002: 9.401031300323566e-06
Position 2312: 8.854406083621231e-06
Position 1538: 6.554908516119333e-06
Position 896: 6.034960447868557e-06
Position 1601: 5.309055977663014e-06
Position 2940: 5.013930927761694e-06
Position 108: 4.717169052538381e-06
Position 1557: 4.695056034130718e-06
Position 953: 4.3866309053779e-06
Position 1398: 4.317878416118463e-06
Position 2980: 4.129900483832162e-06
Position 2110: 3.3617165012228886e-06
Position 2886: 3.3265899951061255e-06
Position 928: 3.1514997331730798e-06
Position 1314: 2.431497494519496e-06
Position 760: 2.0537886173282687e-06
Position 1342: 2.021000077785455e-06
Position 1080: 1.949263287140546e-06
Position 706: 1.8498664632955673e-06
Position 974: 1.7103425583433247e-06
Position 777: 1.6129939198640049e-06
Position 146: 1.2910122938922294e-06
Position 2199: 1.1395047715475404e-06
Position 2676: 9.950179510288707e-07
Position 2232: 7.697667619106238e-07
Position 843: 7.58151071762678e-07
Position 2942: 6.22859956391982e-07
Position 2947: 6.189444688752955e-07
Position 2586: 4.076763704579488e-07
Position 2145: 1.9016062964181782e-08
Position 1962: 1.721376884264918e-08
Position 368: 3.062256967325485e-09
Position 542: 1.2929087322512394e-09
Position 703: 7.647851141506061e-10
Position 620: 7.559510448408744e-10
Position 114: 5.712940739266862e-10
Position 730: 5.589032955724659e-10
Position 440: 4.370289424620016e-10
Position 269: 3.8674917120441324e-10
Position 295: 2.3593248420335935e-10
Position 449: 1.5520884530959064e-10
Position 246: 1.5257430174051027e-10
Position 549: 1.42475981999352e-10
Position 203: 1.2762910490425022e-10
Position 354: 8.632437513453343e-11
Position 211: 5.4430462228263296e-11
Position 157: 5.085075691027879e-11
Position 446: 2.6732125597256788e-11
Position 606: 2.6419072416250644e-11
Position 272: 2.2455427533937588e-11
Position 591: 5.14007772094143e-12
Position 185: 2.5458055669697693e-12
Position 167: 2.2542438738102648e-12
Position 182: 1.5733622522040936e-12
Position 122: 1.2018144863586788e-12
Position 193: 9.3200473690207e-13
Position 274: 6.94846693826824e-13
Position 313: 5.699361897987791e-13
Position 175: 3.749924618865227e-13
Position 162: 1.0410155698432691e-13
Position 804: 8.758826099558512e-16
