Gene = FAM120AOS
Position 5126: 0.010418467793719917
Position 3206: 0.008624866809071619
Position 3004: 0.007420248511702746
Position 1395: 0.007242284889847915
Position 2905: 0.006550467232219746
Position 2201: 0.006321433577695873
Position 954: 0.0057209916321794676
Position 5176: 0.004019671524000438
Position 5408: 0.003850539505453005
Position 1610: 0.0038082317162808793
Position 6714: 0.0032704397018014104
Position 2473: 0.0032413394938379182
Position 1053: 0.0031789092986617175
Position 5665: 0.0029566161393346545
Position 3737: 0.0027324474235642824
Position 7005: 0.00261554719718137
Position 1538: 0.0023059755563039942
Position 3840: 0.0021158761134351936
Position 5645: 0.0020093766521632242
Position 5708: 0.0019562880702079025
Position 5989: 0.0017925563573546513
Position 5648: 0.0015065066517268371
Position 4159: 0.0014864609998111109
Position 3026: 0.001308431884680451
Position 992: 0.0012354309005269237
Position 2504: 0.0011331522260535254
Position 664: 0.0010570584514099774
Position 4371: 0.0010546013139438224
Position 1485: 0.0008473924403418157
Position 788: 0.0007936501037779255
Position 1989: 0.0006651885004996043
Position 1392: 0.0006345495615288231
Position 1425: 0.0006133313980825686
Position 3337: 0.0005441915940895762
Position 2468: 0.0005240536031221907
Position 1107: 0.0004898155958675384
Position 5902: 0.0004876363747822327
Position 4703: 0.000479752719051336
Position 1215: 0.00047920868752266864
Position 1422: 0.0004642820827166565
Position 1638: 0.00044477833717183153
Position 1783: 0.0004275672452873865
Position 881: 0.0004264576799602979
Position 2768: 0.00040193532232503046
Position 5437: 0.0003845711840271619
Position 5152: 0.00038205578666390504
Position 4295: 0.00036781133397113656
Position 1379: 0.0003188509471721625
Position 2005: 0.00030614163641807824
Position 642: 0.00028463690585591925
Position 644: 0.00026197605830583285
Position 1445: 0.0002531281904560155
Position 3304: 0.00023867964753659593
Position 4618: 0.00022553563429312262
Position 1251: 0.00020543877402925807
Position 1239: 0.00019079058400295375
Position 739: 0.00017913282682190178
Position 4549: 0.00015795214997418142
Position 2597: 0.00015381728978376894
Position 962: 0.0001456640742281437
Position 2863: 0.00010471409345742556
Position 2814: 9.939877182001799e-05
Position 1145: 9.929172496417759e-05
Position 3041: 9.893966333812568e-05
Position 2002: 9.630606271653197e-05
Position 2658: 8.829757579277542e-05
Position 2647: 8.427749547076841e-05
Position 2591: 6.489779320886271e-05
Position 2717: 5.260904942930156e-05
Position 2771: 4.28720981798159e-05
Position 1494: 3.786824215966036e-05
Position 998: 3.7347286824264575e-05
Position 424: 3.6007862261850865e-05
Position 716: 3.463894677050199e-05
Position 608: 3.1803450364039085e-05
Position 713: 3.093604081009434e-05
Position 1547: 2.7252213489421246e-05
Position 1262: 2.346101343124046e-05
Position 639: 2.2277682089873007e-05
Position 814: 2.0014090716478985e-05
Position 1067: 1.8483286634726282e-05
Position 846: 1.7666531470734792e-05
Position 2945: 1.7336157161650154e-05
Position 2245: 1.274706792326327e-05
Position 809: 1.255475707360773e-05
Position 622: 1.1894225039294433e-05
Position 1497: 1.0604316478368908e-05
Position 2299: 1.0019103095113648e-05
Position 1269: 9.92426262123004e-06
Position 1153: 6.8972041085470536e-06
Position 543: 6.745630517779625e-06
Position 2520: 6.047954288836069e-06
Position 1653: 5.616659886844101e-06
Position 574: 5.3981418179872995e-06
Position 352: 4.658786752655454e-06
Position 1229: 4.609992895871474e-06
Position 487: 3.985992619055704e-06
Position 702: 3.977964954662172e-06
Position 443: 3.3122053107704834e-06
Position 3012: 2.3627214243310256e-06
Position 510: 2.1171793374461565e-06
Position 610: 1.7875474926538838e-06
Position 580: 1.3643736917973367e-06
Position 1517: 1.187937952382449e-06
Position 649: 7.598327800524503e-07
Position 516: 2.2781202343448127e-07
Position 365: 1.677313361797412e-07
Position 243: 1.1471505371990958e-07
Position 1082: 9.014855881425208e-09
Position 278: 2.6723392783731078e-09
Position 409: 2.41719216433616e-09
Position 829: 1.340466747334271e-09
Position 584: 1.2712129252091184e-09
Position 1436: 3.799606603006542e-12
