Gene = PRRT4
Position 2884: 0.9838171243387609
Position 2431: 0.9134966281199222
Position 1621: 0.7353397074381065
Position 10521: 0.5717500275486724
Position 10270: 0.43346738672857626
Position 2202: 0.25433469962998895
Position 10719: 0.2033841806941733
Position 9006: 0.16617481204090226
Position 2180: 0.14149489036223278
Position 8724: 0.09573517298691363
Position 1784: 0.07995307795697071
Position 1065: 0.06084347381502591
Position 5939: 0.058521214881505204
Position 2193: 0.052002081391860036
Position 2298: 0.04381581635570708
Position 1232: 0.03768929289177979
Position 203: 0.03451533887793066
Position 7591: 0.032879317991202264
Position 3405: 0.031727164935253696
Position 2134: 0.030297769263365668
Position 10958: 0.028334804714377555
Position 2045: 0.02817225086631624
Position 828: 0.027855209812701173
Position 2396: 0.02600825718506864
Position 2109: 0.025345963665846502
Position 3301: 0.025133752280951077
Position 4013: 0.024292765352503045
Position 2252: 0.023634095668381094
Position 2212: 0.023423883699920472
Position 10739: 0.020177973138575597
Position 2012: 0.01915893399543478
Position 3437: 0.01839104753344832
Position 1093: 0.016998195638059356
Position 3982: 0.0163846055346877
Position 7803: 0.013906435032391723
Position 1937: 0.013533763106734927
Position 11096: 0.012378164801469528
Position 335: 0.011971260845688753
Position 7763: 0.009328846426457418
Position 1352: 0.008724281942950347
Position 3941: 0.008601945170198699
Position 6842: 0.008598643085892121
Position 654: 0.008264227884799828
Position 3778: 0.00814065858370292
Position 1378: 0.008064768125502518
Position 2725: 0.008063512768450099
Position 926: 0.007587115619955915
Position 2083: 0.007565779107843237
Position 1452: 0.006015676672477566
Position 3331: 0.005877319221693593
Position 262: 0.005745324975233053
Position 2649: 0.005538944612376636
Position 227: 0.005466570189949454
Position 6983: 0.0052651276086108
Position 6810: 0.004637646602391379
Position 241: 0.0039815354277306396
Position 297: 0.003949184397983098
Position 3484: 0.0036995215783439035
Position 1765: 0.00331720995194929
Position 8016: 0.00323823523274329
Position 4023: 0.003015831687983392
Position 9055: 0.002929618233922096
Position 891: 0.0029032982620344574
Position 3968: 0.00270036037278553
Position 6949: 0.002318206087551665
Position 2139: 0.002287571183270217
Position 10591: 0.0022456990967304456
Position 11222: 0.0017300316995525742
Position 1039: 0.001444442504486971
Position 7662: 0.0013962568280224995
Position 11048: 0.0012699262530369078
Position 9033: 0.0012365229907667246
Position 1538: 0.0012022165297532748
Position 10787: 0.0011525931885007009
Position 536: 0.0011398709646251702
Position 1639: 0.0011392475746684289
Position 10760: 0.0011321631238215514
Position 9758: 0.0011279804720291772
Position 308: 0.001105852554631837
Position 5440: 0.0011029053924967356
Position 7128: 0.0010751276505643749
Position 4995: 0.0009415342239757282
Position 1670: 0.0009202126993413567
Position 3488: 0.0008764272864110512
Position 4319: 0.000836702325926609
Position 1067: 0.0007588860099754453
Position 4583: 0.0007063487777776568
Position 4527: 0.0006893552821084347
Position 1199: 0.000582224713608386
Position 8469: 0.000561604464887443
Position 4567: 0.0005478701842401723
Position 6584: 0.0005328681461037447
Position 11356: 0.00048636689265049054
Position 5737: 0.000450140395241684
Position 7028: 0.0004408025860578768
Position 1821: 0.00043195686891220005
Position 7823: 0.0004275636823130632
Position 515: 0.0004048558046055768
Position 1404: 0.00030767420486829705
Position 589: 0.0003049311682404192
Position 7148: 0.0003030830264872162
Position 2831: 0.00030163015945561646
Position 2488: 0.0002914864203882599
Position 4182: 0.00027002027637310544
Position 5460: 0.000257690490408718
Position 2368: 0.000239346778972294
Position 1244: 0.0002152007855292744
Position 4930: 0.00020547699734321044
Position 6688: 0.00020477195117782706
Position 6223: 0.000199460994650696
Position 1102: 0.00016309844906280086
Position 4603: 0.00015052826288413076
Position 1267: 0.0001418712171336038
Position 4599: 0.000132501043089562
Position 712: 0.0001262917885862371
Position 3813: 0.00012010585967112453
Position 7490: 0.0001121131697967625
Position 631: 0.00010406602294165552
Position 269: 0.00010284876645249353
Position 4999: 0.00010228109090864589
Position 6226: 8.433134608254637e-05
Position 3792: 7.530698426747875e-05
Position 4325: 7.399950580813799e-05
Position 5670: 7.132345219788395e-05
Position 1458: 6.537398436552087e-05
Position 842: 6.326184242189495e-05
Position 5987: 5.9057691786929445e-05
Position 3643: 5.743031457357104e-05
Position 287: 5.664937043227205e-05
Position 591: 5.2694123799681715e-05
Position 5436: 4.705792804545595e-05
Position 3451: 3.75402197269998e-05
Position 2730: 3.366989640536232e-05
Position 3462: 3.137832924361397e-05
Position 4223: 3.00816603950466e-05
Position 4123: 2.640690755067657e-05
Position 2789: 1.951965377318141e-05
Position 3237: 1.7939182140179464e-05
Position 1426: 1.7283827343644007e-05
Position 2975: 1.0871182720924708e-05
Position 4742: 1.0838208968237308e-05
Position 3233: 9.20773512092623e-06
Position 2962: 7.972302810049788e-06
Position 3466: 7.548949600217117e-06
Position 2656: 7.024055206805714e-06
Position 2928: 6.8370214470780265e-06
Position 2682: 6.119152206993266e-06
Position 587: 5.236194355473054e-06
Position 5914: 4.728390224018609e-06
Position 3272: 4.1388171354975735e-06
Position 3445: 3.887835533709301e-06
Position 3496: 1.3764008621487767e-06
Position 583: 4.3121762764553364e-07
Position 585: 3.083251665102205e-07
Position 4065: 2.7224272833767874e-07
Position 348: 2.4844018246644097e-07
Position 3919: 2.1893489649919473e-07
Position 264: 2.1085119238345406e-07
Position 3262: 1.3605890794888407e-07
Position 3988: 1.3507574980062944e-07
Position 3459: 1.27883175958002e-07
Position 674: 9.574385103100861e-08
Position 718: 7.652875970170375e-08
Position 445: 7.349842688389721e-08
Position 379: 7.143757702008683e-08
Position 266: 4.601606254012662e-08
Position 208: 4.1577060548193306e-08
Position 166: 3.906890071566392e-09
Position 276: 1.8604458409136235e-09
Position 365: 3.342005118830623e-10
Position 172: 2.2617255994535064e-10
Position 345: 4.855563435434053e-11
Position 363: 2.4464650707789835e-12
Position 184: 2.367525242409159e-12
